State,Year,Quarter,Entity_type,Registered_users,District&pincode.1,id
Assam,2020,Q3,district,134006,Sonitpur,18
Assam,2020,Q3,district,124944,Kamrup,18
Assam,2020,Q3,district,113239,Tinsukia,18
Assam,2020,Q3,district,99517,Jorhat,18
Assam,2020,Q3,district,84816,Dhubri,18
Assam,2020,Q3,pincode,39646,781032,18
Assam,2020,Q3,pincode,31853,781022,18
Assam,2020,Q3,pincode,29045,781001,18
Assam,2020,Q3,pincode,25600,781038,18
Assam,2020,Q3,pincode,25150,783380,18
Assam,2020,Q3,pincode,23762,781011,18
Assam,2020,Q3,pincode,23212,785001,18
Assam,2020,Q3,pincode,22736,786001,18
Assam,2020,Q3,pincode,20913,781028,18
Assam,2020,Q3,pincode,20809,781009,18
Assam,2020,Q4,district,546458,Kamrup Metropolitan,18
Assam,2020,Q4,district,185101,Nagaon,18
Assam,2020,Q4,district,164341,Barpeta,18
Assam,2020,Q4,district,158821,Cachar,18
Assam,2020,Q4,district,147001,Dibrugarh,18
Assam,2020,Q4,district,146796,Sonitpur,18
Assam,2020,Q4,district,136799,Kamrup,18
Assam,2020,Q4,district,124067,Tinsukia,18
Assam,2020,Q4,district,108380,Jorhat,18
Assam,2020,Q4,district,93699,Dhubri,18
Assam,2020,Q4,pincode,43335,781032,18
Assam,2020,Q4,pincode,34873,781022,18
Assam,2020,Q4,pincode,31894,781001,18
Assam,2020,Q4,pincode,27985,781038,18
Assam,2020,Q4,pincode,27308,783380,18
Assam,2020,Q4,pincode,26044,781011,18
Assam,2020,Q4,pincode,25298,785001,18
Assam,2020,Q4,pincode,24846,786001,18
Assam,2020,Q4,pincode,22952,781028,18
Assam,2020,Q4,pincode,22802,782435,18
Assam,2021,Q1,district,589688,Kamrup Metropolitan,18
Assam,2021,Q1,district,200243,Nagaon,18
Assam,2021,Q1,district,177789,Barpeta,18
Assam,2021,Q1,district,172056,Cachar,18
Assam,2021,Q1,district,158555,Sonitpur,18
Assam,2021,Q1,district,158509,Dibrugarh,18
Assam,2021,Q1,district,147671,Kamrup,18
Assam,2021,Q1,district,134067,Tinsukia,18
Assam,2021,Q1,district,116616,Jorhat,18
Assam,2021,Q1,district,101643,Dhubri,18
Assam,2021,Q1,pincode,46783,781032,18
Assam,2021,Q1,pincode,37652,781022,18
Assam,2021,Q1,pincode,34483,781001,18
Assam,2021,Q1,pincode,30260,781038,18
Assam,2021,Q1,pincode,29414,783380,18
Assam,2021,Q1,pincode,28064,781011,18
Assam,2021,Q1,pincode,27259,785001,18
Assam,2021,Q1,pincode,26762,786001,18
Assam,2021,Q1,pincode,24813,781028,18
Assam,2021,Q1,pincode,24658,782435,18
Assam,2021,Q2,district,630676,Kamrup Metropolitan,18
Assam,2021,Q2,district,215750,Nagaon,18
Assam,2021,Q2,district,191700,Barpeta,18
Assam,2021,Q2,district,185350,Cachar,18
Assam,2021,Q2,district,170604,Dibrugarh,18
Assam,2021,Q2,district,170519,Sonitpur,18
Assam,2021,Q2,district,159018,Kamrup,18
Assam,2021,Q2,district,144571,Tinsukia,18
Assam,2021,Q2,district,125247,Jorhat,18
Assam,2021,Q2,district,109873,Dhubri,18
Assam,2021,Q2,pincode,49999,781032,18
Assam,2021,Q2,pincode,40254,781022,18
Assam,2021,Q2,pincode,36847,781001,18
Assam,2021,Q2,pincode,32353,781038,18
Assam,2021,Q2,pincode,31551,783380,18
Assam,2021,Q2,pincode,30045,781011,18
Assam,2021,Q2,pincode,29194,785001,18
Assam,2021,Q2,pincode,28664,786001,18
Assam,2021,Q2,pincode,26557,781028,18
Assam,2021,Q2,pincode,26455,782435,18
Assam,2021,Q3,district,677223,Kamrup Metropolitan,18
Assam,2021,Q3,district,233909,Nagaon,18
Assam,2021,Q3,district,207997,Barpeta,18
Assam,2021,Q3,district,200721,Cachar,18
Assam,2021,Q3,district,184448,Sonitpur,18
Assam,2021,Q3,district,184280,Dibrugarh,18
Assam,2021,Q3,district,172652,Kamrup,18
Assam,2021,Q3,district,156657,Tinsukia,18
Assam,2021,Q3,district,135179,Jorhat,18
Assam,2021,Q3,district,119554,Dhubri,18
Assam,2021,Q3,pincode,53594,781032,18
Assam,2021,Q3,pincode,43191,781022,18
Assam,2021,Q3,pincode,39514,781001,18
Assam,2021,Q3,pincode,34724,781038,18
Assam,2021,Q3,pincode,34031,783380,18
Assam,2021,Q3,pincode,32293,781011,18
Assam,2021,Q3,pincode,31327,785001,18
Assam,2021,Q3,pincode,30785,786001,18
Assam,2021,Q3,pincode,28639,782435,18
Assam,2021,Q3,pincode,28555,781028,18
Assam,2021,Q4,district,723960,Kamrup Metropolitan,18
Assam,2021,Q4,district,251340,Nagaon,18
Assam,2021,Q4,district,223375,Barpeta,18
Assam,2021,Q4,district,215876,Cachar,18
Assam,2021,Q4,district,198091,Sonitpur,18
Assam,2021,Q4,district,197521,Dibrugarh,18
Assam,2021,Q4,district,185421,Kamrup,18
Assam,2021,Q4,district,168240,Tinsukia,18
Assam,2021,Q4,district,145111,Jorhat,18
Assam,2021,Q4,district,128621,Dhubri,18
Assam,2021,Q4,pincode,57249,781032,18
Assam,2021,Q4,pincode,46108,781022,18
Assam,2021,Q4,pincode,42225,781001,18
Assam,2021,Q4,pincode,37135,781038,18
Assam,2021,Q4,pincode,36481,783380,18
Assam,2021,Q4,pincode,34495,781011,18
Assam,2021,Q4,pincode,33508,785001,18
Assam,2021,Q4,pincode,32892,786001,18
Assam,2021,Q4,pincode,30729,782435,18
Assam,2021,Q4,pincode,30534,781028,18
Assam,2022,Q1,district,767859,Kamrup Metropolitan,18
Assam,2022,Q1,district,268636,Nagaon,18
Assam,2022,Q1,district,238871,Barpeta,18
Assam,2022,Q1,district,230089,Cachar,18
Assam,2022,Q1,district,211236,Sonitpur,18
Assam,2022,Q1,district,210525,Dibrugarh,18
Assam,2022,Q1,district,198189,Kamrup,18
Assam,2022,Q1,district,179301,Tinsukia,18
Assam,2022,Q1,district,154589,Jorhat,18
Assam,2022,Q1,district,137698,Dhubri,18
Assam,2022,Q1,pincode,60632,781032,18
Assam,2022,Q1,pincode,48859,781022,18
Assam,2022,Q1,pincode,44765,781001,18
Assam,2022,Q1,pincode,39366,781038,18
Assam,2022,Q1,pincode,38840,783380,18
Assam,2022,Q1,pincode,36583,781011,18
Assam,2022,Q1,pincode,35517,785001,18
Assam,2022,Q1,pincode,34879,786001,18
Assam,2022,Q1,pincode,32753,782435,18
Assam,2022,Q1,pincode,32414,781028,18
Assam,2022,Q2,district,810057,Kamrup Metropolitan,18
Assam,2022,Q2,district,284558,Nagaon,18
Assam,2022,Q2,district,253194,Barpeta,18
Assam,2022,Q2,district,243727,Cachar,18
Assam,2022,Q2,district,223514,Sonitpur,18
Assam,2022,Q2,district,222494,Dibrugarh,18
Assam,2022,Q2,district,210048,Kamrup,18
Assam,2022,Q2,district,189633,Tinsukia,18
Assam,2022,Q2,district,163307,Jorhat,18
Assam,2022,Q2,district,146304,Dhubri,18
Assam,2022,Q2,pincode,63866,781032,18
Assam,2022,Q2,pincode,51543,781022,18
Assam,2022,Q2,pincode,47222,781001,18
Assam,2022,Q2,pincode,41519,781038,18
Assam,2022,Q2,pincode,41067,783380,18
Assam,2022,Q2,pincode,38612,781011,18
Assam,2022,Q2,pincode,37438,785001,18
Assam,2022,Q2,pincode,36760,786001,18
Assam,2022,Q2,pincode,34642,782435,18
Assam,2022,Q2,pincode,34231,781028,18
Assam,2022,Q3,district,854019,Kamrup Metropolitan,18
Assam,2022,Q3,district,300653,Nagaon,18
Assam,2022,Q3,district,267667,Barpeta,18
Assam,2022,Q3,district,257370,Cachar,18
Assam,2022,Q3,district,235752,Sonitpur,18
Assam,2022,Q3,district,234149,Dibrugarh,18
Assam,2022,Q3,district,221721,Kamrup,18
Assam,2022,Q3,district,199942,Tinsukia,18
Assam,2022,Q3,district,171824,Jorhat,18
Assam,2022,Q3,district,154896,Dhubri,18
Assam,2022,Q3,pincode,67280,781032,18
Assam,2022,Q3,pincode,54277,781022,18
Assam,2022,Q3,pincode,49784,781001,18
Assam,2022,Q3,pincode,43745,781038,18
Assam,2022,Q3,pincode,43396,783380,18
Assam,2022,Q3,pincode,40762,781011,18
Assam,2022,Q3,pincode,39413,785001,18
Assam,2022,Q3,pincode,38716,786001,18
Assam,2022,Q3,pincode,36615,782435,18
Assam,2022,Q3,pincode,36089,781028,18
Assam,2022,Q4,district,897245,Kamrup Metropolitan,18
Assam,2022,Q4,district,314901,Nagaon,18
Assam,2022,Q4,district,280479,Barpeta,18
Assam,2022,Q4,district,269556,Cachar,18
Assam,2022,Q4,district,246327,Sonitpur,18
Assam,2022,Q4,district,244755,Dibrugarh,18
Assam,2022,Q4,district,231849,Kamrup,18
Assam,2022,Q4,district,209247,Tinsukia,18
Assam,2022,Q4,district,179437,Jorhat,18
Assam,2022,Q4,district,162126,Dhubri,18
Assam,2022,Q4,pincode,70664,781032,18
Assam,2022,Q4,pincode,57039,781022,18
Assam,2022,Q4,pincode,52292,781001,18
Assam,2022,Q4,pincode,45987,781038,18
Assam,2022,Q4,pincode,45548,783380,18
Assam,2022,Q4,pincode,42885,781011,18
Assam,2022,Q4,pincode,41419,785001,18
Assam,2022,Q4,pincode,40689,786001,18
Assam,2022,Q4,pincode,38441,782435,18
Assam,2022,Q4,pincode,37934,781028,18
Bihar,2018,Q1,district,425009,Patna,10
Bihar,2018,Q1,district,125298,Muzaffarpur,10
Bihar,2018,Q1,district,91015,Gaya,10
Bihar,2018,Q1,district,87561,Purbi Champaran,10
Bihar,2018,Q1,district,76068,Samastipur,10
Bihar,2018,Q1,district,76063,Bhagalpur,10
Bihar,2018,Q1,district,75201,Nalanda,10
Bihar,2018,Q1,district,74414,Darbhanga,10
Bihar,2018,Q1,district,67921,Vaishali,10
Bihar,2018,Q1,district,67656,Pashchim Champaran,10
Bihar,2018,Q1,pincode,71092,800001,10
Bihar,2018,Q1,pincode,51989,800006,10
Bihar,2018,Q1,pincode,46299,800020,10
Bihar,2018,Q1,pincode,26349,845401,10
Bihar,2018,Q1,pincode,22311,823001,10
Bihar,2018,Q1,pincode,20404,801503,10
Bihar,2018,Q1,pincode,20223,845438,10
Bihar,2018,Q1,pincode,20084,842001,10
Bihar,2018,Q1,pincode,20071,812001,10
Bihar,2018,Q1,pincode,20024,842002,10
Bihar,2018,Q2,district,568657,Patna,10
Bihar,2018,Q2,district,172315,Muzaffarpur,10
Bihar,2018,Q2,district,126422,Gaya,10
Bihar,2018,Q2,district,125890,Purbi Champaran,10
Bihar,2018,Q2,district,107143,Samastipur,10
Bihar,2018,Q2,district,106461,Bhagalpur,10
Bihar,2018,Q2,district,105558,Darbhanga,10
Bihar,2018,Q2,district,104076,Nalanda,10
Bihar,2018,Q2,district,97301,Pashchim Champaran,10
Bihar,2018,Q2,district,96694,Vaishali,10
Bihar,2018,Q2,pincode,94711,800001,10
Bihar,2018,Q2,pincode,68659,800006,10
Bihar,2018,Q2,pincode,60774,800020,10
Bihar,2018,Q2,pincode,36977,845401,10
Bihar,2018,Q2,pincode,30395,823001,10
Bihar,2018,Q2,pincode,28375,845438,10
Bihar,2018,Q2,pincode,27334,842001,10
Bihar,2018,Q2,pincode,27233,801503,10
Bihar,2018,Q2,pincode,26979,812001,10
Bihar,2018,Q2,pincode,26341,842002,10
Bihar,2018,Q3,district,684421,Patna,10
Bihar,2018,Q3,district,211519,Muzaffarpur,10
Bihar,2018,Q3,district,162122,Purbi Champaran,10
Bihar,2018,Q3,district,160375,Gaya,10
Bihar,2018,Q3,district,134680,Samastipur,10
Bihar,2018,Q3,district,132803,Darbhanga,10
Bihar,2018,Q3,district,131270,Bhagalpur,10
Bihar,2018,Q3,district,128472,Nalanda,10
Bihar,2018,Q3,district,124955,Pashchim Champaran,10
Bihar,2018,Q3,district,123407,Saran,10
Bihar,2018,Q3,pincode,112494,800001,10
Bihar,2018,Q3,pincode,82368,800006,10
Bihar,2018,Q3,pincode,72430,800020,10
Bihar,2018,Q3,pincode,45977,845401,10
Bihar,2018,Q3,pincode,37326,823001,10
Bihar,2018,Q3,pincode,35432,845438,10
Bihar,2018,Q3,pincode,32797,842001,10
Bihar,2018,Q3,pincode,32597,801503,10
Bihar,2018,Q3,pincode,31778,812001,10
Bihar,2018,Q3,pincode,31195,842002,10
Bihar,2018,Q4,district,826399,Patna,10
Bihar,2018,Q4,district,260789,Muzaffarpur,10
Bihar,2018,Q4,district,206934,Purbi Champaran,10
Bihar,2018,Q4,district,203926,Gaya,10
Bihar,2018,Q4,district,169774,Samastipur,10
Bihar,2018,Q4,district,167302,Darbhanga,10
Bihar,2018,Q4,district,164162,Bhagalpur,10
Bihar,2018,Q4,district,161486,Saran,10
Bihar,2018,Q4,district,161063,Pashchim Champaran,10
Bihar,2018,Q4,district,160167,Nalanda,10
Bihar,2018,Q4,pincode,134254,800001,10
Bihar,2018,Q4,pincode,97937,800006,10
Bihar,2018,Q4,pincode,86072,800020,10
Bihar,2018,Q4,pincode,56938,845401,10
Bihar,2018,Q4,pincode,46023,823001,10
Bihar,2018,Q4,pincode,44617,845438,10
Bihar,2018,Q4,pincode,39428,842001,10
Bihar,2018,Q4,pincode,39106,801503,10
Bihar,2018,Q4,pincode,38300,812001,10
Bihar,2018,Q4,pincode,38256,802301,10
Bihar,2019,Q1,district,964432,Patna,10
Bihar,2019,Q1,district,309416,Muzaffarpur,10
Bihar,2019,Q1,district,252394,Purbi Champaran,10
Bihar,2019,Q1,district,245773,Gaya,10
Bihar,2019,Q1,district,204544,Samastipur,10
Bihar,2019,Q1,district,202521,Darbhanga,10
Bihar,2019,Q1,district,197928,Saran,10
Bihar,2019,Q1,district,197074,Pashchim Champaran,10
Bihar,2019,Q1,district,195057,Bhagalpur,10
Bihar,2019,Q1,district,195036,Madhubani,10
Bihar,2019,Q1,pincode,155763,800001,10
Bihar,2019,Q1,pincode,112180,800006,10
Bihar,2019,Q1,pincode,98591,800020,10
Bihar,2019,Q1,pincode,67473,845401,10
Bihar,2019,Q1,pincode,53758,823001,10
Bihar,2019,Q1,pincode,53452,845438,10
Bihar,2019,Q1,pincode,45773,801503,10
Bihar,2019,Q1,pincode,45763,842001,10
Bihar,2019,Q1,pincode,44801,802301,10
Bihar,2019,Q1,pincode,44256,812001,10
Bihar,2019,Q2,district,1076012,Patna,10
Bihar,2019,Q2,district,353459,Muzaffarpur,10
Bihar,2019,Q2,district,292711,Purbi Champaran,10
Bihar,2019,Q2,district,281107,Gaya,10
Bihar,2019,Q2,district,234046,Samastipur,10
Bihar,2019,Q2,district,232722,Darbhanga,10
Bihar,2019,Q2,district,230068,Saran,10
Bihar,2019,Q2,district,227901,Pashchim Champaran,10
Bihar,2019,Q2,district,226202,Madhubani,10
Bihar,2019,Q2,district,223725,Bhagalpur,10
Bihar,2019,Q2,pincode,176131,800001,10
Bihar,2019,Q2,pincode,122307,800006,10
Bihar,2019,Q2,pincode,108548,800020,10
Bihar,2019,Q2,pincode,76909,845401,10
Bihar,2019,Q2,pincode,61028,845438,10
Bihar,2019,Q2,pincode,59743,823001,10
Bihar,2019,Q2,pincode,52549,842001,10
Bihar,2019,Q2,pincode,51154,801503,10
Bihar,2019,Q2,pincode,50446,802301,10
Bihar,2019,Q2,pincode,50398,812001,10
Bihar,2019,Q3,district,1180262,Patna,10
Bihar,2019,Q3,district,396343,Muzaffarpur,10
Bihar,2019,Q3,district,330361,Purbi Champaran,10
Bihar,2019,Q3,district,315649,Gaya,10
Bihar,2019,Q3,district,262875,Samastipur,10
Bihar,2019,Q3,district,262421,Darbhanga,10
Bihar,2019,Q3,district,260966,Saran,10
Bihar,2019,Q3,district,256491,Pashchim Champaran,10
Bihar,2019,Q3,district,255761,Madhubani,10
Bihar,2019,Q3,district,249214,Bhagalpur,10
Bihar,2019,Q3,pincode,194197,800001,10
Bihar,2019,Q3,pincode,131686,800006,10
Bihar,2019,Q3,pincode,117437,800020,10
Bihar,2019,Q3,pincode,85543,845401,10
Bihar,2019,Q3,pincode,68041,845438,10
Bihar,2019,Q3,pincode,65720,823001,10
Bihar,2019,Q3,pincode,58919,842001,10
Bihar,2019,Q3,pincode,56571,801503,10
Bihar,2019,Q3,pincode,55738,812001,10
Bihar,2019,Q3,pincode,55612,802301,10
Bihar,2019,Q4,district,1289426,Patna,10
Bihar,2019,Q4,district,445815,Muzaffarpur,10
Bihar,2019,Q4,district,378861,Purbi Champaran,10
Bihar,2019,Q4,district,356225,Gaya,10
Bihar,2019,Q4,district,297942,Samastipur,10
Bihar,2019,Q4,district,297022,Saran,10
Bihar,2019,Q4,district,296008,Darbhanga,10
Bihar,2019,Q4,district,293867,Pashchim Champaran,10
Bihar,2019,Q4,district,291613,Madhubani,10
Bihar,2019,Q4,district,279580,Bhagalpur,10
Bihar,2019,Q4,pincode,210421,800001,10
Bihar,2019,Q4,pincode,141267,800006,10
Bihar,2019,Q4,pincode,126595,800020,10
Bihar,2019,Q4,pincode,95162,845401,10
Bihar,2019,Q4,pincode,76410,845438,10
Bihar,2019,Q4,pincode,71999,823001,10
Bihar,2019,Q4,pincode,64740,842001,10
Bihar,2019,Q4,pincode,61692,801503,10
Bihar,2019,Q4,pincode,61027,802301,10
Bihar,2019,Q4,pincode,60690,812001,10
Bihar,2020,Q1,district,1397342,Patna,10
Bihar,2020,Q1,district,498548,Muzaffarpur,10
Bihar,2020,Q1,district,431458,Purbi Champaran,10
Bihar,2020,Q1,district,398678,Gaya,10
Bihar,2020,Q1,district,335039,Saran,10
Bihar,2020,Q1,district,334935,Samastipur,10
Bihar,2020,Q1,district,334931,Pashchim Champaran,10
Bihar,2020,Q1,district,332707,Darbhanga,10
Bihar,2020,Q1,district,328630,Madhubani,10
Bihar,2020,Q1,district,312949,Vaishali,10
Bihar,2020,Q1,pincode,226061,800001,10
Bihar,2020,Q1,pincode,149937,800006,10
Bihar,2020,Q1,pincode,135524,800020,10
Bihar,2020,Q1,pincode,105308,845401,10
Bihar,2020,Q1,pincode,85599,845438,10
Bihar,2020,Q1,pincode,78258,823001,10
Bihar,2020,Q1,pincode,70891,842001,10
Bihar,2020,Q1,pincode,66952,801503,10
Bihar,2020,Q1,pincode,66311,846004,10
Bihar,2020,Q1,pincode,66179,802301,10
Bihar,2020,Q2,district,1506233,Patna,10
Bihar,2020,Q2,district,558435,Muzaffarpur,10
Bihar,2020,Q2,district,505364,Purbi Champaran,10
Bihar,2020,Q2,district,447895,Gaya,10
Bihar,2020,Q2,district,390547,Pashchim Champaran,10
Bihar,2020,Q2,district,381913,Samastipur,10
Bihar,2020,Q2,district,381281,Saran,10
Bihar,2020,Q2,district,379555,Darbhanga,10
Bihar,2020,Q2,district,379217,Madhubani,10
Bihar,2020,Q2,district,352316,Bhagalpur,10
Bihar,2020,Q2,pincode,239180,800001,10
Bihar,2020,Q2,pincode,156697,800006,10
Bihar,2020,Q2,pincode,143564,800020,10
Bihar,2020,Q2,pincode,116500,845401,10
Bihar,2020,Q2,pincode,95794,845438,10
Bihar,2020,Q2,pincode,84238,823001,10
Bihar,2020,Q2,pincode,76881,842001,10
Bihar,2020,Q2,pincode,72440,801503,10
Bihar,2020,Q2,pincode,72384,846004,10
Bihar,2020,Q2,pincode,71937,802301,10
Bihar,2020,Q3,district,1625305,Patna,10
Bihar,2020,Q3,district,617383,Muzaffarpur,10
Bihar,2020,Q3,district,570592,Purbi Champaran,10
Bihar,2020,Q3,district,493207,Gaya,10
Bihar,2020,Q3,district,435319,Pashchim Champaran,10
Bihar,2020,Q3,district,425154,Madhubani,10
Bihar,2020,Q3,district,424821,Saran,10
Bihar,2020,Q3,district,424696,Samastipur,10
Bihar,2020,Q3,district,424611,Darbhanga,10
Bihar,2020,Q3,district,391002,Vaishali,10
Bihar,2020,Q3,pincode,254577,800001,10
Bihar,2020,Q3,pincode,165587,800006,10
Bihar,2020,Q3,pincode,153436,800020,10
Bihar,2020,Q3,pincode,128397,845401,10
Bihar,2020,Q3,pincode,105491,845438,10
Bihar,2020,Q3,pincode,91491,823001,10
Bihar,2020,Q3,pincode,83156,842001,10
Bihar,2020,Q3,pincode,79075,846004,10
Bihar,2020,Q3,pincode,78835,801503,10
Bihar,2020,Q3,pincode,77893,802301,10
Bihar,2020,Q4,district,1752007,Patna,10
Bihar,2020,Q4,district,673397,Muzaffarpur,10
Bihar,2020,Q4,district,627214,Purbi Champaran,10
Bihar,2020,Q4,district,538319,Gaya,10
Bihar,2020,Q4,district,476717,Pashchim Champaran,10
Bihar,2020,Q4,district,467918,Saran,10
Bihar,2020,Q4,district,467849,Madhubani,10
Bihar,2020,Q4,district,467317,Darbhanga,10
Bihar,2020,Q4,district,466536,Samastipur,10
Bihar,2020,Q4,district,428157,Bhagalpur,10
Bihar,2020,Q4,pincode,271953,800001,10
Bihar,2020,Q4,pincode,176286,800006,10
Bihar,2020,Q4,pincode,164391,800020,10
Bihar,2020,Q4,pincode,139691,845401,10
Bihar,2020,Q4,pincode,114907,845438,10
Bihar,2020,Q4,pincode,98986,823001,10
Bihar,2020,Q4,pincode,89605,842001,10
Bihar,2020,Q4,pincode,85920,846004,10
Bihar,2020,Q4,pincode,85326,801503,10
Bihar,2020,Q4,pincode,84588,802301,10
Bihar,2021,Q1,district,1881439,Patna,10
Bihar,2021,Q1,district,728384,Muzaffarpur,10
Bihar,2021,Q1,district,681660,Purbi Champaran,10
Bihar,2021,Q1,district,581376,Gaya,10
Bihar,2021,Q1,district,517219,Pashchim Champaran,10
Bihar,2021,Q1,district,507177,Saran,10
Bihar,2021,Q1,district,506381,Darbhanga,10
Bihar,2021,Q1,district,506293,Madhubani,10
Bihar,2021,Q1,district,505806,Samastipur,10
Bihar,2021,Q1,district,463655,Vaishali,10
Bihar,2021,Q1,pincode,291064,800001,10
Bihar,2021,Q1,pincode,188807,800006,10
Bihar,2021,Q1,pincode,176118,800020,10
Bihar,2021,Q1,pincode,151249,845401,10
Bihar,2021,Q1,pincode,124418,845438,10
Bihar,2021,Q1,pincode,106623,823001,10
Bihar,2021,Q1,pincode,96473,842001,10
Bihar,2021,Q1,pincode,92791,846004,10
Bihar,2021,Q1,pincode,91718,801503,10
Bihar,2021,Q1,pincode,91053,802301,10
Bihar,2021,Q2,district,2010353,Patna,10
Bihar,2021,Q2,district,781251,Muzaffarpur,10
Bihar,2021,Q2,district,733817,Purbi Champaran,10
Bihar,2021,Q2,district,624010,Gaya,10
Bihar,2021,Q2,district,556408,Pashchim Champaran,10
Bihar,2021,Q2,district,544975,Saran,10
Bihar,2021,Q2,district,543782,Samastipur,10
Bihar,2021,Q2,district,543496,Darbhanga,10
Bihar,2021,Q2,district,543493,Madhubani,10
Bihar,2021,Q2,district,497933,Vaishali,10
Bihar,2021,Q2,pincode,310396,800001,10
Bihar,2021,Q2,pincode,201509,800006,10
Bihar,2021,Q2,pincode,187797,800020,10
Bihar,2021,Q2,pincode,162194,845401,10
Bihar,2021,Q2,pincode,133423,845438,10
Bihar,2021,Q2,pincode,113959,823001,10
Bihar,2021,Q2,pincode,103177,842001,10
Bihar,2021,Q2,pincode,99223,846004,10
Bihar,2021,Q2,pincode,98037,801503,10
Bihar,2021,Q2,pincode,97433,802301,10
Bihar,2021,Q3,district,2156402,Patna,10
Bihar,2021,Q3,district,842701,Muzaffarpur,10
Bihar,2021,Q3,district,794120,Purbi Champaran,10
Bihar,2021,Q3,district,673356,Gaya,10
Bihar,2021,Q3,district,602251,Pashchim Champaran,10
Bihar,2021,Q3,district,588276,Saran,10
Bihar,2021,Q3,district,587337,Madhubani,10
Bihar,2021,Q3,district,586990,Samastipur,10
Bihar,2021,Q3,district,586251,Darbhanga,10
Bihar,2021,Q3,district,536933,Vaishali,10
Bihar,2021,Q3,pincode,331994,800001,10
Bihar,2021,Q3,pincode,215907,800006,10
Bihar,2021,Q3,pincode,200899,800020,10
Bihar,2021,Q3,pincode,174765,845401,10
Bihar,2021,Q3,pincode,143642,845438,10
Bihar,2021,Q3,pincode,122153,823001,10
Bihar,2021,Q3,pincode,110719,842001,10
Bihar,2021,Q3,pincode,106541,846004,10
Bihar,2021,Q3,pincode,105096,801503,10
Bihar,2021,Q3,pincode,104690,802301,10
Bihar,2021,Q4,district,2303852,Patna,10
Bihar,2021,Q4,district,903775,Muzaffarpur,10
Bihar,2021,Q4,district,853893,Purbi Champaran,10
Bihar,2021,Q4,district,721905,Gaya,10
Bihar,2021,Q4,district,647450,Pashchim Champaran,10
Bihar,2021,Q4,district,631469,Saran,10
Bihar,2021,Q4,district,630218,Samastipur,10
Bihar,2021,Q4,district,629986,Madhubani,10
Bihar,2021,Q4,district,628529,Darbhanga,10
Bihar,2021,Q4,district,576156,Vaishali,10
Bihar,2021,Q4,pincode,354049,800001,10
Bihar,2021,Q4,pincode,230673,800006,10
Bihar,2021,Q4,pincode,214343,800020,10
Bihar,2021,Q4,pincode,187426,845401,10
Bihar,2021,Q4,pincode,154094,845438,10
Bihar,2021,Q4,pincode,130535,823001,10
Bihar,2021,Q4,pincode,118411,842001,10
Bihar,2021,Q4,pincode,113937,846004,10
Bihar,2021,Q4,pincode,112216,801503,10
Bihar,2021,Q4,pincode,112066,802301,10
Bihar,2022,Q1,district,2443356,Patna,10
Bihar,2022,Q1,district,962924,Muzaffarpur,10
Bihar,2022,Q1,district,912427,Purbi Champaran,10
Bihar,2022,Q1,district,769265,Gaya,10
Bihar,2022,Q1,district,692182,Pashchim Champaran,10
Bihar,2022,Q1,district,673849,Saran,10
Bihar,2022,Q1,district,672508,Samastipur,10
Bihar,2022,Q1,district,672303,Madhubani,10
Bihar,2022,Q1,district,669850,Darbhanga,10
Bihar,2022,Q1,district,614159,Vaishali,10
Bihar,2022,Q1,pincode,374585,800001,10
Bihar,2022,Q1,pincode,244496,800006,10
Bihar,2022,Q1,pincode,226982,800020,10
Bihar,2022,Q1,pincode,199667,845401,10
Bihar,2022,Q1,pincode,164043,845438,10
Bihar,2022,Q1,pincode,138345,823001,10
Bihar,2022,Q1,pincode,125613,842001,10
Bihar,2022,Q1,pincode,120989,846004,10
Bihar,2022,Q1,pincode,119021,802301,10
Bihar,2022,Q1,pincode,118829,801503,10
Bihar,2022,Q2,district,2577123,Patna,10
Bihar,2022,Q2,district,1018560,Muzaffarpur,10
Bihar,2022,Q2,district,967838,Purbi Champaran,10
Bihar,2022,Q2,district,814180,Gaya,10
Bihar,2022,Q2,district,734476,Pashchim Champaran,10
Bihar,2022,Q2,district,714109,Saran,10
Bihar,2022,Q2,district,712626,Samastipur,10
Bihar,2022,Q2,district,711897,Madhubani,10
Bihar,2022,Q2,district,708828,Darbhanga,10
Bihar,2022,Q2,district,650319,Vaishali,10
Bihar,2022,Q2,pincode,394289,800001,10
Bihar,2022,Q2,pincode,257919,800006,10
Bihar,2022,Q2,pincode,239192,800020,10
Bihar,2022,Q2,pincode,211280,845401,10
Bihar,2022,Q2,pincode,173688,845438,10
Bihar,2022,Q2,pincode,145953,823001,10
Bihar,2022,Q2,pincode,132578,842001,10
Bihar,2022,Q2,pincode,127805,846004,10
Bihar,2022,Q2,pincode,125702,802301,10
Bihar,2022,Q2,pincode,125223,801503,10
Bihar,2022,Q3,district,2716533,Patna,10
Bihar,2022,Q3,district,1077200,Muzaffarpur,10
Bihar,2022,Q3,district,1025772,Purbi Champaran,10
Bihar,2022,Q3,district,859903,Gaya,10
Bihar,2022,Q3,district,777977,Pashchim Champaran,10
Bihar,2022,Q3,district,756293,Saran,10
Bihar,2022,Q3,district,754322,Samastipur,10
Bihar,2022,Q3,district,753153,Madhubani,10
Bihar,2022,Q3,district,749430,Darbhanga,10
Bihar,2022,Q3,district,688248,Vaishali,10
Bihar,2022,Q3,pincode,414926,800001,10
Bihar,2022,Q3,pincode,272017,800006,10
Bihar,2022,Q3,pincode,251896,800020,10
