State,Year,Quarter,Entity_type,Registered_users,District&pincode.1,id
Tamil Nadu,2022,Q1,pincode,125806,635126,33
Tamil Nadu,2022,Q1,pincode,121108,600056,33
Tamil Nadu,2022,Q1,pincode,119226,600003,33
Tamil Nadu,2022,Q1,pincode,113418,600053,33
Tamil Nadu,2022,Q1,pincode,109830,600116,33
Tamil Nadu,2022,Q1,pincode,102844,600042,33
Tamil Nadu,2022,Q2,district,2509588,Chennai,33
Tamil Nadu,2022,Q2,district,2075274,Thiruvallur,33
Tamil Nadu,2022,Q2,district,1775760,Coimbatore,33
Tamil Nadu,2022,Q2,district,1704864,Chengalpattu,33
Tamil Nadu,2022,Q2,district,1220237,Kancheepuram,33
Tamil Nadu,2022,Q2,district,1070480,Tiruppur,33
Tamil Nadu,2022,Q2,district,954155,Salem,33
Tamil Nadu,2022,Q2,district,864806,Madurai,33
Tamil Nadu,2022,Q2,district,818552,Krishnagiri,33
Tamil Nadu,2022,Q2,district,725751,Tiruchirappalli,33
Tamil Nadu,2022,Q2,pincode,182250,641602,33
Tamil Nadu,2022,Q2,pincode,162465,635109,33
Tamil Nadu,2022,Q2,pincode,150085,602105,33
Tamil Nadu,2022,Q2,pincode,141741,600100,33
Tamil Nadu,2022,Q2,pincode,132473,635126,33
Tamil Nadu,2022,Q2,pincode,127333,600056,33
Tamil Nadu,2022,Q2,pincode,125101,600003,33
Tamil Nadu,2022,Q2,pincode,119247,600053,33
Tamil Nadu,2022,Q2,pincode,115418,600116,33
Tamil Nadu,2022,Q2,pincode,107903,600042,33
Tamil Nadu,2022,Q3,district,2635738,Chennai,33
Tamil Nadu,2022,Q3,district,2183990,Thiruvallur,33
Tamil Nadu,2022,Q3,district,1867655,Coimbatore,33
Tamil Nadu,2022,Q3,district,1791530,Chengalpattu,33
Tamil Nadu,2022,Q3,district,1284243,Kancheepuram,33
Tamil Nadu,2022,Q3,district,1128474,Tiruppur,33
Tamil Nadu,2022,Q3,district,1005031,Salem,33
Tamil Nadu,2022,Q3,district,910111,Madurai,33
Tamil Nadu,2022,Q3,district,862231,Krishnagiri,33
Tamil Nadu,2022,Q3,district,763327,Tiruchirappalli,33
Tamil Nadu,2022,Q3,pincode,192242,641602,33
Tamil Nadu,2022,Q3,pincode,170986,635109,33
Tamil Nadu,2022,Q3,pincode,158440,602105,33
Tamil Nadu,2022,Q3,pincode,148795,600100,33
Tamil Nadu,2022,Q3,pincode,139569,635126,33
Tamil Nadu,2022,Q3,pincode,133858,600056,33
Tamil Nadu,2022,Q3,pincode,131177,600003,33
Tamil Nadu,2022,Q3,pincode,125379,600053,33
Tamil Nadu,2022,Q3,pincode,121335,600116,33
Tamil Nadu,2022,Q3,pincode,113181,600042,33
Tamil Nadu,2022,Q4,district,2763151,Chennai,33
Tamil Nadu,2022,Q4,district,2290089,Thiruvallur,33
Tamil Nadu,2022,Q4,district,1955681,Coimbatore,33
Tamil Nadu,2022,Q4,district,1876163,Chengalpattu,33
Tamil Nadu,2022,Q4,district,1346845,Kancheepuram,33
Tamil Nadu,2022,Q4,district,1183174,Tiruppur,33
Tamil Nadu,2022,Q4,district,1052099,Salem,33
Tamil Nadu,2022,Q4,district,953739,Madurai,33
Tamil Nadu,2022,Q4,district,902906,Krishnagiri,33
Tamil Nadu,2022,Q4,district,798742,Tiruchirappalli,33
Tamil Nadu,2022,Q4,pincode,202276,641602,33
Tamil Nadu,2022,Q4,pincode,179344,635109,33
Tamil Nadu,2022,Q4,pincode,166520,602105,33
Tamil Nadu,2022,Q4,pincode,155909,600100,33
Tamil Nadu,2022,Q4,pincode,146590,635126,33
Tamil Nadu,2022,Q4,pincode,140407,600056,33
Tamil Nadu,2022,Q4,pincode,137459,600003,33
Tamil Nadu,2022,Q4,pincode,131493,600053,33
Tamil Nadu,2022,Q4,pincode,127254,600116,33
Tamil Nadu,2022,Q4,pincode,118508,600042,33
Telangana,2018,Q1,district,655175,Hyderabad,0
Telangana,2018,Q1,district,635175,Rangareddy,0
Telangana,2018,Q1,district,549429,Medchal Malkajgiri,0
Telangana,2018,Q1,district,142807,Sangareddy,0
Telangana,2018,Q1,district,133840,Warangal Urban,0
Telangana,2018,Q1,district,100028,Karimnagar,0
Telangana,2018,Q1,district,84941,Khammam,0
Telangana,2018,Q1,district,84459,Nalgonda,0
Telangana,2018,Q1,district,77516,Nizamabad,0
Telangana,2018,Q1,district,67418,Peddapalle,0
Telangana,2018,Q1,pincode,105012,500072,0
Telangana,2018,Q1,pincode,55361,505001,0
Telangana,2018,Q1,pincode,50431,500018,0
Telangana,2018,Q1,pincode,45422,500081,0
Telangana,2018,Q1,pincode,44050,500039,0
Telangana,2018,Q1,pincode,44047,500016,0
Telangana,2018,Q1,pincode,43828,500032,0
Telangana,2018,Q1,pincode,41831,500055,0
Telangana,2018,Q1,pincode,41008,502032,0
Telangana,2018,Q1,pincode,39329,500037,0
Telangana,2018,Q2,district,842483,Hyderabad,0
Telangana,2018,Q2,district,804959,Rangareddy,0
Telangana,2018,Q2,district,696211,Medchal Malkajgiri,0
Telangana,2018,Q2,district,182673,Sangareddy,0
Telangana,2018,Q2,district,171260,Warangal Urban,0
Telangana,2018,Q2,district,126122,Karimnagar,0
Telangana,2018,Q2,district,111361,Khammam,0
Telangana,2018,Q2,district,110668,Nalgonda,0
Telangana,2018,Q2,district,100652,Nizamabad,0
Telangana,2018,Q2,district,86033,Peddapalle,0
Telangana,2018,Q2,pincode,129543,500072,0
Telangana,2018,Q2,pincode,69318,505001,0
Telangana,2018,Q2,pincode,63870,500018,0
Telangana,2018,Q2,pincode,56358,500081,0
Telangana,2018,Q2,pincode,55613,500039,0
Telangana,2018,Q2,pincode,55227,500016,0
Telangana,2018,Q2,pincode,54696,500032,0
Telangana,2018,Q2,pincode,53532,500055,0
Telangana,2018,Q2,pincode,50926,502032,0
Telangana,2018,Q2,pincode,49738,500037,0
Telangana,2018,Q3,district,1024241,Hyderabad,0
Telangana,2018,Q3,district,963186,Rangareddy,0
Telangana,2018,Q3,district,828425,Medchal Malkajgiri,0
Telangana,2018,Q3,district,220802,Sangareddy,0
Telangana,2018,Q3,district,199919,Warangal Urban,0
Telangana,2018,Q3,district,148562,Karimnagar,0
Telangana,2018,Q3,district,135353,Khammam,0
Telangana,2018,Q3,district,134723,Nalgonda,0
Telangana,2018,Q3,district,120650,Nizamabad,0
Telangana,2018,Q3,district,102365,Peddapalle,0
Telangana,2018,Q3,pincode,152034,500072,0
Telangana,2018,Q3,pincode,80561,505001,0
Telangana,2018,Q3,pincode,77041,500018,0
Telangana,2018,Q3,pincode,67378,500081,0
Telangana,2018,Q3,pincode,66636,500016,0
Telangana,2018,Q3,pincode,66180,500032,0
Telangana,2018,Q3,pincode,65591,500039,0
Telangana,2018,Q3,pincode,64310,500055,0
Telangana,2018,Q3,pincode,59887,500008,0
Telangana,2018,Q3,pincode,59560,500037,0
Telangana,2018,Q4,district,1336872,Hyderabad,0
Telangana,2018,Q4,district,1217664,Rangareddy,0
Telangana,2018,Q4,district,1056739,Medchal Malkajgiri,0
Telangana,2018,Q4,district,281038,Sangareddy,0
Telangana,2018,Q4,district,249500,Warangal Urban,0
Telangana,2018,Q4,district,182600,Karimnagar,0
Telangana,2018,Q4,district,171002,Nalgonda,0
Telangana,2018,Q4,district,168485,Khammam,0
Telangana,2018,Q4,district,150190,Nizamabad,0
Telangana,2018,Q4,district,124191,Peddapalle,0
Telangana,2018,Q4,pincode,188465,500072,0
Telangana,2018,Q4,pincode,99797,500018,0
Telangana,2018,Q4,pincode,98937,505001,0
Telangana,2018,Q4,pincode,83751,500016,0
Telangana,2018,Q4,pincode,83424,500081,0
Telangana,2018,Q4,pincode,82804,500055,0
Telangana,2018,Q4,pincode,82675,500039,0
Telangana,2018,Q4,pincode,82107,500032,0
Telangana,2018,Q4,pincode,77897,500008,0
Telangana,2018,Q4,pincode,77674,500037,0
Telangana,2019,Q1,district,1638436,Hyderabad,0
Telangana,2019,Q1,district,1470874,Rangareddy,0
Telangana,2019,Q1,district,1279531,Medchal Malkajgiri,0
Telangana,2019,Q1,district,346529,Sangareddy,0
Telangana,2019,Q1,district,301881,Warangal Urban,0
Telangana,2019,Q1,district,218609,Karimnagar,0
Telangana,2019,Q1,district,211184,Nalgonda,0
Telangana,2019,Q1,district,206049,Khammam,0
Telangana,2019,Q1,district,186351,Nizamabad,0
Telangana,2019,Q1,district,152281,Siddipet,0
Telangana,2019,Q1,pincode,221180,500072,0
Telangana,2019,Q1,pincode,122206,500018,0
Telangana,2019,Q1,pincode,117965,505001,0
Telangana,2019,Q1,pincode,101115,500055,0
Telangana,2019,Q1,pincode,99557,500039,0
Telangana,2019,Q1,pincode,98286,500016,0
Telangana,2019,Q1,pincode,96365,500081,0
Telangana,2019,Q1,pincode,95864,500008,0
Telangana,2019,Q1,pincode,95389,500032,0
Telangana,2019,Q1,pincode,94815,500037,0
Telangana,2019,Q2,district,1856926,Hyderabad,0
Telangana,2019,Q2,district,1651300,Rangareddy,0
Telangana,2019,Q2,district,1428880,Medchal Malkajgiri,0
Telangana,2019,Q2,district,395371,Sangareddy,0
Telangana,2019,Q2,district,342602,Warangal Urban,0
Telangana,2019,Q2,district,246886,Karimnagar,0
Telangana,2019,Q2,district,243227,Nalgonda,0
Telangana,2019,Q2,district,239435,Khammam,0
Telangana,2019,Q2,district,217841,Nizamabad,0
Telangana,2019,Q2,district,175413,Siddipet,0
Telangana,2019,Q2,pincode,242007,500072,0
Telangana,2019,Q2,pincode,136968,500018,0
Telangana,2019,Q2,pincode,132856,505001,0
Telangana,2019,Q2,pincode,113344,500055,0
Telangana,2019,Q2,pincode,110276,500039,0
Telangana,2019,Q2,pincode,109098,500008,0
Telangana,2019,Q2,pincode,107543,500016,0
Telangana,2019,Q2,pincode,105786,500037,0
Telangana,2019,Q2,pincode,104692,500081,0
Telangana,2019,Q2,pincode,104250,500032,0
Telangana,2019,Q3,district,2071673,Hyderabad,0
Telangana,2019,Q3,district,1826019,Rangareddy,0
Telangana,2019,Q3,district,1572320,Medchal Malkajgiri,0
Telangana,2019,Q3,district,441944,Sangareddy,0
Telangana,2019,Q3,district,381730,Warangal Urban,0
Telangana,2019,Q3,district,274735,Karimnagar,0
Telangana,2019,Q3,district,274568,Nalgonda,0
Telangana,2019,Q3,district,270101,Khammam,0
Telangana,2019,Q3,district,248977,Nizamabad,0
Telangana,2019,Q3,district,196397,Siddipet,0
Telangana,2019,Q3,pincode,261019,500072,0
Telangana,2019,Q3,pincode,151140,500018,0
Telangana,2019,Q3,pincode,147716,505001,0
Telangana,2019,Q3,pincode,125011,500055,0
Telangana,2019,Q3,pincode,122840,500008,0
Telangana,2019,Q3,pincode,120841,500039,0
Telangana,2019,Q3,pincode,116709,500037,0
Telangana,2019,Q3,pincode,116204,500016,0
Telangana,2019,Q3,pincode,112642,500032,0
Telangana,2019,Q3,pincode,112128,500081,0
Telangana,2019,Q4,district,2283903,Hyderabad,0
Telangana,2019,Q4,district,2001437,Rangareddy,0
Telangana,2019,Q4,district,1714832,Medchal Malkajgiri,0
Telangana,2019,Q4,district,493353,Sangareddy,0
Telangana,2019,Q4,district,421970,Warangal Urban,0
Telangana,2019,Q4,district,312849,Nalgonda,0
Telangana,2019,Q4,district,305507,Karimnagar,0
Telangana,2019,Q4,district,304804,Khammam,0
Telangana,2019,Q4,district,284623,Nizamabad,0
Telangana,2019,Q4,district,221164,Siddipet,0
Telangana,2019,Q4,pincode,279498,500072,0
Telangana,2019,Q4,pincode,165518,500018,0
Telangana,2019,Q4,pincode,163234,505001,0
Telangana,2019,Q4,pincode,137330,500055,0
Telangana,2019,Q4,pincode,136530,500008,0
Telangana,2019,Q4,pincode,131225,500039,0
Telangana,2019,Q4,pincode,127455,500037,0
Telangana,2019,Q4,pincode,124539,500016,0
Telangana,2019,Q4,pincode,120627,500032,0
Telangana,2019,Q4,pincode,119900,502032,0
Telangana,2020,Q1,district,2483843,Hyderabad,0
Telangana,2020,Q1,district,2166829,Rangareddy,0
Telangana,2020,Q1,district,1845599,Medchal Malkajgiri,0
Telangana,2020,Q1,district,542540,Sangareddy,0
Telangana,2020,Q1,district,457591,Warangal Urban,0
Telangana,2020,Q1,district,351793,Nalgonda,0
Telangana,2020,Q1,district,340747,Khammam,0
Telangana,2020,Q1,district,334300,Karimnagar,0
Telangana,2020,Q1,district,320572,Nizamabad,0
Telangana,2020,Q1,district,245168,Siddipet,0
Telangana,2020,Q1,pincode,296003,500072,0
Telangana,2020,Q1,pincode,179037,500018,0
Telangana,2020,Q1,pincode,177789,505001,0
Telangana,2020,Q1,pincode,150197,500008,0
Telangana,2020,Q1,pincode,148821,500055,0
Telangana,2020,Q1,pincode,140426,500039,0
Telangana,2020,Q1,pincode,137674,500037,0
Telangana,2020,Q1,pincode,131969,500016,0
Telangana,2020,Q1,pincode,128750,502032,0
Telangana,2020,Q1,pincode,127812,500032,0
Telangana,2020,Q2,district,2653534,Hyderabad,0
Telangana,2020,Q2,district,2313748,Rangareddy,0
Telangana,2020,Q2,district,1963353,Medchal Malkajgiri,0
Telangana,2020,Q2,district,593360,Sangareddy,0
Telangana,2020,Q2,district,495066,Warangal Urban,0
Telangana,2020,Q2,district,393199,Nalgonda,0
Telangana,2020,Q2,district,380382,Khammam,0
Telangana,2020,Q2,district,362986,Karimnagar,0
Telangana,2020,Q2,district,362663,Nizamabad,0
Telangana,2020,Q2,district,269076,Siddipet,0
Telangana,2020,Q2,pincode,309469,500072,0
Telangana,2020,Q2,pincode,191796,505001,0
Telangana,2020,Q2,pincode,190988,500018,0
Telangana,2020,Q2,pincode,161851,500008,0
Telangana,2020,Q2,pincode,158980,500055,0
Telangana,2020,Q2,pincode,148574,500039,0
Telangana,2020,Q2,pincode,147485,500037,0
Telangana,2020,Q2,pincode,137595,502032,0
Telangana,2020,Q2,pincode,137551,500016,0
Telangana,2020,Q2,pincode,135673,506002,0
Telangana,2020,Q3,district,2875965,Hyderabad,0
Telangana,2020,Q3,district,2495699,Rangareddy,0
Telangana,2020,Q3,district,2111567,Medchal Malkajgiri,0
Telangana,2020,Q3,district,649580,Sangareddy,0
Telangana,2020,Q3,district,535485,Warangal Urban,0
Telangana,2020,Q3,district,435022,Nalgonda,0
Telangana,2020,Q3,district,421101,Khammam,0
Telangana,2020,Q3,district,405678,Nizamabad,0
Telangana,2020,Q3,district,394328,Karimnagar,0
Telangana,2020,Q3,district,297785,Bhadradri Kothagudem,0
Telangana,2020,Q3,pincode,328018,500072,0
Telangana,2020,Q3,pincode,207595,505001,0
Telangana,2020,Q3,pincode,206235,500018,0
Telangana,2020,Q3,pincode,177153,500008,0
Telangana,2020,Q3,pincode,171640,500055,0
Telangana,2020,Q3,pincode,159071,500039,0
Telangana,2020,Q3,pincode,158992,500037,0
Telangana,2020,Q3,pincode,148439,502032,0
Telangana,2020,Q3,pincode,146501,506002,0
Telangana,2020,Q3,pincode,145433,500016,0
Telangana,2020,Q4,district,3142385,Hyderabad,0
Telangana,2020,Q4,district,2704868,Rangareddy,0
Telangana,2020,Q4,district,2282695,Medchal Malkajgiri,0
Telangana,2020,Q4,district,711551,Sangareddy,0
Telangana,2020,Q4,district,579306,Warangal Urban,0
Telangana,2020,Q4,district,478409,Nalgonda,0
Telangana,2020,Q4,district,461801,Khammam,0
Telangana,2020,Q4,district,449731,Nizamabad,0
Telangana,2020,Q4,district,428019,Karimnagar,0
Telangana,2020,Q4,district,328326,Bhadradri Kothagudem,0
Telangana,2020,Q4,pincode,350832,500072,0
Telangana,2020,Q4,pincode,224585,505001,0
Telangana,2020,Q4,pincode,223960,500018,0
Telangana,2020,Q4,pincode,196413,500008,0
Telangana,2020,Q4,pincode,185974,500055,0
Telangana,2020,Q4,pincode,172249,500037,0
Telangana,2020,Q4,pincode,170938,500039,0
Telangana,2020,Q4,pincode,160918,502032,0
Telangana,2020,Q4,pincode,158383,506002,0
Telangana,2020,Q4,pincode,157587,500013,0
Telangana,2021,Q1,district,3379663,Hyderabad,0
Telangana,2021,Q1,district,2906635,Rangareddy,0
Telangana,2021,Q1,district,2450573,Medchal Malkajgiri,0
Telangana,2021,Q1,district,767476,Sangareddy,0
Telangana,2021,Q1,district,620947,Warangal Urban,0
Telangana,2021,Q1,district,517727,Nalgonda,0
Telangana,2021,Q1,district,497818,Khammam,0
Telangana,2021,Q1,district,485751,Nizamabad,0
Telangana,2021,Q1,district,459407,Karimnagar,0
Telangana,2021,Q1,district,354847,Bhadradri Kothagudem,0
Telangana,2021,Q1,pincode,375272,500072,0
Telangana,2021,Q1,pincode,240644,505001,0
Telangana,2021,Q1,pincode,240435,500018,0
Telangana,2021,Q1,pincode,211989,500008,0
Telangana,2021,Q1,pincode,200132,500055,0
Telangana,2021,Q1,pincode,185174,500037,0
Telangana,2021,Q1,pincode,183186,500039,0
Telangana,2021,Q1,pincode,172567,502032,0
Telangana,2021,Q1,pincode,169755,506002,0
Telangana,2021,Q1,pincode,169256,500013,0
Telangana,2021,Q2,district,3598337,Hyderabad,0
Telangana,2021,Q2,district,3097973,Rangareddy,0
Telangana,2021,Q2,district,2611159,Medchal Malkajgiri,0
Telangana,2021,Q2,district,820387,Sangareddy,0
Telangana,2021,Q2,district,661592,Warangal Urban,0
Telangana,2021,Q2,district,555043,Nalgonda,0
Telangana,2021,Q2,district,532589,Khammam,0
Telangana,2021,Q2,district,518801,Nizamabad,0
Telangana,2021,Q2,district,490218,Karimnagar,0
Telangana,2021,Q2,district,380059,Bhadradri Kothagudem,0
Telangana,2021,Q2,pincode,398987,500072,0
Telangana,2021,Q2,pincode,256261,505001,0
Telangana,2021,Q2,pincode,255966,500018,0
Telangana,2021,Q2,pincode,225800,500008,0
Telangana,2021,Q2,pincode,213471,500055,0
Telangana,2021,Q2,pincode,197484,500037,0
Telangana,2021,Q2,pincode,195017,500039,0
Telangana,2021,Q2,pincode,183754,502032,0
Telangana,2021,Q2,pincode,180657,506002,0
Telangana,2021,Q2,pincode,180244,500013,0
Telangana,2021,Q3,district,3839513,Hyderabad,0
Telangana,2021,Q3,district,3310906,Rangareddy,0
Telangana,2021,Q3,district,2790387,Medchal Malkajgiri,0
Telangana,2021,Q3,district,880907,Sangareddy,0
Telangana,2021,Q3,district,707591,Warangal Urban,0
Telangana,2021,Q3,district,598288,Nalgonda,0
Telangana,2021,Q3,district,572647,Khammam,0
Telangana,2021,Q3,district,556044,Nizamabad,0
Telangana,2021,Q3,district,524929,Karimnagar,0
Telangana,2021,Q3,district,409224,Bhadradri Kothagudem,0
Telangana,2021,Q3,pincode,425197,500072,0
Telangana,2021,Q3,pincode,273576,505001,0
Telangana,2021,Q3,pincode,273534,500018,0
Telangana,2021,Q3,pincode,241011,500008,0
Telangana,2021,Q3,pincode,228448,500055,0
Telangana,2021,Q3,pincode,211348,500037,0
Telangana,2021,Q3,pincode,208214,500039,0
Telangana,2021,Q3,pincode,196266,502032,0
Telangana,2021,Q3,pincode,193005,506002,0
Telangana,2021,Q3,pincode,192437,500013,0
Telangana,2021,Q4,district,4081185,Hyderabad,0
Telangana,2021,Q4,district,3523496,Rangareddy,0
Telangana,2021,Q4,district,2969740,Medchal Malkajgiri,0
Telangana,2021,Q4,district,940845,Sangareddy,0
Telangana,2021,Q4,district,753613,Warangal Urban,0
Telangana,2021,Q4,district,641044,Nalgonda,0
Telangana,2021,Q4,district,612314,Khammam,0
Telangana,2021,Q4,district,593223,Nizamabad,0
Telangana,2021,Q4,district,559456,Karimnagar,0
Telangana,2021,Q4,district,438017,Bhadradri Kothagudem,0
Telangana,2021,Q4,pincode,451595,500072,0
Telangana,2021,Q4,pincode,290965,500018,0
Telangana,2021,Q4,pincode,290945,505001,0
Telangana,2021,Q4,pincode,256260,500008,0
Telangana,2021,Q4,pincode,243565,500055,0
Telangana,2021,Q4,pincode,225355,500037,0
Telangana,2021,Q4,pincode,221494,500039,0
Telangana,2021,Q4,pincode,208820,502032,0
Telangana,2021,Q4,pincode,205418,506002,0
Telangana,2021,Q4,pincode,204597,500013,0
Telangana,2022,Q1,district,4306136,Hyderabad,0
Telangana,2022,Q1,district,3722676,Rangareddy,0
Telangana,2022,Q1,district,3138387,Medchal Malkajgiri,0
Telangana,2022,Q1,district,997988,Sangareddy,0
Telangana,2022,Q1,district,797162,Warangal Urban,0
Telangana,2022,Q1,district,681754,Nalgonda,0
Telangana,2022,Q1,district,650223,Khammam,0
Telangana,2022,Q1,district,628661,Nizamabad,0
Telangana,2022,Q1,district,592752,Karimnagar,0
Telangana,2022,Q1,district,465349,Bhadradri Kothagudem,0
Telangana,2022,Q1,pincode,476073,500072,0
Telangana,2022,Q1,pincode,307339,505001,0
Telangana,2022,Q1,pincode,307198,500018,0
Telangana,2022,Q1,pincode,270516,500008,0
Telangana,2022,Q1,pincode,257896,500055,0
Telangana,2022,Q1,pincode,238487,500037,0
Telangana,2022,Q1,pincode,233903,500039,0
Telangana,2022,Q1,pincode,220570,502032,0
Telangana,2022,Q1,pincode,217091,506002,0
Telangana,2022,Q1,pincode,215918,500013,0
Telangana,2022,Q2,district,4519625,Hyderabad,0
Telangana,2022,Q2,district,3911372,Rangareddy,0
Telangana,2022,Q2,district,3297882,Medchal Malkajgiri,0
Telangana,2022,Q2,district,1051378,Sangareddy,0
Telangana,2022,Q2,district,838533,Warangal Urban,0
Telangana,2022,Q2,district,719911,Nalgonda,0
Telangana,2022,Q2,district,685755,Khammam,0
Telangana,2022,Q2,district,662427,Nizamabad,0
Telangana,2022,Q2,district,624054,Karimnagar,0
Telangana,2022,Q2,district,491003,Bhadradri Kothagudem,0
Telangana,2022,Q2,pincode,499269,500072,0
Telangana,2022,Q2,pincode,322881,505001,0
Telangana,2022,Q2,pincode,322687,500018,0
Telangana,2022,Q2,pincode,283921,500008,0
Telangana,2022,Q2,pincode,271404,500055,0
Telangana,2022,Q2,pincode,251090,500037,0
Telangana,2022,Q2,pincode,245702,500039,0
Telangana,2022,Q2,pincode,231698,502032,0
Telangana,2022,Q2,pincode,228268,506002,0
Telangana,2022,Q2,pincode,226654,500013,0
Telangana,2022,Q3,district,4739891,Hyderabad,0
Telangana,2022,Q3,district,4105107,Rangareddy,0
Telangana,2022,Q3,district,3463208,Medchal Malkajgiri,0
Telangana,2022,Q3,district,1106571,Sangareddy,0
Telangana,2022,Q3,district,881363,Warangal Urban,0
Telangana,2022,Q3,district,758377,Nalgonda,0
Telangana,2022,Q3,district,721877,Khammam,0
Telangana,2022,Q3,district,697031,Nizamabad,0
Telangana,2022,Q3,district,656534,Karimnagar,0
Telangana,2022,Q3,district,517431,Bhadradri Kothagudem,0
Telangana,2022,Q3,pincode,523196,500072,0
Telangana,2022,Q3,pincode,339255,505001,0
Telangana,2022,Q3,pincode,338708,500018,0
Telangana,2022,Q3,pincode,297749,500008,0
Telangana,2022,Q3,pincode,285477,500055,0
Telangana,2022,Q3,pincode,264160,500037,0
Telangana,2022,Q3,pincode,257830,500039,0
Telangana,2022,Q3,pincode,243213,502032,0
Telangana,2022,Q3,pincode,239974,506002,0
Telangana,2022,Q3,pincode,237793,500013,0
Telangana,2022,Q4,district,4962214,Hyderabad,0
Telangana,2022,Q4,district,4296707,Rangareddy,0
Telangana,2022,Q4,district,3628619,Medchal Malkajgiri,0
Telangana,2022,Q4,district,1159594,Sangareddy,0
Telangana,2022,Q4,district,923715,Warangal Urban,0
Telangana,2022,Q4,district,793688,Nalgonda,0
Telangana,2022,Q4,district,755705,Khammam,0
Telangana,2022,Q4,district,729287,Nizamabad,0
Telangana,2022,Q4,district,687385,Karimnagar,0
Telangana,2022,Q4,district,542203,Bhadradri Kothagudem,0
Telangana,2022,Q4,pincode,547282,500072,0
Telangana,2022,Q4,pincode,355528,505001,0
Telangana,2022,Q4,pincode,354983,500018,0
Telangana,2022,Q4,pincode,311735,500008,0
Telangana,2022,Q4,pincode,299618,500055,0
Telangana,2022,Q4,pincode,277467,500037,0
Telangana,2022,Q4,pincode,270128,500039,0
Telangana,2022,Q4,pincode,254815,502032,0
Telangana,2022,Q4,pincode,251886,506002,0
Telangana,2022,Q4,pincode,249027,500013,0
Tripura,2018,Q1,district,27242,West Tripura,16
Tripura,2018,Q1,district,5361,South Tripura,16
Tripura,2018,Q1,district,4664,Sepahijala,16
Tripura,2018,Q1,district,4509,Gomati,16
Tripura,2018,Q1,district,4432,North Tripura,16
Tripura,2018,Q1,district,3448,Dhalai,16
Tripura,2018,Q1,district,3017,Khowai,16
Tripura,2018,Q1,district,2484,Unakoti,16
Tripura,2018,Q1,pincode,5309,799001,16
Tripura,2018,Q1,pincode,3658,799003,16
Tripura,2018,Q1,pincode,2495,799006,16
Tripura,2018,Q1,pincode,2179,799007,16
Tripura,2018,Q1,pincode,2177,799002,16
Tripura,2018,Q1,pincode,1852,799004,16
Tripura,2018,Q1,pincode,1733,799114,16
Tripura,2018,Q1,pincode,1720,799102,16
Tripura,2018,Q1,pincode,1491,799155,16
Tripura,2018,Q1,pincode,1320,799205,16
Tripura,2018,Q2,district,40345,West Tripura,16
Tripura,2018,Q2,district,8068,South Tripura,16
Tripura,2018,Q2,district,7217,Sepahijala,16
Tripura,2018,Q2,district,6973,Gomati,16
Tripura,2018,Q2,district,6702,North Tripura,16
Tripura,2018,Q2,district,5549,Dhalai,16
Tripura,2018,Q2,district,4674,Khowai,16
Tripura,2018,Q2,district,3841,Unakoti,16
Tripura,2018,Q2,pincode,7739,799001,16
Tripura,2018,Q2,pincode,5560,799003,16
Tripura,2018,Q2,pincode,3607,799006,16
Tripura,2018,Q2,pincode,3184,799002,16
Tripura,2018,Q2,pincode,3184,799007,16
Tripura,2018,Q2,pincode,2819,799004,16
Tripura,2018,Q2,pincode,2609,799114,16
Tripura,2018,Q2,pincode,2582,799102,16
Tripura,2018,Q2,pincode,2382,799155,16
Tripura,2018,Q2,pincode,2016,799205,16
Tripura,2018,Q3,district,53531,West Tripura,16
Tripura,2018,Q3,district,12286,South Tripura,16
Tripura,2018,Q3,district,10803,Sepahijala,16
Tripura,2018,Q3,district,10168,Gomati,16
Tripura,2018,Q3,district,9771,North Tripura,16
Tripura,2018,Q3,district,8039,Dhalai,16
Tripura,2018,Q3,district,6816,Khowai,16
Tripura,2018,Q3,district,5460,Unakoti,16
Tripura,2018,Q3,pincode,10116,799001,16
Tripura,2018,Q3,pincode,7364,799003,16
Tripura,2018,Q3,pincode,4766,799006,16
Tripura,2018,Q3,pincode,4214,799002,16
Tripura,2018,Q3,pincode,4058,799007,16
Tripura,2018,Q3,pincode,3959,799155,16
Tripura,2018,Q3,pincode,3792,799004,16
Tripura,2018,Q3,pincode,3730,799102,16
Tripura,2018,Q3,pincode,3713,799114,16
Tripura,2018,Q3,pincode,2889,799205,16
Tripura,2018,Q4,district,67549,West Tripura,16
Tripura,2018,Q4,district,16426,South Tripura,16
Tripura,2018,Q4,district,14973,Sepahijala,16
Tripura,2018,Q4,district,13542,Gomati,16
Tripura,2018,Q4,district,13150,North Tripura,16
Tripura,2018,Q4,district,10877,Dhalai,16
Tripura,2018,Q4,district,9488,Khowai,16
Tripura,2018,Q4,district,7260,Unakoti,16
Tripura,2018,Q4,pincode,12625,799001,16
Tripura,2018,Q4,pincode,9212,799003,16
Tripura,2018,Q4,pincode,6036,799006,16
Tripura,2018,Q4,pincode,5315,799002,16
Tripura,2018,Q4,pincode,5088,799155,16
Tripura,2018,Q4,pincode,5022,799007,16
Tripura,2018,Q4,pincode,4865,799102,16
Tripura,2018,Q4,pincode,4862,799114,16
Tripura,2018,Q4,pincode,4839,799004,16
Tripura,2018,Q4,pincode,3760,799205,16
Tripura,2019,Q1,district,79732,West Tripura,16
Tripura,2019,Q1,district,19784,South Tripura,16
Tripura,2019,Q1,district,18086,Sepahijala,16
