,State,Year,Quater,District,Transaction_count,Transaction_amount,id
2831,Dadara & Nagar Havelli,2020,Q4,Dadra And Nagar Haveli District,1178976,1683480021.6173902,26
2832,Dadara & Nagar Havelli,2021,Q1,Diu District,42608,96420384.49176356,26
2833,Dadara & Nagar Havelli,2021,Q1,Daman District,664208,1043765962.724646,26
2834,Dadara & Nagar Havelli,2021,Q1,Dadra And Nagar Haveli District,1218428,1825446563.977095,26
2835,Dadara & Nagar Havelli,2021,Q2,Diu District,41014,101909220.66644716,26
2836,Dadara & Nagar Havelli,2021,Q2,Daman District,733176,1074079574.2247202,26
2837,Dadara & Nagar Havelli,2021,Q2,Dadra And Nagar Haveli District,1350893,1981679666.527736,26
2838,Dadara & Nagar Havelli,2021,Q3,Diu District,66259,157454301.2533474,26
2839,Dadara & Nagar Havelli,2021,Q3,Daman District,1083689,1475259765.304812,26
2840,Dadara & Nagar Havelli,2021,Q3,Dadra And Nagar Haveli District,1979522,2673225036.2333474,26
2841,Dadara & Nagar Havelli,2021,Q4,Diu District,88402,206127240.56872407,26
2842,Dadara & Nagar Havelli,2021,Q4,Daman District,1417153,1895788566.3308911,26
2843,Dadara & Nagar Havelli,2021,Q4,Dadra And Nagar Haveli District,2651530,3463923579.431045,26
2844,Dadara & Nagar Havelli,2022,Q1,Diu District,94833,213403088.016084,26
2845,Dadara & Nagar Havelli,2022,Q1,Daman District,1629797,2068807150.1986508,26
2846,Dadara & Nagar Havelli,2022,Q1,Dadra And Nagar Haveli District,3078173,3954838129.047655,26
2847,Dadara & Nagar Havelli,2022,Q2,Diu District,130835,288821560.5151377,26
2848,Dadara & Nagar Havelli,2022,Q2,Daman District,1923407,2321672075.29422,26
2849,Dadara & Nagar Havelli,2022,Q2,Dadra And Nagar Haveli District,3705529,4384666145.001484,26
2850,Dadara & Nagar Havelli,2022,Q3,Diu District,148559,279739481.9642375,26
2851,Dadara & Nagar Havelli,2022,Q3,Daman District,2317701,2638822275.269265,26
2852,Dadara & Nagar Havelli,2022,Q3,Dadra And Nagar Haveli District,3999361,4602085602.265934,26
2853,Dadara & Nagar Havelli,2022,Q4,Diu District,154870,296319509.67041874,26
2854,Dadara & Nagar Havelli,2022,Q4,Daman District,2344860,2629286286.284037,26
2855,Dadara & Nagar Havelli,2022,Q4,Dadra And Nagar Haveli District,4689855,5134034950.126673,26
2856,NCT of Delhi,2018,Q1,South District,334361,597143870.4750924,7
2857,NCT of Delhi,2018,Q1,Central District,2997714,4312145216.274474,7
2858,NCT of Delhi,2018,Q1,New Delhi District,883737,1478916789.169149,7
2859,NCT of Delhi,2018,Q1,West District,545129,966855137.026748,7
2860,NCT of Delhi,2018,Q1,South West District,318199,555900155.5283471,7
2861,NCT of Delhi,2018,Q1,South East Delhi District,562694,929543692.8225484,7
2862,NCT of Delhi,2018,Q1,Shahdara District,193886,326458215.38394874,7
2863,NCT of Delhi,2018,Q1,North East District,180160,261468886.5374216,7
2864,NCT of Delhi,2018,Q1,East District,357904,594248348.383992,7
2865,NCT of Delhi,2018,Q1,North West District,387431,614242861.0675646,7
2866,NCT of Delhi,2018,Q1,North District,361539,574580634.2506722,7
2867,NCT of Delhi,2018,Q2,South District,513003,979271408.8449214,7
2868,NCT of Delhi,2018,Q2,Central District,3589206,6223466821.092629,7
2869,NCT of Delhi,2018,Q2,New Delhi District,1177251,2387389846.7443447,7
2870,NCT of Delhi,2018,Q2,West District,785457,1588935316.1264243,7
2871,NCT of Delhi,2018,Q2,South West District,440508,903268239.0851494,7
2872,NCT of Delhi,2018,Q2,South East Delhi District,767547,1466216713.987477,7
2873,NCT of Delhi,2018,Q2,Shahdara District,272663,533105673.5945449,7
2874,NCT of Delhi,2018,Q2,North East District,230049,421841650.2845914,7
2875,NCT of Delhi,2018,Q2,East District,504193,925784169.7499557,7
2876,NCT of Delhi,2018,Q2,North West District,575888,1041767876.9620268,7
2877,NCT of Delhi,2018,Q2,North District,517958,975252185.7330844,7
2878,NCT of Delhi,2018,Q3,South District,1009436,1501908121.057089,7
2879,NCT of Delhi,2018,Q3,Central District,8165361,10515884583.426523,7
2880,NCT of Delhi,2018,Q3,New Delhi District,2022950,3481996395.7022567,7
2881,NCT of Delhi,2018,Q3,West District,1402787,2408205061.402441,7
2882,NCT of Delhi,2018,Q3,South West District,789269,1374843119.5072455,7
2883,NCT of Delhi,2018,Q3,South East Delhi District,1321135,2190894940.9217963,7
2884,NCT of Delhi,2018,Q3,Shahdara District,481819,805520386.5670927,7
2885,NCT of Delhi,2018,Q3,North East District,336347,629247316.0822874,7
2886,NCT of Delhi,2018,Q3,East District,990369,1384933230.2478726,7
2887,NCT of Delhi,2018,Q3,North West District,1071877,1611349650.5127752,7
2888,NCT of Delhi,2018,Q3,North District,955698,1471064055.191176,7
2889,NCT of Delhi,2018,Q4,South District,1769675,2243831444.013054,7
2890,NCT of Delhi,2018,Q4,Central District,9373395,13878492766.290386,7
2891,NCT of Delhi,2018,Q4,New Delhi District,3230268,5091082007.824482,7
2892,NCT of Delhi,2018,Q4,West District,2678986,3650604507.6334457,7
2893,NCT of Delhi,2018,Q4,South West District,1535302,2165326033.913863,7
2894,NCT of Delhi,2018,Q4,South East Delhi District,2675009,3473400560.128728,7
2895,NCT of Delhi,2018,Q4,Shahdara District,987533,1305320182.496128,7
2896,NCT of Delhi,2018,Q4,North East District,777795,1097772210.9177313,7
2897,NCT of Delhi,2018,Q4,East District,2073615,2113753353.5608745,7
2898,NCT of Delhi,2018,Q4,North West District,2221592,2514145474.579898,7
2899,NCT of Delhi,2018,Q4,North District,1864549,2189129077.3478146,7
2900,NCT of Delhi,2019,Q1,South District,2571440,2944578121.8940973,7
2901,NCT of Delhi,2019,Q1,Central District,12885975,16258175800.83931,7
2902,NCT of Delhi,2019,Q1,New Delhi District,10000765,13939472234.96883,7
2903,NCT of Delhi,2019,Q1,West District,3962949,5022146273.196945,7
2904,NCT of Delhi,2019,Q1,South West District,2287011,2903464344.436347,7
2905,NCT of Delhi,2019,Q1,South East Delhi District,4177871,4783209115.672518,7
2906,NCT of Delhi,2019,Q1,Shahdara District,1402956,1800644587.5922666,7
2907,NCT of Delhi,2019,Q1,North East District,1085347,1482131304.9541302,7
2908,NCT of Delhi,2019,Q1,East District,3074036,2994257491.1936464,7
2909,NCT of Delhi,2019,Q1,North West District,3030848,3421611240.905769,7
2910,NCT of Delhi,2019,Q1,North District,2528129,2919441273.8433604,7
2911,NCT of Delhi,2019,Q2,South District,2809313,3393506108.057045,7
2912,NCT of Delhi,2019,Q2,Central District,8821530,12827351677.982723,7
2913,NCT of Delhi,2019,Q2,New Delhi District,23313548,36146671717.91837,7
2914,NCT of Delhi,2019,Q2,West District,4273168,5964570040.981258,7
2915,NCT of Delhi,2019,Q2,South West District,2441752,3375124289.347537,7
2916,NCT of Delhi,2019,Q2,South East Delhi District,4093477,5354348696.201298,7
2917,NCT of Delhi,2019,Q2,Shahdara District,1439856,2125041674.940278,7
2918,NCT of Delhi,2019,Q2,North East District,1142423,1754227759.3446712,7
2919,NCT of Delhi,2019,Q2,East District,3157212,3432947910.865346,7
2920,NCT of Delhi,2019,Q2,North West District,3032525,3903083209.05104,7
2921,NCT of Delhi,2019,Q2,North District,2646708,3429942978.93862,7
2922,NCT of Delhi,2019,Q3,South District,4067756,4543363283.628731,7
2923,NCT of Delhi,2019,Q3,Central District,10383905,15911065630.894386,7
2924,NCT of Delhi,2019,Q3,New Delhi District,24687138,43288057341.92169,7
2925,NCT of Delhi,2019,Q3,West District,5923192,8122173371.353606,7
2926,NCT of Delhi,2019,Q3,South West District,3392924,4564338750.415346,7
2927,NCT of Delhi,2019,Q3,South East Delhi District,5633818,7118731074.594847,7
2928,NCT of Delhi,2019,Q3,Shahdara District,1929681,2840221012.8598523,7
2929,NCT of Delhi,2019,Q3,North East District,1625617,2351726102.348302,7
2930,NCT of Delhi,2019,Q3,East District,4260289,4563965029.464273,7
2931,NCT of Delhi,2019,Q3,North West District,4036365,5327025172.802139,7
2932,NCT of Delhi,2019,Q3,North District,3597191,4566145276.173758,7
2933,NCT of Delhi,2019,Q4,South District,4672501,5360121273.421125,7
2934,NCT of Delhi,2019,Q4,Central District,13130548,21110784970.602043,7
2935,NCT of Delhi,2019,Q4,New Delhi District,29048107,54398427887.76767,7
2936,NCT of Delhi,2019,Q4,West District,6541869,9822841229.050655,7
2937,NCT of Delhi,2019,Q4,South West District,3796919,5538272503.100773,7
2938,NCT of Delhi,2019,Q4,South East Delhi District,6387755,8697135102.682936,7
2939,NCT of Delhi,2019,Q4,Shahdara District,2149197,3597910765.053079,7
2940,NCT of Delhi,2019,Q4,North East District,1871409,3047347200.361245,7
2941,NCT of Delhi,2019,Q4,East District,4787770,5518543582.019401,7
2942,NCT of Delhi,2019,Q4,North West District,4376687,6492920778.373013,7
2943,NCT of Delhi,2019,Q4,North District,3982235,5440162132.4586935,7
2944,NCT of Delhi,2020,Q1,South District,4578729,5702232003.384875,7
2945,NCT of Delhi,2020,Q1,Central District,24757650,41219414205.0607,7
2946,NCT of Delhi,2020,Q1,New Delhi District,17899322,34941263526.20206,7
2947,NCT of Delhi,2020,Q1,West District,6627571,10519670848.511332,7
2948,NCT of Delhi,2020,Q1,South West District,3956004,6031191820.22498,7
2949,NCT of Delhi,2020,Q1,South East Delhi District,6523345,9238065831.407084,7
2950,NCT of Delhi,2020,Q1,Shahdara District,2148023,3847703306.2548194,7
2951,NCT of Delhi,2020,Q1,North East District,1945559,3286317523.1033545,7
2952,NCT of Delhi,2020,Q1,East District,4783041,5861493191.072474,7
2953,NCT of Delhi,2020,Q1,North West District,4394010,7009463341.814796,7
2954,NCT of Delhi,2020,Q1,North District,4134350,5959728045.553724,7
2955,NCT of Delhi,2020,Q2,South District,3631140,4698622938.32077,7
2956,NCT of Delhi,2020,Q2,Central District,17641823,30418597739.3527,7
2957,NCT of Delhi,2020,Q2,New Delhi District,13713658,27033383045.67708,7
2958,NCT of Delhi,2020,Q2,West District,5753319,8981471481.485285,7
2959,NCT of Delhi,2020,Q2,South West District,4193591,6168338438.737106,7
2960,NCT of Delhi,2020,Q2,South East Delhi District,5215263,7084670452.703099,7
2961,NCT of Delhi,2020,Q2,Shahdara District,1925218,3324156645.786351,7
2962,NCT of Delhi,2020,Q2,North East District,2229412,3393429629.3164525,7
2963,NCT of Delhi,2020,Q2,East District,4005780,5059627017.012638,7
2964,NCT of Delhi,2020,Q2,North West District,4270005,6452332763.460186,7
2965,NCT of Delhi,2020,Q2,North District,3462809,5258808051.479293,7
2966,NCT of Delhi,2020,Q3,South District,4564631,6503381595.242459,7
2967,NCT of Delhi,2020,Q3,Central District,32203761,61527717933.93762,7
2968,NCT of Delhi,2020,Q3,New Delhi District,17268250,34516772051.491745,7
2969,NCT of Delhi,2020,Q3,West District,8231034,14963814238.681543,7
2970,NCT of Delhi,2020,Q3,South West District,5547370,8927576871.08003,7
2971,NCT of Delhi,2020,Q3,South East Delhi District,7402382,11175362187.684738,7
2972,NCT of Delhi,2020,Q3,Shahdara District,2832449,5899818228.157591,7
2973,NCT of Delhi,2020,Q3,North East District,2910048,5488227059.169052,7
2974,NCT of Delhi,2020,Q3,East District,5054670,7198767026.72743,7
2975,NCT of Delhi,2020,Q3,North West District,5785656,10454717366.918316,7
2976,NCT of Delhi,2020,Q3,North District,4691610,8507808245.570089,7
2977,NCT of Delhi,2020,Q4,South District,6797385,9578135719.35494,7
2978,NCT of Delhi,2020,Q4,Central District,32194168,61575435521.28284,7
2979,NCT of Delhi,2020,Q4,New Delhi District,19719782,37020451053.1837,7
2980,NCT of Delhi,2020,Q4,West District,12092280,22395396964.83783,7
2981,NCT of Delhi,2020,Q4,South West District,7745403,12646111042.466732,7
2982,NCT of Delhi,2020,Q4,South East Delhi District,11414146,17130268130.317047,7
2983,NCT of Delhi,2020,Q4,Shahdara District,4208254,9392225302.24066,7
2984,NCT of Delhi,2020,Q4,North East District,4156966,8639858685.613663,7
2985,NCT of Delhi,2020,Q4,East District,7410660,10725439312.082697,7
2986,NCT of Delhi,2020,Q4,North West District,8026101,14953244692.580372,7
2987,NCT of Delhi,2020,Q4,North District,6775272,12208521800.583143,7
2988,NCT of Delhi,2021,Q1,South District,7428356,10208060134.038582,7
2989,NCT of Delhi,2021,Q1,Central District,54173342,90711721159.7766,7
2990,NCT of Delhi,2021,Q1,New Delhi District,31953482,53832767509.43621,7
2991,NCT of Delhi,2021,Q1,West District,12363374,23133622270.239567,7
2992,NCT of Delhi,2021,Q1,South West District,7721739,12780255587.51034,7
2993,NCT of Delhi,2021,Q1,South East Delhi District,12287216,18449868327.686382,7
2994,NCT of Delhi,2021,Q1,Shahdara District,4235592,9595155648.306192,7
2995,NCT of Delhi,2021,Q1,North East District,4096987,8600371051.924284,7
2996,NCT of Delhi,2021,Q1,East District,7874737,11290580992.02735,7
2997,NCT of Delhi,2021,Q1,North West District,8024587,15349170514.54198,7
2998,NCT of Delhi,2021,Q1,North District,7199592,12976771848.005226,7
2999,NCT of Delhi,2021,Q2,South District,7346726,9956087387.089848,7
3000,NCT of Delhi,2021,Q2,Central District,62131856,100895875737.76093,7
3001,NCT of Delhi,2021,Q2,New Delhi District,36788618,60387138441.32027,7
3002,NCT of Delhi,2021,Q2,West District,12217454,22460950400.13157,7
3003,NCT of Delhi,2021,Q2,South West District,8208259,13456640547.363728,7
3004,NCT of Delhi,2021,Q2,South East Delhi District,11519378,17106146861.933064,7
3005,NCT of Delhi,2021,Q2,Shahdara District,4234013,9073393321.040276,7
3006,NCT of Delhi,2021,Q2,North East District,4567057,9118331386.987757,7
3007,NCT of Delhi,2021,Q2,East District,7486985,10978698462.135326,7
3008,NCT of Delhi,2021,Q2,North West District,8373397,15462806103.953075,7
3009,NCT of Delhi,2021,Q2,North District,7283521,13045029034.825657,7
3010,NCT of Delhi,2021,Q3,South District,10381321,13789719686.570162,7
3011,NCT of Delhi,2021,Q3,Central District,88849847,137311394953.58372,7
3012,NCT of Delhi,2021,Q3,New Delhi District,50089446,77874603330.18225,7
3013,NCT of Delhi,2021,Q3,West District,17186832,31879892281.09146,7
3014,NCT of Delhi,2021,Q3,South West District,10691277,17385987188.96021,7
3015,NCT of Delhi,2021,Q3,South East Delhi District,17254936,25283744433.53666,7
3016,NCT of Delhi,2021,Q3,Shahdara District,6108459,13750322170.230268,7
3017,NCT of Delhi,2021,Q3,North East District,5995497,12299024401.944893,7
3018,NCT of Delhi,2021,Q3,East District,10407086,14944795668.028805,7
3019,NCT of Delhi,2021,Q3,North West District,11436200,21133053482.335487,7
3020,NCT of Delhi,2021,Q3,North District,10359707,18205778951.817307,7
3021,NCT of Delhi,2021,Q4,South District,12510023,16942839763.77591,7
3022,NCT of Delhi,2021,Q4,Central District,111134916,177625511230.04297,7
3023,NCT of Delhi,2021,Q4,New Delhi District,61634107,99244375372.27342,7
3024,NCT of Delhi,2021,Q4,West District,20430656,39890704519.6619,7
3025,NCT of Delhi,2021,Q4,South West District,12404698,21054166955.724888,7
3026,NCT of Delhi,2021,Q4,South East Delhi District,21366628,32122243404.91709,7
3027,NCT of Delhi,2021,Q4,Shahdara District,7518346,17929102853.31345,7
3028,NCT of Delhi,2021,Q4,North East District,7502147,16623188284.11646,7
3029,NCT of Delhi,2021,Q4,East District,12092666,18447833006.757885,7
3030,NCT of Delhi,2021,Q4,North West District,13585992,26091698381.405727,7
3031,NCT of Delhi,2021,Q4,North District,12503180,22723650290.40137,7
3032,NCT of Delhi,2022,Q1,South District,13519253,17982839888.57036,7
3033,NCT of Delhi,2022,Q1,Central District,128309915,198072597274.588,7
3034,NCT of Delhi,2022,Q1,New Delhi District,71006225,110657872546.40234,7
3035,NCT of Delhi,2022,Q1,West District,22748647,43283043830.88957,7
3036,NCT of Delhi,2022,Q1,South West District,13659485,22636957994.996166,7
3037,NCT of Delhi,2022,Q1,South East Delhi District,23146633,34276252396.92598,7
3038,NCT of Delhi,2022,Q1,Shahdara District,8243067,19161154403.811974,7
3039,NCT of Delhi,2022,Q1,North East District,8357217,17814230282.345295,7
3040,NCT of Delhi,2022,Q1,East District,13032988,19771730745.94047,7
3041,NCT of Delhi,2022,Q1,North West District,14899833,28208907241.065838,7
3042,NCT of Delhi,2022,Q1,North District,14076598,25099334230.75274,7
3043,NCT of Delhi,2022,Q2,South District,17358990,21493188986.97504,7
3044,NCT of Delhi,2022,Q2,Central District,159034619,232911858055.0848,7
3045,NCT of Delhi,2022,Q2,New Delhi District,87939392,129418048270.15208,7
3046,NCT of Delhi,2022,Q2,West District,28008086,50563146986.313255,7
3047,NCT of Delhi,2022,Q2,South West District,16899542,26515960445.85206,7
3048,NCT of Delhi,2022,Q2,South East Delhi District,29302567,40564903164.264656,7
3049,NCT of Delhi,2022,Q2,Shahdara District,10060246,22195136725.33341,7
3050,NCT of Delhi,2022,Q2,North East District,9992930,20477358374.155003,7
3051,NCT of Delhi,2022,Q2,East District,16485686,23141432019.978477,7
3052,NCT of Delhi,2022,Q2,North West District,18057230,33092543802.04011,7
3053,NCT of Delhi,2022,Q2,North District,17494896,29482073628.067886,7
3054,NCT of Delhi,2022,Q3,South District,18234782,21732528705.790974,7
3055,NCT of Delhi,2022,Q3,Central District,243139962,327191972497.86694,7
3056,NCT of Delhi,2022,Q3,New Delhi District,58178476,76558260276.67705,7
3057,NCT of Delhi,2022,Q3,West District,30595250,52638495087.749954,7
3058,NCT of Delhi,2022,Q3,South West District,17276601,26324661266.56318,7
3059,NCT of Delhi,2022,Q3,South East Delhi District,30215862,40627500625.401535,7
3060,NCT of Delhi,2022,Q3,Shahdara District,10220528,21361296110.510616,7
3061,NCT of Delhi,2022,Q3,North East District,10077560,19808599331.163063,7
3062,NCT of Delhi,2022,Q3,East District,21104584,28881717613.549664,7
3063,NCT of Delhi,2022,Q3,North West District,18316480,32675014921.771603,7
3064,NCT of Delhi,2022,Q3,North District,18232076,29812600679.07141,7
3065,NCT of Delhi,2022,Q4,South District,19537728,23391855096.18752,7
3066,NCT of Delhi,2022,Q4,Central District,280960656,386107883617.5308,7
3067,NCT of Delhi,2022,Q4,New Delhi District,45094468,58157025088.38429,7
3068,NCT of Delhi,2022,Q4,West District,32293188,56453476563.182175,7
3069,NCT of Delhi,2022,Q4,South West District,18499176,28102930810.32736,7
3070,NCT of Delhi,2022,Q4,South East Delhi District,33116019,44231426531.24901,7
3071,NCT of Delhi,2022,Q4,Shahdara District,11420073,24438534174.92784,7
3072,NCT of Delhi,2022,Q4,North East District,11345971,23377796053.16697,7
3073,NCT of Delhi,2022,Q4,East District,23683133,33122093387.044395,7
3074,NCT of Delhi,2022,Q4,North West District,19859098,35599171826.28781,7
3075,NCT of Delhi,2022,Q4,North District,19393947,31932822870.2881,7
3076,Goa,2018,Q1,North Goa District,95114,187108291.98525044,30
3077,Goa,2018,Q1,South Goa District,65783,116748450.3578332,30
3078,Goa,2018,Q2,North Goa District,133429,290814882.3594384,30
3079,Goa,2018,Q2,South Goa District,96146,187788942.9991769,30
3080,Goa,2018,Q3,North Goa District,194726,421264288.453888,30
3081,Goa,2018,Q3,South Goa District,144785,291902680.78434587,30
3082,Goa,2018,Q4,North Goa District,305380,714879898.599603,30
3083,Goa,2018,Q4,South Goa District,209375,438125180.3228017,30
3084,Goa,2019,Q1,North Goa District,441807,940864352.317215,30
3085,Goa,2019,Q1,South Goa District,297005,534459044.9593618,30
3086,Goa,2019,Q2,North Goa District,470250,1020834861.8525428,30
3087,Goa,2019,Q2,South Goa District,298191,571032241.535074,30
3088,Goa,2019,Q3,North Goa District,673971,1293013307.2683113,30
3089,Goa,2019,Q3,South Goa District,418445,707353884.2285295,30
3090,Goa,2019,Q4,North Goa District,980231,1963621433.5422533,30
3091,Goa,2019,Q4,South Goa District,535041,959838914.9572154,30
3092,Goa,2020,Q1,North Goa District,1277387,2374507200.865538,30
3093,Goa,2020,Q1,South Goa District,603850,1035864031.0582263,30
3094,Goa,2020,Q2,North Goa District,883695,1294651809.391935,30
3095,Goa,2020,Q2,South Goa District,598397,888964620.6248364,30
3096,Goa,2020,Q3,North Goa District,1165122,2087621922.6831625,30
3097,Goa,2020,Q3,South Goa District,750409,1280721658.2614956,30
3098,Goa,2020,Q4,North Goa District,2504378,4712001378.742861,30
3099,Goa,2020,Q4,South Goa District,1297003,2187791368.8370767,30
3100,Goa,2021,Q1,North Goa District,3797921,7119400649.563016,30
3101,Goa,2021,Q1,South Goa District,1533628,2637842229.458396,30
3102,Goa,2021,Q2,North Goa District,3083639,5391453884.873638,30
3103,Goa,2021,Q2,South Goa District,1626496,2621399702.202361,30
3104,Goa,2021,Q3,North Goa District,4282602,7042155411.60932,30
3105,Goa,2021,Q3,South Goa District,2185161,3436270181.327051,30
3106,Goa,2021,Q4,North Goa District,7808548,13467044827.548834,30
3107,Goa,2021,Q4,South Goa District,3280211,5160212288.32082,30
3108,Goa,2022,Q1,North Goa District,8513573,14075639843.882044,30
3109,Goa,2022,Q1,South Goa District,3700525,5740805558.964066,30
3110,Goa,2022,Q2,North Goa District,9999773,16484842033.028082,30
3111,Goa,2022,Q2,South Goa District,4216281,6388195726.492123,30
3112,Goa,2022,Q3,North Goa District,8310698,13076925808.314318,30
3113,Goa,2022,Q3,South Goa District,4877989,6497339467.392014,30
3114,Goa,2022,Q4,North Goa District,11455490,17268434371.99816,30
3115,Goa,2022,Q4,South Goa District,5737184,7656551999.340998,30
3116,Gujarat,2018,Q1,Anand District,166658,181858557.8990644,24
3117,Gujarat,2018,Q1,Jamnagar District,121341,166162325.33642912,24
3118,Gujarat,2018,Q1,Devbhumi Dwarka District,30538,38615229.59304487,24
3119,Gujarat,2018,Q1,Rajkot District,219190,296803513.7880937,24
3120,Gujarat,2018,Q1,Aravallis District,55016,41323327.9014269,24
3121,Gujarat,2018,Q1,Chhotaudepur District,12962,13597431.644077772,24
3122,Gujarat,2018,Q1,Botad District,50541,30496629.09589137,24
3123,Gujarat,2018,Q1,Bharuch District,210073,249246117.1352977,24
3124,Gujarat,2018,Q1,Bhavnagar District,182948,171495425.58982483,24
3125,Gujarat,2018,Q1,Junagadh District,56897,69940293.0266568,24
3126,Gujarat,2018,Q1,Mahesana District,227748,213031001.6165129,24
3127,Gujarat,2018,Q1,The Dangs District,5441,4783138.826001479,24
3128,Gujarat,2018,Q1,Kheda District,104154,94652160.87215446,24
3129,Gujarat,2018,Q1,Surat District,983723,1346833710.5223997,24
3130,Gujarat,2018,Q1,Porbandar District,16381,28254689.482644804,24
3131,Gujarat,2018,Q1,Gandhinagar District,237393,318002413.6906459,24
3132,Gujarat,2018,Q1,Panch Mahals District,86317,65556534.78851059,24
3133,Gujarat,2018,Q1,Narmada District,13920,15120948.428387364,24
3134,Gujarat,2018,Q1,Gir Somnath District,49292,50970540.98586127,24
3135,Gujarat,2018,Q1,Valsad District,168659,191337866.46684927,24
3136,Gujarat,2018,Q1,Mahisagar District,25888,24228879.81974012,24
3137,Gujarat,2018,Q1,Sabar Kantha District,105266,88114407.80209638,24
3138,Gujarat,2018,Q1,Tapi District,29217,30555640.68796905,24
3139,Gujarat,2018,Q1,Vadodara District,387998,604645570.2100984,24
3140,Gujarat,2018,Q1,Banas Kantha District,237457,197883270.2126429,24
3141,Gujarat,2018,Q1,Amreli District,66032,75032118.59542929,24
3142,Gujarat,2018,Q1,Ahmadabad District,1436152,2153123692.1028624,24
3143,Gujarat,2018,Q1,Dohad District,39278,45587112.10032356,24
3144,Gujarat,2018,Q1,Navsari District,159975,229707588.71710333,24
3145,Gujarat,2018,Q1,Patan District,105705,81974812.41577709,24
3146,Gujarat,2018,Q1,Kachchh District,217912,316933354.7930958,24
3147,Gujarat,2018,Q1,Surendranagar District,80486,71735564.99080022,24
3148,Gujarat,2018,Q1,Morbi District,58217,70378385.89627899,24
3149,Gujarat,2018,Q2,Anand District,200941,276029311.7785317,24
3150,Gujarat,2018,Q2,Jamnagar District,157949,254032915.575365,24
3151,Gujarat,2018,Q2,Devbhumi Dwarka District,39911,60261359.43473798,24
3152,Gujarat,2018,Q2,Rajkot District,283913,465751106.6448111,24
3153,Gujarat,2018,Q2,Aravallis District,68943,79068918.37969582,24
3154,Gujarat,2018,Q2,Chhotaudepur District,18298,23911236.19560639,24
3155,Gujarat,2018,Q2,Botad District,73201,50785993.514899634,24
3156,Gujarat,2018,Q2,Bharuch District,289862,428830769.6344552,24
3157,Gujarat,2018,Q2,Bhavnagar District,253332,265850891.7435837,24
3158,Gujarat,2018,Q2,Junagadh District,71257,100127668.88866128,24
3159,Gujarat,2018,Q2,Mahesana District,286014,362586915.5795416,24
3160,Gujarat,2018,Q2,The Dangs District,7935,8648152.66921072,24
3161,Gujarat,2018,Q2,Kheda District,140355,159527232.77717692,24
3162,Gujarat,2018,Q2,Surat District,1310963,2189526110.381512,24
3163,Gujarat,2018,Q2,Porbandar District,23157,41711067.45966727,24
3164,Gujarat,2018,Q2,Gandhinagar District,315542,522133969.7111994,24
3165,Gujarat,2018,Q2,Panch Mahals District,98663,109582248.60360782,24
3166,Gujarat,2018,Q2,Narmada District,22076,27318715.13639736,24
3167,Gujarat,2018,Q2,Gir Somnath District,62910,88369182.13478208,24
3168,Gujarat,2018,Q2,Valsad District,233931,330877194.1001264,24
3169,Gujarat,2018,Q2,Mahisagar District,36682,51572265.8950537,24
3170,Gujarat,2018,Q2,Sabar Kantha District,129122,166288136.40124303,24
3171,Gujarat,2018,Q2,Tapi District,40069,49495860.35338447,24
3172,Gujarat,2018,Q2,Vadodara District,528893,975136493.2075568,24
3173,Gujarat,2018,Q2,Banas Kantha District,307928,362168353.1498716,24
3174,Gujarat,2018,Q2,Amreli District,82377,115377054.70731172,24
3175,Gujarat,2018,Q2,Ahmadabad District,1809774,3307127930.439745,24
3176,Gujarat,2018,Q2,Dohad District,47285,75876261.77400178,24
3177,Gujarat,2018,Q2,Navsari District,200818,335776476.8000446,24
3178,Gujarat,2018,Q2,Patan District,135797,146904618.1339515,24
3179,Gujarat,2018,Q2,Kachchh District,287874,494142161.98879945,24
3180,Gujarat,2018,Q2,Surendranagar District,102043,123903699.15787672,24
3181,Gujarat,2018,Q2,Morbi District,77918,113984499.28873284,24
3182,Gujarat,2018,Q3,Anand District,323633,429055975.5714092,24
3183,Gujarat,2018,Q3,Jamnagar District,205815,332432425.1878123,24
3184,Gujarat,2018,Q3,Devbhumi Dwarka District,52981,93593822.44966702,24
3185,Gujarat,2018,Q3,Rajkot District,402342,650585707.9949487,24
3186,Gujarat,2018,Q3,Aravallis District,104593,116101548.31975947,24
3187,Gujarat,2018,Q3,Chhotaudepur District,24361,36129430.11672479,24
3188,Gujarat,2018,Q3,Botad District,144375,102025353.5677173,24
3189,Gujarat,2018,Q3,Bharuch District,480222,695864170.869137,24
3190,Gujarat,2018,Q3,Bhavnagar District,374470,397576856.46584713,24
3191,Gujarat,2018,Q3,Junagadh District,81925,122475986.0396744,24
3192,Gujarat,2018,Q3,Mahesana District,464894,561504997.461841,24
3193,Gujarat,2018,Q3,The Dangs District,10218,9424631.491985489,24
3194,Gujarat,2018,Q3,Kheda District,206410,246457729.21617603,24
3195,Gujarat,2018,Q3,Surat District,1899586,3203734473.971199,24
3196,Gujarat,2018,Q3,Porbandar District,30518,57638931.54277685,24
3197,Gujarat,2018,Q3,Gandhinagar District,479518,791502891.3922588,24
3198,Gujarat,2018,Q3,Panch Mahals District,126887,163521220.9212614,24
3199,Gujarat,2018,Q3,Narmada District,30132,40376011.08215976,24
3200,Gujarat,2018,Q3,Gir Somnath District,122507,129249889.99994646,24
3201,Gujarat,2018,Q3,Valsad District,342131,511548024.0492444,24
3202,Gujarat,2018,Q3,Mahisagar District,36935,54644809.42282812,24
3203,Gujarat,2018,Q3,Sabar Kantha District,159109,231377990.30344963,24
