,State,Year,Quater,District,Transaction_count,Transaction_amount,id
7500,Maharashtra,2019,Q1,Jalgaon District,1166142,1704195097.8185358,27
7501,Maharashtra,2019,Q1,Latur District,814951,1277230492.0647025,27
7502,Maharashtra,2019,Q1,Thane District,6590587,10262365751.639568,27
7503,Maharashtra,2019,Q1,Bhandara District,328528,426999029.54591537,27
7504,Maharashtra,2019,Q1,Nandurbar District,206076,349111023.6670804,27
7505,Maharashtra,2019,Q1,Chandrapur District,509133,720273330.3126861,27
7506,Maharashtra,2019,Q1,Kolhapur District,1373093,1733326289.846639,27
7507,Maharashtra,2019,Q1,Solapur District,1711532,2915291684.2363386,27
7508,Maharashtra,2019,Q1,Mumbai District,8672352,14116666928.151258,27
7509,Maharashtra,2019,Q1,Sindhudurg District,159703,216638644.27818528,27
7510,Maharashtra,2019,Q1,Dhule District,481989,778664915.1311553,27
7511,Maharashtra,2019,Q1,Wardha District,406198,519500777.51880926,27
7512,Maharashtra,2019,Q1,Parbhani District,406124,607842380.3296355,27
7513,Maharashtra,2019,Q1,Mumbai Suburban District,6743762,10706972932.399763,27
7514,Maharashtra,2019,Q1,Hingoli District,223427,321855147.6451644,27
7515,Maharashtra,2019,Q1,Ratnagiri District,258764,398004227.60984457,27
7516,Maharashtra,2019,Q1,Nanded District,817852,1239777865.9544663,27
7517,Maharashtra,2019,Q1,Osmanabad District,465021,808510690.94927,27
7518,Maharashtra,2019,Q1,Nagpur District,3417783,4445200035.812227,27
7519,Maharashtra,2019,Q1,Buldhana District,749376,1115611509.3097343,27
7520,Maharashtra,2019,Q1,Nashik District,2967544,4544409151.206467,27
7521,Maharashtra,2019,Q1,Akola District,401169,573192717.506301,27
7522,Maharashtra,2019,Q1,Yavatmal District,423865,637806093.7729484,27
7523,Maharashtra,2019,Q1,Aurangabad District,2792378,3834151759.410431,27
7524,Maharashtra,2019,Q1,Amravati District,891044,1160772454.2197258,27
7525,Maharashtra,2019,Q1,Washim District,223071,316764165.2418689,27
7526,Maharashtra,2019,Q1,Sangli District,817265,1229806747.846142,27
7527,Maharashtra,2019,Q1,Gadchiroli District,188507,295257579.6120825,27
7528,Maharashtra,2019,Q1,Raigad District,1659791,2711861730.937457,27
7529,Maharashtra,2019,Q1,Palghar District,1719894,2564696463.010165,27
7530,Maharashtra,2019,Q1,Jalna District,540378,829777003.2250216,27
7531,Maharashtra,2019,Q1,Gondia District,318147,451807951.9655386,27
7532,Maharashtra,2019,Q1,Ahmednagar District,1729326,2957722310.1799498,27
7533,Maharashtra,2019,Q1,Pune District,23360634,32233517413.82532,27
7534,Maharashtra,2019,Q1,Beed District,559625,961104354.072164,27
7535,Maharashtra,2019,Q1,Satara District,984038,1454004270.0928822,27
7536,Maharashtra,2019,Q2,Jalgaon District,1123667,1987153740.4139464,27
7537,Maharashtra,2019,Q2,Latur District,821241,1532318207.0064433,27
7538,Maharashtra,2019,Q2,Thane District,7530876,12313829091.41301,27
7539,Maharashtra,2019,Q2,Bhandara District,329931,508608915.2849112,27
7540,Maharashtra,2019,Q2,Nandurbar District,204845,406262640.2077752,27
7541,Maharashtra,2019,Q2,Chandrapur District,505590,843953477.6624484,27
7542,Maharashtra,2019,Q2,Kolhapur District,1253641,1952877334.6990683,27
7543,Maharashtra,2019,Q2,Solapur District,1820589,3474067537.180213,27
7544,Maharashtra,2019,Q2,Mumbai District,9050682,16756255698.406096,27
7545,Maharashtra,2019,Q2,Sindhudurg District,168005,267975447.90514663,27
7546,Maharashtra,2019,Q2,Dhule District,484195,925482256.6605688,27
7547,Maharashtra,2019,Q2,Wardha District,403626,641914714.7828441,27
7548,Maharashtra,2019,Q2,Parbhani District,410613,732188553.3655661,27
7549,Maharashtra,2019,Q2,Mumbai Suburban District,7064507,11847987142.696594,27
7550,Maharashtra,2019,Q2,Hingoli District,217343,370793561.1367861,27
7551,Maharashtra,2019,Q2,Ratnagiri District,278354,455259892.7583656,27
7552,Maharashtra,2019,Q2,Nanded District,808316,1504083842.9634428,27
7553,Maharashtra,2019,Q2,Osmanabad District,514655,1079435439.4360783,27
7554,Maharashtra,2019,Q2,Nagpur District,4188658,6025414879.616595,27
7555,Maharashtra,2019,Q2,Buldhana District,741166,1389178177.2008069,27
7556,Maharashtra,2019,Q2,Nashik District,3923883,5791332953.556848,27
7557,Maharashtra,2019,Q2,Akola District,400952,683190889.8721962,27
7558,Maharashtra,2019,Q2,Yavatmal District,438803,763726559.9440769,27
7559,Maharashtra,2019,Q2,Aurangabad District,3396197,4796542321.512946,27
7560,Maharashtra,2019,Q2,Amravati District,1157518,1571775687.356346,27
7561,Maharashtra,2019,Q2,Washim District,226637,401545837.8404983,27
7562,Maharashtra,2019,Q2,Sangli District,802674,1395547881.0637069,27
7563,Maharashtra,2019,Q2,Gadchiroli District,208387,376010286.6818652,27
7564,Maharashtra,2019,Q2,Raigad District,1818926,3167985278.49838,27
7565,Maharashtra,2019,Q2,Palghar District,1781149,2904323069.2694864,27
7566,Maharashtra,2019,Q2,Jalna District,531441,959504219.5128636,27
7567,Maharashtra,2019,Q2,Gondia District,302812,516246159.6392725,27
7568,Maharashtra,2019,Q2,Ahmednagar District,1790440,3545962730.754202,27
7569,Maharashtra,2019,Q2,Pune District,44795652,58398808592.1738,27
7570,Maharashtra,2019,Q2,Beed District,608584,1267243984.0506415,27
7571,Maharashtra,2019,Q2,Satara District,1045298,1739683085.5318732,27
7572,Maharashtra,2019,Q3,Jalgaon District,1539403,2407096455.998979,27
7573,Maharashtra,2019,Q3,Latur District,1113069,1822300594.3337283,27
7574,Maharashtra,2019,Q3,Thane District,11231012,16108408586.919155,27
7575,Maharashtra,2019,Q3,Bhandara District,431793,595245230.2846107,27
7576,Maharashtra,2019,Q3,Nandurbar District,277232,483568002.77195525,27
7577,Maharashtra,2019,Q3,Chandrapur District,687068,988514700.4318708,27
7578,Maharashtra,2019,Q3,Kolhapur District,1767210,2378707449.775131,27
7579,Maharashtra,2019,Q3,Solapur District,2841225,4598818500.230581,27
7580,Maharashtra,2019,Q3,Mumbai District,10401047,19947302478.27293,27
7581,Maharashtra,2019,Q3,Sindhudurg District,211699,286914091.67686176,27
7582,Maharashtra,2019,Q3,Dhule District,653540,1121757551.439638,27
7583,Maharashtra,2019,Q3,Wardha District,537284,750934405.0869465,27
7584,Maharashtra,2019,Q3,Parbhani District,568673,915373769.8147234,27
7585,Maharashtra,2019,Q3,Mumbai Suburban District,10319061,15257508401.083763,27
7586,Maharashtra,2019,Q3,Hingoli District,299371,468030814.6412908,27
7587,Maharashtra,2019,Q3,Ratnagiri District,366958,511184959.7325049,27
7588,Maharashtra,2019,Q3,Nanded District,1095647,1849133738.7942169,27
7589,Maharashtra,2019,Q3,Osmanabad District,719297,1287888230.2909613,27
7590,Maharashtra,2019,Q3,Nagpur District,6165553,7727440587.360599,27
7591,Maharashtra,2019,Q3,Buldhana District,960929,1646026619.5970416,27
7592,Maharashtra,2019,Q3,Nashik District,7028066,8460253081.126099,27
7593,Maharashtra,2019,Q3,Akola District,545110,804373588.7548958,27
7594,Maharashtra,2019,Q3,Yavatmal District,597079,910273809.868944,27
7595,Maharashtra,2019,Q3,Aurangabad District,5823390,6977918217.050415,27
7596,Maharashtra,2019,Q3,Amravati District,1801245,2115345246.2347877,27
7597,Maharashtra,2019,Q3,Washim District,302180,468356873.8423509,27
7598,Maharashtra,2019,Q3,Sangli District,1106146,1679396554.4795327,27
7599,Maharashtra,2019,Q3,Gadchiroli District,278888,454327510.01170886,27
7600,Maharashtra,2019,Q3,Raigad District,2748252,4158566617.378741,27
7601,Maharashtra,2019,Q3,Palghar District,2699901,3821592289.579644,27
7602,Maharashtra,2019,Q3,Jalna District,855316,1308056579.4848018,27
7603,Maharashtra,2019,Q3,Gondia District,397041,622169383.2018278,27
7604,Maharashtra,2019,Q3,Ahmednagar District,2826165,4766032718.090915,27
7605,Maharashtra,2019,Q3,Pune District,67093416,78128868958.397,27
7606,Maharashtra,2019,Q3,Beed District,855427,1592813356.4192543,27
7607,Maharashtra,2019,Q3,Satara District,1590888,2197006792.497435,27
7608,Maharashtra,2019,Q4,Jalgaon District,2235555,3522575733.969164,27
7609,Maharashtra,2019,Q4,Latur District,1574163,2684939406.6432924,27
7610,Maharashtra,2019,Q4,Thane District,13830713,20280076921.035427,27
7611,Maharashtra,2019,Q4,Bhandara District,556898,805259870.3223202,27
7612,Maharashtra,2019,Q4,Nandurbar District,384764,683745126.3967273,27
7613,Maharashtra,2019,Q4,Chandrapur District,909203,1375587784.4403105,27
7614,Maharashtra,2019,Q4,Kolhapur District,2441776,3475989478.114953,27
7615,Maharashtra,2019,Q4,Solapur District,3759589,6462184396.413737,27
7616,Maharashtra,2019,Q4,Mumbai District,14329105,29174555412.502365,27
7617,Maharashtra,2019,Q4,Sindhudurg District,254829,370375053.0404189,27
7618,Maharashtra,2019,Q4,Dhule District,960516,1668923516.7419007,27
7619,Maharashtra,2019,Q4,Wardha District,660720,983370585.2997658,27
7620,Maharashtra,2019,Q4,Parbhani District,798141,1325863293.0764506,27
7621,Maharashtra,2019,Q4,Mumbai Suburban District,12837253,20156220719.157547,27
7622,Maharashtra,2019,Q4,Hingoli District,400633,652664241.1906353,27
7623,Maharashtra,2019,Q4,Ratnagiri District,446975,659536071.5299144,27
7624,Maharashtra,2019,Q4,Nanded District,1570164,2661286483.782838,27
7625,Maharashtra,2019,Q4,Osmanabad District,1031345,1878342242.4175327,27
7626,Maharashtra,2019,Q4,Nagpur District,8223885,10735621488.951063,27
7627,Maharashtra,2019,Q4,Buldhana District,1362337,2461875481.2815948,27
7628,Maharashtra,2019,Q4,Nashik District,10054198,12613474576.88743,27
7629,Maharashtra,2019,Q4,Akola District,790624,1176167689.9178164,27
7630,Maharashtra,2019,Q4,Yavatmal District,814563,1288427242.8575473,27
7631,Maharashtra,2019,Q4,Aurangabad District,8161133,10014948231.036003,27
7632,Maharashtra,2019,Q4,Amravati District,2436587,3104891522.492619,27
7633,Maharashtra,2019,Q4,Washim District,485744,824112268.4689127,27
7634,Maharashtra,2019,Q4,Sangli District,1588563,2481750506.8464704,27
7635,Maharashtra,2019,Q4,Gadchiroli District,351716,594431236.2992276,27
7636,Maharashtra,2019,Q4,Raigad District,3562595,5355626917.650449,27
7637,Maharashtra,2019,Q4,Palghar District,3271051,4907450613.265228,27
7638,Maharashtra,2019,Q4,Jalna District,1196313,1920892462.687704,27
7639,Maharashtra,2019,Q4,Gondia District,514670,826397018.9859416,27
7640,Maharashtra,2019,Q4,Ahmednagar District,4236391,7088367322.63547,27
7641,Maharashtra,2019,Q4,Pune District,91666565,103270644868.1607,27
7642,Maharashtra,2019,Q4,Beed District,1213228,2276197458.918973,27
7643,Maharashtra,2019,Q4,Satara District,2348115,3231655556.129589,27
7644,Maharashtra,2020,Q1,Jalgaon District,2925407,4531030323.571831,27
7645,Maharashtra,2020,Q1,Latur District,2119578,3427202030.1985974,27
7646,Maharashtra,2020,Q1,Thane District,15699451,22551048276.307404,27
7647,Maharashtra,2020,Q1,Bhandara District,687372,1008982164.753688,27
7648,Maharashtra,2020,Q1,Nandurbar District,509151,911013926.00638,27
7649,Maharashtra,2020,Q1,Chandrapur District,1186408,1689623389.538936,27
7650,Maharashtra,2020,Q1,Kolhapur District,3119430,4306037466.56257,27
7651,Maharashtra,2020,Q1,Solapur District,4939298,8556069047.344244,27
7652,Maharashtra,2020,Q1,Mumbai District,4716907,8325816941.590815,27
7653,Maharashtra,2020,Q1,Sindhudurg District,322511,452020116.20096815,27
7654,Maharashtra,2020,Q1,Dhule District,1264091,2087577880.1260333,27
7655,Maharashtra,2020,Q1,Wardha District,806699,1183933213.2697446,27
7656,Maharashtra,2020,Q1,Parbhani District,1045807,1692841975.4158022,27
7657,Maharashtra,2020,Q1,Mumbai Suburban District,23598054,40462122569.6479,27
7658,Maharashtra,2020,Q1,Hingoli District,519908,822174351.2362058,27
7659,Maharashtra,2020,Q1,Ratnagiri District,588589,815643605.7506857,27
7660,Maharashtra,2020,Q1,Nanded District,2043375,3378753900.7060986,27
7661,Maharashtra,2020,Q1,Osmanabad District,1418537,2444615225.090246,27
7662,Maharashtra,2020,Q1,Nagpur District,10765004,15125508374.006687,27
7663,Maharashtra,2020,Q1,Buldhana District,1755077,3173978679.5048704,27
7664,Maharashtra,2020,Q1,Nashik District,12019521,15505749977.367249,27
7665,Maharashtra,2020,Q1,Akola District,964703,1401166452.6958332,27
7666,Maharashtra,2020,Q1,Yavatmal District,1062147,1665121778.7888567,27
7667,Maharashtra,2020,Q1,Aurangabad District,9438690,11942430956.817465,27
7668,Maharashtra,2020,Q1,Amravati District,2854580,3698477117.9680448,27
7669,Maharashtra,2020,Q1,Washim District,2080496,4501861141.423245,27
7670,Maharashtra,2020,Q1,Sangli District,2093409,3269991688.1702304,27
7671,Maharashtra,2020,Q1,Gadchiroli District,414941,675029110.1633042,27
7672,Maharashtra,2020,Q1,Raigad District,4244606,6091061427.355885,27
7673,Maharashtra,2020,Q1,Palghar District,3821386,5554757052.338003,27
7674,Maharashtra,2020,Q1,Jalna District,1554254,2488830260.000312,27
7675,Maharashtra,2020,Q1,Gondia District,617809,1016032314.1831487,27
7676,Maharashtra,2020,Q1,Ahmednagar District,5518308,9057699649.519629,27
7677,Maharashtra,2020,Q1,Pune District,107497963,119146177775.3236,27
7678,Maharashtra,2020,Q1,Beed District,1616755,2914670396.431482,27
7679,Maharashtra,2020,Q1,Satara District,3113859,4120146162.712983,27
7680,Maharashtra,2020,Q2,Jalgaon District,3727977,6134997055.559946,27
7681,Maharashtra,2020,Q2,Latur District,2772910,4472025609.504336,27
7682,Maharashtra,2020,Q2,Thane District,12230364,18163626280.67061,27
7683,Maharashtra,2020,Q2,Bhandara District,890538,1370441356.1968591,27
7684,Maharashtra,2020,Q2,Nandurbar District,766368,1344237632.91197,27
7685,Maharashtra,2020,Q2,Chandrapur District,1514383,2085827481.1941328,27
7686,Maharashtra,2020,Q2,Kolhapur District,3390905,4716100903.754046,27
7687,Maharashtra,2020,Q2,Solapur District,6271738,11057370637.17814,27
7688,Maharashtra,2020,Q2,Mumbai District,2837817,4795823345.489866,27
7689,Maharashtra,2020,Q2,Sindhudurg District,452629,550426816.3519356,27
7690,Maharashtra,2020,Q2,Dhule District,1706807,2865405294.685203,27
7691,Maharashtra,2020,Q2,Wardha District,968066,1416490440.0702643,27
7692,Maharashtra,2020,Q2,Parbhani District,1460967,2399924431.431336,27
7693,Maharashtra,2020,Q2,Mumbai Suburban District,14673823,26603760478.450813,27
7694,Maharashtra,2020,Q2,Hingoli District,775498,1223636878.0366883,27
7695,Maharashtra,2020,Q2,Ratnagiri District,834955,1029151098.1060636,27
7696,Maharashtra,2020,Q2,Nanded District,2592680,4677507608.453169,27
7697,Maharashtra,2020,Q2,Osmanabad District,2058303,3600377012.927793,27
7698,Maharashtra,2020,Q2,Nagpur District,8581175,13518590358.37893,27
7699,Maharashtra,2020,Q2,Buldhana District,2419215,4723655180.111789,27
7700,Maharashtra,2020,Q2,Nashik District,11893531,17207891612.65169,27
7701,Maharashtra,2020,Q2,Akola District,1207755,1812714456.7764344,27
7702,Maharashtra,2020,Q2,Yavatmal District,1483416,2245522554.4020457,27
7703,Maharashtra,2020,Q2,Aurangabad District,7820545,11549930061.996231,27
7704,Maharashtra,2020,Q2,Amravati District,2868272,4203630855.781695,27
7705,Maharashtra,2020,Q2,Washim District,2533987,6099370009.250559,27
7706,Maharashtra,2020,Q2,Sangli District,2593679,4046325761.648611,27
7707,Maharashtra,2020,Q2,Gadchiroli District,574657,908122753.1200151,27
7708,Maharashtra,2020,Q2,Raigad District,4056198,5669347658.182283,27
7709,Maharashtra,2020,Q2,Palghar District,4237438,5239353069.683626,27
7710,Maharashtra,2020,Q2,Jalna District,2008102,3307905950.218322,27
7711,Maharashtra,2020,Q2,Gondia District,805107,1384067598.312616,27
7712,Maharashtra,2020,Q2,Ahmednagar District,6617740,11240715303.18826,27
7713,Maharashtra,2020,Q2,Pune District,58840981,94890914730.75932,27
7714,Maharashtra,2020,Q2,Beed District,2593890,4724429309.854979,27
7715,Maharashtra,2020,Q2,Satara District,3728345,5079899574.13271,27
7716,Maharashtra,2020,Q3,Jalgaon District,4687954,8431535730.816359,27
7717,Maharashtra,2020,Q3,Latur District,3309492,5748283428.37841,27
7718,Maharashtra,2020,Q3,Thane District,16568232,26708998225.097706,27
7719,Maharashtra,2020,Q3,Bhandara District,1083453,1852362108.5443687,27
7720,Maharashtra,2020,Q3,Nandurbar District,910384,1720959142.794833,27
7721,Maharashtra,2020,Q3,Chandrapur District,1910883,2886484302.6107407,27
7722,Maharashtra,2020,Q3,Kolhapur District,4272945,6608568950.738272,27
7723,Maharashtra,2020,Q3,Solapur District,8375851,16121372736.652994,27
7724,Maharashtra,2020,Q3,Mumbai District,3740959,6984270360.019845,27
7725,Maharashtra,2020,Q3,Sindhudurg District,521528,720890129.6463914,27
7726,Maharashtra,2020,Q3,Dhule District,2146455,4076865156.390772,27
7727,Maharashtra,2020,Q3,Wardha District,1171546,1930521487.6155035,27
7728,Maharashtra,2020,Q3,Parbhani District,1886141,3647572014.927022,27
7729,Maharashtra,2020,Q3,Mumbai Suburban District,20687558,38421032377.84478,27
7730,Maharashtra,2020,Q3,Hingoli District,921760,1713781075.7712855,27
7731,Maharashtra,2020,Q3,Ratnagiri District,945643,1333106781.035859,27
7732,Maharashtra,2020,Q3,Nanded District,3194923,6348462429.110924,27
7733,Maharashtra,2020,Q3,Osmanabad District,2489096,4682189937.23473,27
7734,Maharashtra,2020,Q3,Nagpur District,11746960,18854510864.94963,27
7735,Maharashtra,2020,Q3,Buldhana District,2928610,6020031152.408256,27
7736,Maharashtra,2020,Q3,Nashik District,17587671,26675908700.898186,27
7737,Maharashtra,2020,Q3,Akola District,1518861,2574200192.6792965,27
7738,Maharashtra,2020,Q3,Yavatmal District,1743407,3032251175.851321,27
7739,Maharashtra,2020,Q3,Aurangabad District,12231686,19033463159.354687,27
7740,Maharashtra,2020,Q3,Amravati District,3774174,6075582865.198356,27
7741,Maharashtra,2020,Q3,Washim District,2135042,4973062170.693851,27
7742,Maharashtra,2020,Q3,Sangli District,3148369,5477370561.148356,27
7743,Maharashtra,2020,Q3,Gadchiroli District,678774,1203705611.4544067,27
7744,Maharashtra,2020,Q3,Raigad District,5427408,8380993717.388744,27
7745,Maharashtra,2020,Q3,Palghar District,5046305,7298216466.360155,27
7746,Maharashtra,2020,Q3,Jalna District,2539902,4610124935.89871,27
7747,Maharashtra,2020,Q3,Gondia District,927925,1784236182.421629,27
7748,Maharashtra,2020,Q3,Ahmednagar District,8883332,16593214276.595514,27
7749,Maharashtra,2020,Q3,Pune District,101472134,154366363808.0403,27
7750,Maharashtra,2020,Q3,Beed District,3118322,6611620805.641609,27
7751,Maharashtra,2020,Q3,Satara District,4577239,6804965990.224463,27
7752,Maharashtra,2020,Q4,Jalgaon District,6985861,12494067001.692066,27
7753,Maharashtra,2020,Q4,Latur District,5323018,9526451376.752085,27
7754,Maharashtra,2020,Q4,Thane District,30073494,43911916102.087776,27
7755,Maharashtra,2020,Q4,Bhandara District,1557214,2686273675.0661483,27
7756,Maharashtra,2020,Q4,Nandurbar District,1339578,2517220918.8553166,27
7757,Maharashtra,2020,Q4,Chandrapur District,2924775,4626249365.961412,27
7758,Maharashtra,2020,Q4,Kolhapur District,6953772,10786069175.176712,27
7759,Maharashtra,2020,Q4,Solapur District,12746918,24047679847.907963,27
7760,Maharashtra,2020,Q4,Mumbai District,7347827,13445000527.76939,27
7761,Maharashtra,2020,Q4,Sindhudurg District,704068,1074666905.9848752,27
7762,Maharashtra,2020,Q4,Dhule District,3259845,6104788321.365406,27
7763,Maharashtra,2020,Q4,Wardha District,1765818,2809665509.7208304,27
7764,Maharashtra,2020,Q4,Parbhani District,2927074,5384672051.2516165,27
7765,Maharashtra,2020,Q4,Mumbai Suburban District,31947471,52567087497.07483,27
7766,Maharashtra,2020,Q4,Hingoli District,1323826,2457013063.704149,27
7767,Maharashtra,2020,Q4,Ratnagiri District,1239737,1918661281.470666,27
7768,Maharashtra,2020,Q4,Nanded District,4944241,10129280636.851904,27
7769,Maharashtra,2020,Q4,Osmanabad District,3700883,7067137735.692784,27
7770,Maharashtra,2020,Q4,Nagpur District,17881031,27734234062.40806,27
7771,Maharashtra,2020,Q4,Buldhana District,4315634,8694631794.55773,27
7772,Maharashtra,2020,Q4,Nashik District,25886584,38876096829.7729,27
7773,Maharashtra,2020,Q4,Akola District,2321592,3994626251.8553295,27
7774,Maharashtra,2020,Q4,Yavatmal District,2582434,4650557075.489644,27
7775,Maharashtra,2020,Q4,Aurangabad District,19001745,27681773653.44072,27
7776,Maharashtra,2020,Q4,Amravati District,5645786,9549659612.368576,27
7777,Maharashtra,2020,Q4,Washim District,5782133,13400145744.069927,27
7778,Maharashtra,2020,Q4,Sangli District,4990427,8677291713.203817,27
7779,Maharashtra,2020,Q4,Gadchiroli District,953205,1842068911.886773,27
7780,Maharashtra,2020,Q4,Raigad District,9634903,13939207766.945724,27
7781,Maharashtra,2020,Q4,Palghar District,8070045,11789420098.04334,27
7782,Maharashtra,2020,Q4,Jalna District,3740553,6701628487.028286,27
7783,Maharashtra,2020,Q4,Gondia District,1312868,2564702116.110256,27
7784,Maharashtra,2020,Q4,Ahmednagar District,13929256,25560818870.6825,27
7785,Maharashtra,2020,Q4,Pune District,142350762,182511549425.1432,27
7786,Maharashtra,2020,Q4,Beed District,4622657,9549129679.112583,27
7787,Maharashtra,2020,Q4,Satara District,7533969,10884087745.800198,27
7788,Maharashtra,2021,Q1,Jalgaon District,7125707,13436630175.753107,27
7789,Maharashtra,2021,Q1,Latur District,5760464,10272773258.588238,27
7790,Maharashtra,2021,Q1,Thane District,33503449,48840960311.87904,27
7791,Maharashtra,2021,Q1,Bhandara District,1564520,2913849252.913053,27
7792,Maharashtra,2021,Q1,Nandurbar District,1383515,2901763348.7850657,27
7793,Maharashtra,2021,Q1,Chandrapur District,3151866,5069729588.572804,27
7794,Maharashtra,2021,Q1,Kolhapur District,7652720,11901398334.29837,27
7795,Maharashtra,2021,Q1,Solapur District,13720797,26445846333.97523,27
7796,Maharashtra,2021,Q1,Mumbai District,8188922,15047988751.590004,27
7797,Maharashtra,2021,Q1,Sindhudurg District,687743,1257865634.0263405,27
7798,Maharashtra,2021,Q1,Dhule District,3403609,6669525561.754,27
7799,Maharashtra,2021,Q1,Wardha District,1840914,3127038656.9324656,27
7800,Maharashtra,2021,Q1,Parbhani District,3263936,6070517241.173687,27
7801,Maharashtra,2021,Q1,Mumbai Suburban District,49079788,75911506798.24136,27
7802,Maharashtra,2021,Q1,Hingoli District,1278417,2500851214.1490774,27
7803,Maharashtra,2021,Q1,Ratnagiri District,1238194,2129551543.4130132,27
7804,Maharashtra,2021,Q1,Nanded District,5176083,10853543031.67955,27
7805,Maharashtra,2021,Q1,Osmanabad District,3859502,7459855804.480752,27
7806,Maharashtra,2021,Q1,Nagpur District,20132732,31261594334.21777,27
7807,Maharashtra,2021,Q1,Buldhana District,4321520,9192518486.187069,27
7808,Maharashtra,2021,Q1,Nashik District,27235543,41832846588.20086,27
7809,Maharashtra,2021,Q1,Akola District,2410033,4313676653.103065,27
7810,Maharashtra,2021,Q1,Yavatmal District,2673201,5192118900.718618,27
7811,Maharashtra,2021,Q1,Aurangabad District,20324679,29945191784.134216,27
7812,Maharashtra,2021,Q1,Amravati District,5370072,9628361958.166653,27
7813,Maharashtra,2021,Q1,Washim District,16119131,32164445523.209103,27
7814,Maharashtra,2021,Q1,Sangli District,5514760,9850670767.038408,27
7815,Maharashtra,2021,Q1,Gadchiroli District,959325,2010484968.1852307,27
7816,Maharashtra,2021,Q1,Raigad District,10673549,15596964081.61911,27
7817,Maharashtra,2021,Q1,Palghar District,8313771,12738143184.389732,27
7818,Maharashtra,2021,Q1,Jalna District,3795010,7135028200.598163,27
7819,Maharashtra,2021,Q1,Gondia District,1400318,2892659242.6240034,27
7820,Maharashtra,2021,Q1,Ahmednagar District,14942900,27709537707.31412,27
7821,Maharashtra,2021,Q1,Pune District,208930588,253623629237.65796,27
7822,Maharashtra,2021,Q1,Beed District,4851168,10322699960.987194,27
7823,Maharashtra,2021,Q1,Satara District,8011794,11665585732.692352,27
7824,Maharashtra,2021,Q2,Jalgaon District,9203822,17827507489.14714,27
7825,Maharashtra,2021,Q2,Latur District,6926698,12775603482.762705,27
7826,Maharashtra,2021,Q2,Thane District,34695330,51834001818.13349,27
7827,Maharashtra,2021,Q2,Bhandara District,1822721,3497598608.152729,27
7828,Maharashtra,2021,Q2,Nandurbar District,1769625,3685674679.0347614,27
7829,Maharashtra,2021,Q2,Chandrapur District,3869197,6284653560.530261,27
7830,Maharashtra,2021,Q2,Kolhapur District,8091062,13193153731.663414,27
7831,Maharashtra,2021,Q2,Solapur District,16828619,33876247851.21455,27
7832,Maharashtra,2021,Q2,Mumbai District,7493859,13269905417.180565,27
7833,Maharashtra,2021,Q2,Sindhudurg District,744195,1343035806.176563,27
7834,Maharashtra,2021,Q2,Dhule District,4332008,8554199986.261333,27
7835,Maharashtra,2021,Q2,Wardha District,2139522,3699297144.828301,27
7836,Maharashtra,2021,Q2,Parbhani District,4436069,8209849173.250013,27
7837,Maharashtra,2021,Q2,Mumbai Suburban District,51172626,79709409341.93018,27
7838,Maharashtra,2021,Q2,Hingoli District,1723420,3436318356.586167,27
7839,Maharashtra,2021,Q2,Ratnagiri District,1425394,2433599392.983592,27
7840,Maharashtra,2021,Q2,Nanded District,6605754,14281557245.034132,27
7841,Maharashtra,2021,Q2,Osmanabad District,4779631,9350468423.935925,27
7842,Maharashtra,2021,Q2,Nagpur District,22506189,36690120293.721405,27
7843,Maharashtra,2021,Q2,Buldhana District,5761237,12195032520.59851,27
7844,Maharashtra,2021,Q2,Nashik District,28391827,47825836433.598206,27
7845,Maharashtra,2021,Q2,Akola District,3118344,5603968802.647449,27
7846,Maharashtra,2021,Q2,Yavatmal District,3570984,6810703585.523739,27
7847,Maharashtra,2021,Q2,Aurangabad District,23744887,36191383377.4905,27
7848,Maharashtra,2021,Q2,Amravati District,6482349,11779345148.384516,27
7849,Maharashtra,2021,Q2,Washim District,27190170,55251595071.35002,27
7850,Maharashtra,2021,Q2,Sangli District,6227375,11675925279.769922,27
7851,Maharashtra,2021,Q2,Gadchiroli District,1212525,2440258252.354636,27
7852,Maharashtra,2021,Q2,Raigad District,11509927,16915509520.363085,27
7853,Maharashtra,2021,Q2,Palghar District,8657621,12997801116.852173,27
7854,Maharashtra,2021,Q2,Jalna District,4973393,9302678916.188164,27
7855,Maharashtra,2021,Q2,Gondia District,1714392,3601577353.6618857,27
7856,Maharashtra,2021,Q2,Ahmednagar District,16869500,32660327252.892723,27
7857,Maharashtra,2021,Q2,Pune District,218732925,298657497266.993,27
7858,Maharashtra,2021,Q2,Beed District,6303927,13880929754.80759,27
7859,Maharashtra,2021,Q2,Satara District,8589362,13372484167.690807,27
7860,Maharashtra,2021,Q3,Jalgaon District,11683707,20222318554.82865,27
7861,Maharashtra,2021,Q3,Latur District,9248789,15056539122.121683,27
7862,Maharashtra,2021,Q3,Thane District,46296081,66370065441.36949,27
7863,Maharashtra,2021,Q3,Bhandara District,2346620,4177653275.837866,27
7864,Maharashtra,2021,Q3,Nandurbar District,2294230,4289557263.303295,27
7865,Maharashtra,2021,Q3,Chandrapur District,5223272,7710188968.380587,27
7866,Maharashtra,2021,Q3,Kolhapur District,11008132,17285308890.913483,27
7867,Maharashtra,2021,Q3,Solapur District,22642205,41800216299.60483,27
7868,Maharashtra,2021,Q3,Mumbai District,11491677,20168312966.816475,27
7869,Maharashtra,2021,Q3,Sindhudurg District,901040,1629829529.5913053,27
