,State,Year,Quater,District,Registered_user,App_opening,id
3064,NCT of Delhi,2022,Q3,Shahdara District,917096,2440841,7
3065,NCT of Delhi,2022,Q3,North East District,822038,2460332,7
3066,NCT of Delhi,2022,Q3,East District,1121596,3393992,7
3067,NCT of Delhi,2022,Q3,North West District,1575473,4399466,7
3068,NCT of Delhi,2022,Q3,North District,1288507,4322456,7
3069,NCT of Delhi,2022,Q4,South District,1117981,30173803,7
3070,NCT of Delhi,2022,Q4,Central District,1558400,47227767,7
3071,NCT of Delhi,2022,Q4,New Delhi District,1552874,49393657,7
3072,NCT of Delhi,2022,Q4,West District,2348063,52947462,7
3073,NCT of Delhi,2022,Q4,South West District,1275864,29437122,7
3074,NCT of Delhi,2022,Q4,South East Delhi District,1894776,53203998,7
3075,NCT of Delhi,2022,Q4,Shahdara District,963656,21436265,7
3076,NCT of Delhi,2022,Q4,North East District,864990,20440755,7
3077,NCT of Delhi,2022,Q4,East District,1177294,25719895,7
3078,NCT of Delhi,2022,Q4,North West District,1655730,36305502,7
3079,NCT of Delhi,2022,Q4,North District,1354521,35578523,7
3080,Goa,2018,Q1,North Goa District,57769,0,30
3081,Goa,2018,Q1,South Goa District,34167,0,30
3082,Goa,2018,Q2,North Goa District,76192,0,30
3083,Goa,2018,Q2,South Goa District,45982,0,30
3084,Goa,2018,Q3,North Goa District,95307,0,30
3085,Goa,2018,Q3,South Goa District,58495,0,30
3086,Goa,2018,Q4,North Goa District,121001,0,30
3087,Goa,2018,Q4,South Goa District,74349,0,30
3088,Goa,2019,Q1,North Goa District,147802,0,30
3089,Goa,2019,Q1,South Goa District,90350,0,30
3090,Goa,2019,Q2,North Goa District,173002,835794,30
3091,Goa,2019,Q2,South Goa District,105938,516438,30
3092,Goa,2019,Q3,North Goa District,197361,2920579,30
3093,Goa,2019,Q3,South Goa District,119833,1833313,30
3094,Goa,2019,Q4,North Goa District,220385,4020633,30
3095,Goa,2019,Q4,South Goa District,133161,2269910,30
3096,Goa,2020,Q1,North Goa District,244309,4665113,30
3097,Goa,2020,Q1,South Goa District,147591,2482120,30
3098,Goa,2020,Q2,North Goa District,267533,3107692,30
3099,Goa,2020,Q2,South Goa District,163106,2202434,30
3100,Goa,2020,Q3,North Goa District,294195,3452539,30
3101,Goa,2020,Q3,South Goa District,180767,2677227,30
3102,Goa,2020,Q4,North Goa District,326479,6920554,30
3103,Goa,2020,Q4,South Goa District,201105,4070564,30
3104,Goa,2021,Q1,North Goa District,352593,10384042,30
3105,Goa,2021,Q1,South Goa District,217442,5083630,30
3106,Goa,2021,Q2,North Goa District,376703,6869935,30
3107,Goa,2021,Q2,South Goa District,232403,5840426,30
3108,Goa,2021,Q3,North Goa District,403952,8991751,30
3109,Goa,2021,Q3,South Goa District,249506,7583360,30
3110,Goa,2021,Q4,North Goa District,430814,18057835,30
3111,Goa,2021,Q4,South Goa District,266364,10230419,30
3112,Goa,2022,Q1,North Goa District,456250,9699093,30
3113,Goa,2022,Q1,South Goa District,282378,8979705,30
3114,Goa,2022,Q2,North Goa District,480353,9824694,30
3115,Goa,2022,Q2,South Goa District,297426,9237463,30
3116,Goa,2022,Q3,North Goa District,504946,9634393,30
3117,Goa,2022,Q3,South Goa District,312884,10078371,30
3118,Goa,2022,Q4,North Goa District,527826,26805263,30
3119,Goa,2022,Q4,South Goa District,327376,16199949,30
3120,Gujarat,2018,Q1,Anand District,68052,0,24
3121,Gujarat,2018,Q1,Jamnagar District,52416,0,24
3122,Gujarat,2018,Q1,Devbhumi Dwarka District,15809,0,24
3123,Gujarat,2018,Q1,Rajkot District,133017,0,24
3124,Gujarat,2018,Q1,Aravallis District,21932,0,24
3125,Gujarat,2018,Q1,Chhotaudepur District,6581,0,24
3126,Gujarat,2018,Q1,Botad District,23738,0,24
3127,Gujarat,2018,Q1,Bharuch District,101575,0,24
3128,Gujarat,2018,Q1,Bhavnagar District,87683,0,24
3129,Gujarat,2018,Q1,Junagadh District,35171,0,24
3130,Gujarat,2018,Q1,Mahesana District,97004,0,24
3131,Gujarat,2018,Q1,The Dangs District,2285,0,24
3132,Gujarat,2018,Q1,Kheda District,43776,0,24
3133,Gujarat,2018,Q1,Surat District,489852,0,24
3134,Gujarat,2018,Q1,Porbandar District,12401,0,24
3135,Gujarat,2018,Q1,Gandhinagar District,118201,0,24
3136,Gujarat,2018,Q1,Panch Mahals District,32263,0,24
3137,Gujarat,2018,Q1,Narmada District,6464,0,24
3138,Gujarat,2018,Q1,Gir Somnath District,28292,0,24
3139,Gujarat,2018,Q1,Valsad District,80138,0,24
3140,Gujarat,2018,Q1,Mahisagar District,11048,0,24
3141,Gujarat,2018,Q1,Sabar Kantha District,45018,0,24
3142,Gujarat,2018,Q1,Tapi District,14231,0,24
3143,Gujarat,2018,Q1,Vadodara District,205722,0,24
3144,Gujarat,2018,Q1,Banas Kantha District,93506,0,24
3145,Gujarat,2018,Q1,Amreli District,31443,0,24
3146,Gujarat,2018,Q1,Ahmadabad District,572811,0,24
3147,Gujarat,2018,Q1,Dohad District,16212,0,24
3148,Gujarat,2018,Q1,Navsari District,35437,0,24
3149,Gujarat,2018,Q1,Patan District,41580,0,24
3150,Gujarat,2018,Q1,Kachchh District,97838,0,24
3151,Gujarat,2018,Q1,Surendranagar District,38223,0,24
3152,Gujarat,2018,Q1,Morbi District,30329,0,24
3153,Gujarat,2018,Q2,Anand District,90911,0,24
3154,Gujarat,2018,Q2,Jamnagar District,68512,0,24
3155,Gujarat,2018,Q2,Devbhumi Dwarka District,20804,0,24
3156,Gujarat,2018,Q2,Rajkot District,174778,0,24
3157,Gujarat,2018,Q2,Aravallis District,29047,0,24
3158,Gujarat,2018,Q2,Chhotaudepur District,9053,0,24
3159,Gujarat,2018,Q2,Botad District,32883,0,24
3160,Gujarat,2018,Q2,Bharuch District,134500,0,24
3161,Gujarat,2018,Q2,Bhavnagar District,115812,0,24
3162,Gujarat,2018,Q2,Junagadh District,46665,0,24
3163,Gujarat,2018,Q2,Mahesana District,127614,0,24
3164,Gujarat,2018,Q2,The Dangs District,3047,0,24
3165,Gujarat,2018,Q2,Kheda District,60097,0,24
3166,Gujarat,2018,Q2,Surat District,652372,0,24
3167,Gujarat,2018,Q2,Porbandar District,16137,0,24
3168,Gujarat,2018,Q2,Gandhinagar District,155539,0,24
3169,Gujarat,2018,Q2,Panch Mahals District,42575,0,24
3170,Gujarat,2018,Q2,Narmada District,8940,0,24
3171,Gujarat,2018,Q2,Gir Somnath District,37769,0,24
3172,Gujarat,2018,Q2,Valsad District,107556,0,24
3173,Gujarat,2018,Q2,Mahisagar District,15010,0,24
3174,Gujarat,2018,Q2,Sabar Kantha District,59955,0,24
3175,Gujarat,2018,Q2,Tapi District,19255,0,24
3176,Gujarat,2018,Q2,Vadodara District,271730,0,24
3177,Gujarat,2018,Q2,Banas Kantha District,125849,0,24
3178,Gujarat,2018,Q2,Amreli District,42021,0,24
3179,Gujarat,2018,Q2,Ahmadabad District,751746,0,24
3180,Gujarat,2018,Q2,Dohad District,21983,0,24
3181,Gujarat,2018,Q2,Navsari District,47911,0,24
3182,Gujarat,2018,Q2,Patan District,55482,0,24
3183,Gujarat,2018,Q2,Kachchh District,128064,0,24
3184,Gujarat,2018,Q2,Surendranagar District,51527,0,24
3185,Gujarat,2018,Q2,Morbi District,40681,0,24
3186,Gujarat,2018,Q3,Anand District,116188,0,24
3187,Gujarat,2018,Q3,Jamnagar District,84886,0,24
3188,Gujarat,2018,Q3,Devbhumi Dwarka District,26394,0,24
3189,Gujarat,2018,Q3,Rajkot District,215459,0,24
3190,Gujarat,2018,Q3,Aravallis District,37199,0,24
3191,Gujarat,2018,Q3,Chhotaudepur District,12302,0,24
3192,Gujarat,2018,Q3,Botad District,40559,0,24
3193,Gujarat,2018,Q3,Bharuch District,169322,0,24
3194,Gujarat,2018,Q3,Bhavnagar District,141243,0,24
3195,Gujarat,2018,Q3,Junagadh District,57716,0,24
3196,Gujarat,2018,Q3,Mahesana District,157274,0,24
3197,Gujarat,2018,Q3,The Dangs District,4052,0,24
3198,Gujarat,2018,Q3,Kheda District,80213,0,24
3199,Gujarat,2018,Q3,Surat District,808005,0,24
3200,Gujarat,2018,Q3,Porbandar District,19921,0,24
3201,Gujarat,2018,Q3,Gandhinagar District,190882,0,24
3202,Gujarat,2018,Q3,Panch Mahals District,53825,0,24
3203,Gujarat,2018,Q3,Narmada District,11957,0,24
3204,Gujarat,2018,Q3,Gir Somnath District,47541,0,24
3205,Gujarat,2018,Q3,Valsad District,136470,0,24
3206,Gujarat,2018,Q3,Mahisagar District,19564,0,24
3207,Gujarat,2018,Q3,Sabar Kantha District,74642,0,24
3208,Gujarat,2018,Q3,Tapi District,25095,0,24
3209,Gujarat,2018,Q3,Vadodara District,335125,0,24
3210,Gujarat,2018,Q3,Banas Kantha District,159591,0,24
3211,Gujarat,2018,Q3,Amreli District,53845,0,24
3212,Gujarat,2018,Q3,Ahmadabad District,919252,0,24
3213,Gujarat,2018,Q3,Dohad District,28857,0,24
3214,Gujarat,2018,Q3,Navsari District,60676,0,24
3215,Gujarat,2018,Q3,Patan District,68979,0,24
3216,Gujarat,2018,Q3,Kachchh District,158762,0,24
3217,Gujarat,2018,Q3,Surendranagar District,65325,0,24
3218,Gujarat,2018,Q3,Morbi District,52062,0,24
3219,Gujarat,2018,Q4,Anand District,146258,0,24
3220,Gujarat,2018,Q4,Jamnagar District,103876,0,24
3221,Gujarat,2018,Q4,Devbhumi Dwarka District,32660,0,24
3222,Gujarat,2018,Q4,Rajkot District,260602,0,24
3223,Gujarat,2018,Q4,Aravallis District,46665,0,24
3224,Gujarat,2018,Q4,Chhotaudepur District,16321,0,24
3225,Gujarat,2018,Q4,Botad District,49066,0,24
3226,Gujarat,2018,Q4,Bharuch District,211843,0,24
3227,Gujarat,2018,Q4,Bhavnagar District,173699,0,24
3228,Gujarat,2018,Q4,Junagadh District,70174,0,24
3229,Gujarat,2018,Q4,Mahesana District,192493,0,24
3230,Gujarat,2018,Q4,The Dangs District,5165,0,24
3231,Gujarat,2018,Q4,Kheda District,103292,0,24
3232,Gujarat,2018,Q4,Surat District,998807,0,24
3233,Gujarat,2018,Q4,Porbandar District,24373,0,24
3234,Gujarat,2018,Q4,Gandhinagar District,242368,0,24
3235,Gujarat,2018,Q4,Panch Mahals District,68139,0,24
3236,Gujarat,2018,Q4,Narmada District,15550,0,24
3237,Gujarat,2018,Q4,Gir Somnath District,58991,0,24
3238,Gujarat,2018,Q4,Valsad District,172711,0,24
3239,Gujarat,2018,Q4,Mahisagar District,25483,0,24
3240,Gujarat,2018,Q4,Sabar Kantha District,91898,0,24
3241,Gujarat,2018,Q4,Tapi District,31929,0,24
3242,Gujarat,2018,Q4,Vadodara District,421895,0,24
3243,Gujarat,2018,Q4,Banas Kantha District,197774,0,24
3244,Gujarat,2018,Q4,Amreli District,67020,0,24
3245,Gujarat,2018,Q4,Ahmadabad District,1212636,0,24
3246,Gujarat,2018,Q4,Dohad District,36773,0,24
3247,Gujarat,2018,Q4,Navsari District,75930,0,24
3248,Gujarat,2018,Q4,Patan District,84408,0,24
3249,Gujarat,2018,Q4,Kachchh District,195295,0,24
3250,Gujarat,2018,Q4,Surendranagar District,80167,0,24
3251,Gujarat,2018,Q4,Morbi District,64779,0,24
3252,Gujarat,2019,Q1,Anand District,175515,0,24
3253,Gujarat,2019,Q1,Jamnagar District,121494,0,24
3254,Gujarat,2019,Q1,Devbhumi Dwarka District,38898,0,24
3255,Gujarat,2019,Q1,Rajkot District,304415,0,24
3256,Gujarat,2019,Q1,Aravallis District,56005,0,24
3257,Gujarat,2019,Q1,Chhotaudepur District,20287,0,24
3258,Gujarat,2019,Q1,Botad District,58126,0,24
3259,Gujarat,2019,Q1,Bharuch District,252826,0,24
3260,Gujarat,2019,Q1,Bhavnagar District,203617,0,24
3261,Gujarat,2019,Q1,Junagadh District,82263,0,24
3262,Gujarat,2019,Q1,Mahesana District,230403,0,24
3263,Gujarat,2019,Q1,The Dangs District,6307,0,24
3264,Gujarat,2019,Q1,Kheda District,124598,0,24
3265,Gujarat,2019,Q1,Surat District,1180819,0,24
3266,Gujarat,2019,Q1,Porbandar District,28860,0,24
3267,Gujarat,2019,Q1,Gandhinagar District,291858,0,24
3268,Gujarat,2019,Q1,Panch Mahals District,81863,0,24
3269,Gujarat,2019,Q1,Narmada District,19105,0,24
3270,Gujarat,2019,Q1,Gir Somnath District,69872,0,24
3271,Gujarat,2019,Q1,Valsad District,209477,0,24
3272,Gujarat,2019,Q1,Mahisagar District,31147,0,24
3273,Gujarat,2019,Q1,Sabar Kantha District,109651,0,24
3274,Gujarat,2019,Q1,Tapi District,39195,0,24
3275,Gujarat,2019,Q1,Vadodara District,502520,0,24
3276,Gujarat,2019,Q1,Banas Kantha District,239613,0,24
3277,Gujarat,2019,Q1,Amreli District,79690,0,24
3278,Gujarat,2019,Q1,Ahmadabad District,1450100,0,24
3279,Gujarat,2019,Q1,Dohad District,45141,0,24
3280,Gujarat,2019,Q1,Navsari District,91812,0,24
3281,Gujarat,2019,Q1,Patan District,101323,0,24
3282,Gujarat,2019,Q1,Kachchh District,231871,0,24
3283,Gujarat,2019,Q1,Surendranagar District,95904,0,24
3284,Gujarat,2019,Q1,Morbi District,77961,0,24
3285,Gujarat,2019,Q2,Anand District,200007,829604,24
3286,Gujarat,2019,Q2,Jamnagar District,138108,548729,24
3287,Gujarat,2019,Q2,Devbhumi Dwarka District,44975,154760,24
3288,Gujarat,2019,Q2,Rajkot District,345178,1070493,24
3289,Gujarat,2019,Q2,Aravallis District,64792,271675,24
3290,Gujarat,2019,Q2,Chhotaudepur District,23917,92854,24
3291,Gujarat,2019,Q2,Botad District,65918,257831,24
3292,Gujarat,2019,Q2,Bharuch District,284296,1318343,24
3293,Gujarat,2019,Q2,Bhavnagar District,230394,860365,24
3294,Gujarat,2019,Q2,Junagadh District,94221,271227,24
3295,Gujarat,2019,Q2,Mahesana District,259949,1242721,24
3296,Gujarat,2019,Q2,The Dangs District,7532,37591,24
3297,Gujarat,2019,Q2,Kheda District,144091,600534,24
3298,Gujarat,2019,Q2,Surat District,1338584,5960403,24
3299,Gujarat,2019,Q2,Porbandar District,33374,100742,24
3300,Gujarat,2019,Q2,Gandhinagar District,333056,1907551,24
3301,Gujarat,2019,Q2,Panch Mahals District,92621,385797,24
3302,Gujarat,2019,Q2,Narmada District,22503,101020,24
3303,Gujarat,2019,Q2,Gir Somnath District,79786,253664,24
3304,Gujarat,2019,Q2,Valsad District,238764,1111437,24
3305,Gujarat,2019,Q2,Mahisagar District,36155,138423,24
3306,Gujarat,2019,Q2,Sabar Kantha District,123754,534999,24
3307,Gujarat,2019,Q2,Tapi District,45441,189646,24
3308,Gujarat,2019,Q2,Vadodara District,572031,2539174,24
3309,Gujarat,2019,Q2,Banas Kantha District,271379,1204053,24
3310,Gujarat,2019,Q2,Amreli District,91819,339203,24
3311,Gujarat,2019,Q2,Ahmadabad District,1656341,9405838,24
3312,Gujarat,2019,Q2,Dohad District,52197,204285,24
3313,Gujarat,2019,Q2,Navsari District,106244,417352,24
3314,Gujarat,2019,Q2,Patan District,115299,552351,24
3315,Gujarat,2019,Q2,Kachchh District,261458,1230320,24
3316,Gujarat,2019,Q2,Surendranagar District,110431,409241,24
3317,Gujarat,2019,Q2,Morbi District,90030,348075,24
3318,Gujarat,2019,Q3,Anand District,226293,3576103,24
3319,Gujarat,2019,Q3,Jamnagar District,154042,1899038,24
3320,Gujarat,2019,Q3,Devbhumi Dwarka District,49534,509421,24
3321,Gujarat,2019,Q3,Rajkot District,384852,3993364,24
3322,Gujarat,2019,Q3,Aravallis District,73003,1020958,24
3323,Gujarat,2019,Q3,Chhotaudepur District,27128,329896,24
3324,Gujarat,2019,Q3,Botad District,72181,991985,24
3325,Gujarat,2019,Q3,Bharuch District,315856,4792841,24
3326,Gujarat,2019,Q3,Bhavnagar District,255608,3293381,24
3327,Gujarat,2019,Q3,Junagadh District,104847,969001,24
3328,Gujarat,2019,Q3,Mahesana District,286652,4457337,24
3329,Gujarat,2019,Q3,The Dangs District,8306,116253,24
3330,Gujarat,2019,Q3,Kheda District,162956,2432770,24
3331,Gujarat,2019,Q3,Surat District,1481391,21408636,24
3332,Gujarat,2019,Q3,Porbandar District,36834,330737,24
3333,Gujarat,2019,Q3,Gandhinagar District,372464,7433206,24
3334,Gujarat,2019,Q3,Panch Mahals District,102546,1338850,24
3335,Gujarat,2019,Q3,Narmada District,25267,363436,24
3336,Gujarat,2019,Q3,Gir Somnath District,88366,860095,24
3337,Gujarat,2019,Q3,Valsad District,266134,3902867,24
3338,Gujarat,2019,Q3,Mahisagar District,40679,466958,24
3339,Gujarat,2019,Q3,Sabar Kantha District,138237,2021301,24
3340,Gujarat,2019,Q3,Tapi District,51028,646547,24
3341,Gujarat,2019,Q3,Vadodara District,637678,9548665,24
3342,Gujarat,2019,Q3,Banas Kantha District,301373,4487309,24
3343,Gujarat,2019,Q3,Amreli District,101453,1176949,24
3344,Gujarat,2019,Q3,Ahmadabad District,1848860,35854721,24
3345,Gujarat,2019,Q3,Dohad District,59460,737968,24
3346,Gujarat,2019,Q3,Navsari District,118324,1417853,24
3347,Gujarat,2019,Q3,Patan District,128573,2225161,24
3348,Gujarat,2019,Q3,Kachchh District,285519,4167209,24
3349,Gujarat,2019,Q3,Surendranagar District,122518,1455000,24
3350,Gujarat,2019,Q3,Morbi District,101337,1215668,24
3351,Gujarat,2019,Q4,Anand District,252401,3905511,24
3352,Gujarat,2019,Q4,Jamnagar District,171337,2227178,24
3353,Gujarat,2019,Q4,Devbhumi Dwarka District,55209,621177,24
3354,Gujarat,2019,Q4,Rajkot District,426178,4545689,24
3355,Gujarat,2019,Q4,Aravallis District,83136,1295090,24
3356,Gujarat,2019,Q4,Chhotaudepur District,31338,429297,24
3357,Gujarat,2019,Q4,Botad District,80499,1181335,24
3358,Gujarat,2019,Q4,Bharuch District,350619,5971371,24
3359,Gujarat,2019,Q4,Bhavnagar District,286520,4080547,24
3360,Gujarat,2019,Q4,Junagadh District,117357,1216157,24
3361,Gujarat,2019,Q4,Mahesana District,316985,5363608,24
3362,Gujarat,2019,Q4,The Dangs District,9594,151581,24
3363,Gujarat,2019,Q4,Kheda District,182669,2664051,24
3364,Gujarat,2019,Q4,Surat District,1624077,23613804,24
3365,Gujarat,2019,Q4,Porbandar District,40962,385502,24
3366,Gujarat,2019,Q4,Gandhinagar District,408526,8201437,24
3367,Gujarat,2019,Q4,Panch Mahals District,115707,1726942,24
3368,Gujarat,2019,Q4,Narmada District,28910,492480,24
3369,Gujarat,2019,Q4,Gir Somnath District,98982,1160727,24
3370,Gujarat,2019,Q4,Valsad District,296977,4849239,24
3371,Gujarat,2019,Q4,Mahisagar District,47237,629528,24
3372,Gujarat,2019,Q4,Sabar Kantha District,155618,2589322,24
3373,Gujarat,2019,Q4,Tapi District,58115,863661,24
3374,Gujarat,2019,Q4,Vadodara District,700817,11292180,24
3375,Gujarat,2019,Q4,Banas Kantha District,339582,5546860,24
3376,Gujarat,2019,Q4,Amreli District,114242,1576597,24
3377,Gujarat,2019,Q4,Ahmadabad District,2015947,37991904,24
3378,Gujarat,2019,Q4,Dohad District,69618,957179,24
3379,Gujarat,2019,Q4,Navsari District,131460,1723534,24
3380,Gujarat,2019,Q4,Patan District,144779,2497573,24
3381,Gujarat,2019,Q4,Kachchh District,314732,4871076,24
3382,Gujarat,2019,Q4,Surendranagar District,138218,1846653,24
3383,Gujarat,2019,Q4,Morbi District,115451,1504967,24
3384,Gujarat,2020,Q1,Anand District,277835,4127652,24
3385,Gujarat,2020,Q1,Jamnagar District,188224,2298804,24
3386,Gujarat,2020,Q1,Devbhumi Dwarka District,61293,730723,24
3387,Gujarat,2020,Q1,Rajkot District,469636,5039899,24
3388,Gujarat,2020,Q1,Aravallis District,94716,1602742,24
3389,Gujarat,2020,Q1,Chhotaudepur District,36116,529547,24
3390,Gujarat,2020,Q1,Botad District,88241,1198952,24
3391,Gujarat,2020,Q1,Bharuch District,384819,6765391,24
3392,Gujarat,2020,Q1,Bhavnagar District,315412,4262838,24
3393,Gujarat,2020,Q1,Junagadh District,130231,1358193,24
3394,Gujarat,2020,Q1,Mahesana District,349897,6028256,24
3395,Gujarat,2020,Q1,The Dangs District,10877,181854,24
3396,Gujarat,2020,Q1,Kheda District,204548,3047323,24
3397,Gujarat,2020,Q1,Surat District,1772703,27362139,24
3398,Gujarat,2020,Q1,Porbandar District,45383,444447,24
3399,Gujarat,2020,Q1,Gandhinagar District,445290,8879457,24
3400,Gujarat,2020,Q1,Panch Mahals District,129831,1963840,24
3401,Gujarat,2020,Q1,Narmada District,33074,595463,24
3402,Gujarat,2020,Q1,Gir Somnath District,110211,1337958,24
3403,Gujarat,2020,Q1,Valsad District,330053,5604622,24
3404,Gujarat,2020,Q1,Mahisagar District,54880,782289,24
3405,Gujarat,2020,Q1,Sabar Kantha District,174426,3030789,24
3406,Gujarat,2020,Q1,Tapi District,65634,1036092,24
3407,Gujarat,2020,Q1,Vadodara District,763969,12483845,24
3408,Gujarat,2020,Q1,Banas Kantha District,386212,7051669,24
3409,Gujarat,2020,Q1,Amreli District,126423,1611436,24
3410,Gujarat,2020,Q1,Ahmadabad District,2185983,40521157,24
3411,Gujarat,2020,Q1,Dohad District,81529,1236284,24
3412,Gujarat,2020,Q1,Navsari District,146018,1993140,24
3413,Gujarat,2020,Q1,Patan District,164027,2890050,24
3414,Gujarat,2020,Q1,Kachchh District,347270,5714637,24
3415,Gujarat,2020,Q1,Surendranagar District,154610,2101503,24
3416,Gujarat,2020,Q1,Morbi District,130472,1792131,24
3417,Gujarat,2020,Q2,Anand District,307408,3806180,24
3418,Gujarat,2020,Q2,Jamnagar District,208647,2264637,24
3419,Gujarat,2020,Q2,Devbhumi Dwarka District,69591,833260,24
3420,Gujarat,2020,Q2,Rajkot District,522650,4850731,24
3421,Gujarat,2020,Q2,Aravallis District,109491,2026596,24
3422,Gujarat,2020,Q2,Chhotaudepur District,43696,767414,24
3423,Gujarat,2020,Q2,Botad District,100129,1724159,24
3424,Gujarat,2020,Q2,Bharuch District,423017,6655417,24
3425,Gujarat,2020,Q2,Bhavnagar District,354301,5050744,24
3426,Gujarat,2020,Q2,Junagadh District,147012,1678274,24
3427,Gujarat,2020,Q2,Mahesana District,389562,6476731,24
3428,Gujarat,2020,Q2,The Dangs District,12754,242151,24
3429,Gujarat,2020,Q2,Kheda District,232123,3424229,24
3430,Gujarat,2020,Q2,Surat District,1935894,21659619,24
3431,Gujarat,2020,Q2,Porbandar District,50733,518063,24
3432,Gujarat,2020,Q2,Gandhinagar District,488351,7343038,24
3433,Gujarat,2020,Q2,Panch Mahals District,148675,2136842,24
3434,Gujarat,2020,Q2,Narmada District,39531,762775,24
3435,Gujarat,2020,Q2,Gir Somnath District,125777,1902233,24
3436,Gujarat,2020,Q2,Valsad District,372771,5991227,24
3437,Gujarat,2020,Q2,Mahisagar District,64428,1138847,24
3438,Gujarat,2020,Q2,Sabar Kantha District,196035,3368537,24
3439,Gujarat,2020,Q2,Tapi District,76018,1298227,24
3440,Gujarat,2020,Q2,Vadodara District,830759,10076172,24
3441,Gujarat,2020,Q2,Banas Kantha District,446603,8305317,24
3442,Gujarat,2020,Q2,Amreli District,145486,2447389,24
3443,Gujarat,2020,Q2,Ahmadabad District,2384154,31306891,24
3444,Gujarat,2020,Q2,Dohad District,102250,1808011,24
3445,Gujarat,2020,Q2,Navsari District,166398,2282454,24
3446,Gujarat,2020,Q2,Patan District,185703,3289294,24
3447,Gujarat,2020,Q2,Kachchh District,385480,5599740,24
3448,Gujarat,2020,Q2,Surendranagar District,176758,2588128,24
3449,Gujarat,2020,Q2,Morbi District,150472,1641032,24
3450,Gujarat,2020,Q3,Anand District,336799,4331672,24
3451,Gujarat,2020,Q3,Jamnagar District,227798,2485735,24
3452,Gujarat,2020,Q3,Devbhumi Dwarka District,76991,860629,24
3453,Gujarat,2020,Q3,Rajkot District,573062,5528685,24
3454,Gujarat,2020,Q3,Aravallis District,122687,2133497,24
3455,Gujarat,2020,Q3,Chhotaudepur District,49929,741433,24
3456,Gujarat,2020,Q3,Botad District,109438,1607234,24
3457,Gujarat,2020,Q3,Bharuch District,462292,8024617,24
3458,Gujarat,2020,Q3,Bhavnagar District,387781,5290196,24
3459,Gujarat,2020,Q3,Junagadh District,163177,1718468,24
3460,Gujarat,2020,Q3,Mahesana District,427950,7432916,24
3461,Gujarat,2020,Q3,The Dangs District,14501,254123,24
3462,Gujarat,2020,Q3,Kheda District,256968,3629599,24
3463,Gujarat,2020,Q3,Surat District,2092712,23450291,24
3464,Gujarat,2020,Q3,Porbandar District,56130,556557,24
3465,Gujarat,2020,Q3,Gandhinagar District,529771,9721563,24
3466,Gujarat,2020,Q3,Panch Mahals District,165251,2379253,24
3467,Gujarat,2020,Q3,Narmada District,44654,787689,24
3468,Gujarat,2020,Q3,Gir Somnath District,139141,1786233,24
3469,Gujarat,2020,Q3,Valsad District,410740,6542204,24
3470,Gujarat,2020,Q3,Mahisagar District,73191,1039369,24
3471,Gujarat,2020,Q3,Sabar Kantha District,218309,4022650,24
3472,Gujarat,2020,Q3,Tapi District,84921,1370436,24
3473,Gujarat,2020,Q3,Vadodara District,901492,13501217,24
3474,Gujarat,2020,Q3,Banas Kantha District,501471,9413818,24
3475,Gujarat,2020,Q3,Amreli District,161288,2326604,24
3476,Gujarat,2020,Q3,Ahmadabad District,2580178,43984650,24
3477,Gujarat,2020,Q3,Dohad District,118431,1832118,24
3478,Gujarat,2020,Q3,Navsari District,183779,2416323,24
3479,Gujarat,2020,Q3,Patan District,206708,3658324,24
3480,Gujarat,2020,Q3,Kachchh District,423729,6675502,24
3481,Gujarat,2020,Q3,Surendranagar District,197594,2754011,24
3482,Gujarat,2020,Q3,Morbi District,168984,2144856,24
3483,Gujarat,2020,Q4,Anand District,367561,5362999,24
3484,Gujarat,2020,Q4,Jamnagar District,248187,2953949,24
3485,Gujarat,2020,Q4,Devbhumi Dwarka District,84750,1018943,24
3486,Gujarat,2020,Q4,Rajkot District,627654,6696956,24
3487,Gujarat,2020,Q4,Aravallis District,135616,2560222,24
3488,Gujarat,2020,Q4,Chhotaudepur District,56282,902789,24
3489,Gujarat,2020,Q4,Botad District,117629,1521917,24
3490,Gujarat,2020,Q4,Bharuch District,508005,10786740,24
3491,Gujarat,2020,Q4,Bhavnagar District,419697,5661522,24
3492,Gujarat,2020,Q4,Junagadh District,178595,1940195,24
3493,Gujarat,2020,Q4,Mahesana District,464932,8801141,24
3494,Gujarat,2020,Q4,The Dangs District,16317,322911,24
3495,Gujarat,2020,Q4,Kheda District,282429,4361153,24
3496,Gujarat,2020,Q4,Surat District,2278232,34575532,24
3497,Gujarat,2020,Q4,Porbandar District,62166,676620,24
3498,Gujarat,2020,Q4,Gandhinagar District,572461,11718890,24
3499,Gujarat,2020,Q4,Panch Mahals District,182696,2927538,24
3500,Gujarat,2020,Q4,Narmada District,50130,992643,24
3501,Gujarat,2020,Q4,Gir Somnath District,152104,1987260,24
3502,Gujarat,2020,Q4,Valsad District,452628,8644503,24
3503,Gujarat,2020,Q4,Mahisagar District,81588,1232668,24
3504,Gujarat,2020,Q4,Sabar Kantha District,240357,4888877,24
3505,Gujarat,2020,Q4,Tapi District,94476,1765259,24
3506,Gujarat,2020,Q4,Vadodara District,980658,17540053,24
3507,Gujarat,2020,Q4,Banas Kantha District,551645,10634353,24
3508,Gujarat,2020,Q4,Amreli District,176011,2282316,24
3509,Gujarat,2020,Q4,Ahmadabad District,2787991,54175819,24
3510,Gujarat,2020,Q4,Dohad District,132954,2063724,24
3511,Gujarat,2020,Q4,Navsari District,201412,3007453,24
