,State,Year,Quater,District,Registered_user,App_opening,id
13697,Uttar Pradesh,2022,Q2,Auraiya District,230779,6911646,9
13698,Uttar Pradesh,2022,Q2,Sambhal District,249076,10661309,9
13699,Uttar Pradesh,2022,Q2,Kanpur Nagar District,1510491,14442072,9
13700,Uttar Pradesh,2022,Q2,Aligarh District,824034,15990082,9
13701,Uttar Pradesh,2022,Q2,Mahoba District,124427,11591607,9
13702,Uttar Pradesh,2022,Q2,Lucknow District,2474317,14476877,9
13703,Uttar Pradesh,2022,Q2,Sant Kabeer Nagar District,234372,4813258,9
13704,Uttar Pradesh,2022,Q2,Hathras District,281014,5967908,9
13705,Uttar Pradesh,2022,Q2,Budaun District,329179,17746487,9
13706,Uttar Pradesh,2022,Q2,Moradabad District,558719,9642386,9
13707,Uttar Pradesh,2022,Q2,Kushinagar District,621030,9558845,9
13708,Uttar Pradesh,2022,Q2,Baghpat District,289373,5560247,9
13709,Uttar Pradesh,2022,Q2,Shahjahanpur District,381911,14842623,9
13710,Uttar Pradesh,2022,Q2,Muzaffarnagar District,539583,12658205,9
13711,Uttar Pradesh,2022,Q2,Ambedkar Nagar District,369511,6540014,9
13712,Uttar Pradesh,2022,Q2,Bahraich District,278827,20038054,9
13713,Uttar Pradesh,2022,Q2,Jalaun District,279182,21886956,9
13714,Uttar Pradesh,2022,Q2,Rampur District,299289,10604808,9
13715,Uttar Pradesh,2022,Q2,Ballia District,581226,8145856,9
13716,Uttar Pradesh,2022,Q2,Shravasti District,72312,7204357,9
13717,Uttar Pradesh,2022,Q2,Kasganj District,193531,6526475,9
13718,Uttar Pradesh,2022,Q2,Varanasi District,1483315,5512629,9
13719,Uttar Pradesh,2022,Q2,Gautam Buddha Nagar District,2973360,18078405,9
13720,Uttar Pradesh,2022,Q2,Basti District,391480,8659484,9
13721,Uttar Pradesh,2022,Q2,Shamli District,229756,6598737,9
13722,Uttar Pradesh,2022,Q2,Maharajganj District,400839,10123844,9
13723,Uttar Pradesh,2022,Q2,Etawah District,303513,11278786,9
13724,Uttar Pradesh,2022,Q2,Etah District,262230,9589352,9
13725,Uttar Pradesh,2022,Q2,Banda District,189165,17115780,9
13726,Uttar Pradesh,2022,Q2,Bijnor District,534931,19006763,9
13727,Uttar Pradesh,2022,Q2,Hardoi District,391720,21834845,9
13728,Uttar Pradesh,2022,Q2,Balrampur District,183374,16050144,9
13729,Uttar Pradesh,2022,Q2,Amroha District,296694,9135737,9
13730,Uttar Pradesh,2022,Q2,Pilibhit District,283534,10836549,9
13731,Uttar Pradesh,2022,Q2,Mainpuri District,303347,10873855,9
13732,Uttar Pradesh,2022,Q2,Kanpur Dehat District,229258,15506392,9
13733,Uttar Pradesh,2022,Q2,Jaunpur District,790310,8330349,9
13734,Uttar Pradesh,2022,Q2,Kaushambi District,154837,6074413,9
13735,Uttar Pradesh,2022,Q2,Hapur District,347378,5135381,9
13736,Uttar Pradesh,2022,Q2,Hamirpur District,157910,12208162,9
13737,Uttar Pradesh,2022,Q2,Meerut District,1020429,11351958,9
13738,Uttar Pradesh,2022,Q2,Mathura District,760584,17031257,9
13739,Uttar Pradesh,2022,Q2,Chitrakoot District,110760,14874398,9
13740,Uttar Pradesh,2022,Q2,Lalitpur District,189192,24216903,9
13741,Uttar Pradesh,2022,Q2,Mau District,355194,3766090,9
13742,Uttar Pradesh,2022,Q2,Mirzapur District,381259,17213027,9
13743,Uttar Pradesh,2022,Q2,Bulandshahr District,648058,14215519,9
13744,Uttar Pradesh,2022,Q2,Gonda District,371929,19015903,9
13745,Uttar Pradesh,2022,Q2,Jhansi District,558926,21279066,9
13746,Uttar Pradesh,2022,Q2,Chandauli District,363366,6537683,9
13747,Uttar Pradesh,2022,Q2,Bhadohi District,276471,1850729,9
13748,Uttar Pradesh,2022,Q2,Pratapgarh District,450876,10911320,9
13749,Uttar Pradesh,2022,Q2,Saharanpur District,703431,20499262,9
13750,Uttar Pradesh,2022,Q2,Bara Banki District,355514,12672702,9
13751,Uttar Pradesh,2022,Q2,Bareilly District,925536,14558216,9
13752,Uttar Pradesh,2022,Q2,Sitapur District,487160,21608094,9
13753,Uttar Pradesh,2022,Q2,Sultanpur District,366531,7966232,9
13754,Uttar Pradesh,2022,Q2,Agra District,1351856,18374965,9
13755,Uttar Pradesh,2022,Q2,Fatehpur District,277199,14239290,9
13756,Uttar Pradesh,2022,Q2,Rae Bareli District,319786,11772997,9
13757,Uttar Pradesh,2022,Q2,Firozabad District,502113,9192067,9
13758,Uttar Pradesh,2022,Q2,Kheri District,546247,21669627,9
13759,Uttar Pradesh,2022,Q2,Gorakhpur District,1086399,16050337,9
13760,Uttar Pradesh,2022,Q2,Unnao District,357565,16364762,9
13761,Uttar Pradesh,2022,Q2,Prayagraj District,1590032,20497875,9
13762,Uttar Pradesh,2022,Q2,Sonbhadra District,330599,30831544,9
13763,Uttar Pradesh,2022,Q2,Ghazipur District,624588,7735743,9
13764,Uttar Pradesh,2022,Q2,Farrukhabad District,282388,8944686,9
13765,Uttar Pradesh,2022,Q2,Kannauj District,242692,9026735,9
13766,Uttar Pradesh,2022,Q2,Azamgarh District,705372,9750509,9
13767,Uttar Pradesh,2022,Q2,Ayodhya District,451594,8074551,9
13768,Uttar Pradesh,2022,Q2,Deoria District,597729,6041211,9
13769,Uttar Pradesh,2022,Q2,Ghaziabad District,2421605,10885714,9
13770,Uttar Pradesh,2022,Q3,Amethi District,317320,12874116,9
13771,Uttar Pradesh,2022,Q3,Siddharthnagar District,322050,18562556,9
13772,Uttar Pradesh,2022,Q3,Auraiya District,243880,8616240,9
13773,Uttar Pradesh,2022,Q3,Sambhal District,263057,13049736,9
13774,Uttar Pradesh,2022,Q3,Kanpur Nagar District,1592126,15019139,9
13775,Uttar Pradesh,2022,Q3,Aligarh District,869751,18328964,9
13776,Uttar Pradesh,2022,Q3,Mahoba District,131487,13128704,9
13777,Uttar Pradesh,2022,Q3,Lucknow District,2604663,15412388,9
13778,Uttar Pradesh,2022,Q3,Sant Kabeer Nagar District,248266,4260638,9
13779,Uttar Pradesh,2022,Q3,Hathras District,297339,6404007,9
13780,Uttar Pradesh,2022,Q3,Budaun District,347766,22880376,9
13781,Uttar Pradesh,2022,Q3,Moradabad District,590056,10611628,9
13782,Uttar Pradesh,2022,Q3,Kushinagar District,658326,8588447,9
13783,Uttar Pradesh,2022,Q3,Baghpat District,305082,5125847,9
13784,Uttar Pradesh,2022,Q3,Shahjahanpur District,403737,18268289,9
13785,Uttar Pradesh,2022,Q3,Muzaffarnagar District,569122,11393607,9
13786,Uttar Pradesh,2022,Q3,Ambedkar Nagar District,391497,7173461,9
13787,Uttar Pradesh,2022,Q3,Bahraich District,293586,25343569,9
13788,Uttar Pradesh,2022,Q3,Jalaun District,294643,23114041,9
13789,Uttar Pradesh,2022,Q3,Rampur District,316113,12867095,9
13790,Uttar Pradesh,2022,Q3,Ballia District,615476,6722824,9
13791,Uttar Pradesh,2022,Q3,Shravasti District,76201,10193617,9
13792,Uttar Pradesh,2022,Q3,Kasganj District,204628,8007433,9
13793,Uttar Pradesh,2022,Q3,Varanasi District,1563730,4529669,9
13794,Uttar Pradesh,2022,Q3,Gautam Buddha Nagar District,3130224,17308615,9
13795,Uttar Pradesh,2022,Q3,Basti District,414256,8548209,9
13796,Uttar Pradesh,2022,Q3,Shamli District,242580,7118766,9
13797,Uttar Pradesh,2022,Q3,Maharajganj District,424361,10002920,9
13798,Uttar Pradesh,2022,Q3,Etawah District,320846,11291764,9
13799,Uttar Pradesh,2022,Q3,Etah District,276844,12994362,9
13800,Uttar Pradesh,2022,Q3,Banda District,199461,17195919,9
13801,Uttar Pradesh,2022,Q3,Bijnor District,564365,19324381,9
13802,Uttar Pradesh,2022,Q3,Hardoi District,413101,24728937,9
13803,Uttar Pradesh,2022,Q3,Balrampur District,193583,19475275,9
13804,Uttar Pradesh,2022,Q3,Amroha District,313538,10652187,9
13805,Uttar Pradesh,2022,Q3,Pilibhit District,299722,12620949,9
13806,Uttar Pradesh,2022,Q3,Mainpuri District,320417,12059600,9
13807,Uttar Pradesh,2022,Q3,Kanpur Dehat District,242363,17931459,9
13808,Uttar Pradesh,2022,Q3,Jaunpur District,836999,8200672,9
13809,Uttar Pradesh,2022,Q3,Kaushambi District,163634,6261255,9
13810,Uttar Pradesh,2022,Q3,Hapur District,366537,5376740,9
13811,Uttar Pradesh,2022,Q3,Hamirpur District,166804,13111909,9
13812,Uttar Pradesh,2022,Q3,Meerut District,1075255,11886840,9
13813,Uttar Pradesh,2022,Q3,Mathura District,803538,18080955,9
13814,Uttar Pradesh,2022,Q3,Chitrakoot District,116747,15666318,9
13815,Uttar Pradesh,2022,Q3,Lalitpur District,199494,29237113,9
13816,Uttar Pradesh,2022,Q3,Mau District,375672,3688508,9
13817,Uttar Pradesh,2022,Q3,Mirzapur District,402235,19237238,9
13818,Uttar Pradesh,2022,Q3,Bulandshahr District,684412,14557438,9
13819,Uttar Pradesh,2022,Q3,Gonda District,392403,18782702,9
13820,Uttar Pradesh,2022,Q3,Jhansi District,589478,25388945,9
13821,Uttar Pradesh,2022,Q3,Chandauli District,384127,6985851,9
13822,Uttar Pradesh,2022,Q3,Bhadohi District,292737,1539529,9
13823,Uttar Pradesh,2022,Q3,Pratapgarh District,476843,11074622,9
13824,Uttar Pradesh,2022,Q3,Saharanpur District,741236,21605787,9
13825,Uttar Pradesh,2022,Q3,Bara Banki District,375287,15079533,9
13826,Uttar Pradesh,2022,Q3,Bareilly District,977218,17067283,9
13827,Uttar Pradesh,2022,Q3,Sitapur District,514752,26067655,9
13828,Uttar Pradesh,2022,Q3,Sultanpur District,387814,8331039,9
13829,Uttar Pradesh,2022,Q3,Agra District,1426154,20256530,9
13830,Uttar Pradesh,2022,Q3,Fatehpur District,292522,15831282,9
13831,Uttar Pradesh,2022,Q3,Rae Bareli District,337333,13781451,9
13832,Uttar Pradesh,2022,Q3,Firozabad District,531310,10951452,9
13833,Uttar Pradesh,2022,Q3,Kheri District,577837,25859939,9
13834,Uttar Pradesh,2022,Q3,Gorakhpur District,1148103,14568239,9
13835,Uttar Pradesh,2022,Q3,Unnao District,376810,18095578,9
13836,Uttar Pradesh,2022,Q3,Prayagraj District,1678668,21471432,9
13837,Uttar Pradesh,2022,Q3,Sonbhadra District,348944,35727209,9
13838,Uttar Pradesh,2022,Q3,Ghazipur District,660956,7231266,9
13839,Uttar Pradesh,2022,Q3,Farrukhabad District,298591,10751823,9
13840,Uttar Pradesh,2022,Q3,Kannauj District,256849,9961259,9
13841,Uttar Pradesh,2022,Q3,Azamgarh District,746045,8473779,9
13842,Uttar Pradesh,2022,Q3,Ayodhya District,476884,8489087,9
13843,Uttar Pradesh,2022,Q3,Deoria District,632752,5016891,9
13844,Uttar Pradesh,2022,Q3,Ghaziabad District,2549377,10277514,9
13845,Uttar Pradesh,2022,Q4,Amethi District,331764,12719095,9
13846,Uttar Pradesh,2022,Q4,Siddharthnagar District,336532,16403045,9
13847,Uttar Pradesh,2022,Q4,Auraiya District,255605,9228119,9
13848,Uttar Pradesh,2022,Q4,Sambhal District,275307,14049528,9
13849,Uttar Pradesh,2022,Q4,Kanpur Nagar District,1673173,43605399,9
13850,Uttar Pradesh,2022,Q4,Aligarh District,912129,37404998,9
13851,Uttar Pradesh,2022,Q4,Mahoba District,137382,5528543,9
13852,Uttar Pradesh,2022,Q4,Lucknow District,2734333,79861785,9
13853,Uttar Pradesh,2022,Q4,Sant Kabeer Nagar District,260490,10659515,9
13854,Uttar Pradesh,2022,Q4,Hathras District,311414,14551102,9
13855,Uttar Pradesh,2022,Q4,Budaun District,363274,15614019,9
13856,Uttar Pradesh,2022,Q4,Moradabad District,619119,29244078,9
13857,Uttar Pradesh,2022,Q4,Kushinagar District,690975,28657586,9
13858,Uttar Pradesh,2022,Q4,Baghpat District,319482,12193476,9
13859,Uttar Pradesh,2022,Q4,Shahjahanpur District,422458,12943043,9
13860,Uttar Pradesh,2022,Q4,Muzaffarnagar District,596271,26153577,9
13861,Uttar Pradesh,2022,Q4,Ambedkar Nagar District,410216,13630487,9
13862,Uttar Pradesh,2022,Q4,Bahraich District,306258,12952792,9
13863,Uttar Pradesh,2022,Q4,Jalaun District,308934,12951272,9
13864,Uttar Pradesh,2022,Q4,Rampur District,331077,17519826,9
13865,Uttar Pradesh,2022,Q4,Ballia District,645949,22793841,9
13866,Uttar Pradesh,2022,Q4,Shravasti District,79245,3247524,9
13867,Uttar Pradesh,2022,Q4,Kasganj District,214531,8730028,9
13868,Uttar Pradesh,2022,Q4,Varanasi District,1641943,44430180,9
13869,Uttar Pradesh,2022,Q4,Gautam Buddha Nagar District,3286371,135511070,9
13870,Uttar Pradesh,2022,Q4,Basti District,434060,17777787,9
13871,Uttar Pradesh,2022,Q4,Shamli District,254021,12465356,9
13872,Uttar Pradesh,2022,Q4,Maharajganj District,444905,16267158,9
13873,Uttar Pradesh,2022,Q4,Etawah District,336655,13390833,9
13874,Uttar Pradesh,2022,Q4,Etah District,289979,13345986,9
13875,Uttar Pradesh,2022,Q4,Banda District,208349,7554225,9
13876,Uttar Pradesh,2022,Q4,Bijnor District,590130,23868834,9
13877,Uttar Pradesh,2022,Q4,Hardoi District,431274,14038931,9
13878,Uttar Pradesh,2022,Q4,Balrampur District,202052,11214039,9
13879,Uttar Pradesh,2022,Q4,Amroha District,328276,16744056,9
13880,Uttar Pradesh,2022,Q4,Pilibhit District,313713,10251429,9
13881,Uttar Pradesh,2022,Q4,Mainpuri District,335366,14017965,9
13882,Uttar Pradesh,2022,Q4,Kanpur Dehat District,253280,11126888,9
13883,Uttar Pradesh,2022,Q4,Jaunpur District,877935,30707983,9
13884,Uttar Pradesh,2022,Q4,Kaushambi District,171007,6690129,9
13885,Uttar Pradesh,2022,Q4,Hapur District,384529,16930134,9
13886,Uttar Pradesh,2022,Q4,Hamirpur District,174336,6534219,9
13887,Uttar Pradesh,2022,Q4,Meerut District,1127324,41185091,9
13888,Uttar Pradesh,2022,Q4,Mathura District,842841,38383011,9
13889,Uttar Pradesh,2022,Q4,Chitrakoot District,121558,5344757,9
13890,Uttar Pradesh,2022,Q4,Lalitpur District,208434,9504939,9
13891,Uttar Pradesh,2022,Q4,Mau District,394376,13957484,9
13892,Uttar Pradesh,2022,Q4,Mirzapur District,421064,14522855,9
13893,Uttar Pradesh,2022,Q4,Bulandshahr District,716597,33533669,9
13894,Uttar Pradesh,2022,Q4,Gonda District,410002,18882345,9
13895,Uttar Pradesh,2022,Q4,Jhansi District,618141,24090068,9
13896,Uttar Pradesh,2022,Q4,Chandauli District,402790,13759691,9
13897,Uttar Pradesh,2022,Q4,Bhadohi District,307145,9367591,9
13898,Uttar Pradesh,2022,Q4,Pratapgarh District,499521,18450397,9
13899,Uttar Pradesh,2022,Q4,Saharanpur District,776234,38406876,9
13900,Uttar Pradesh,2022,Q4,Bara Banki District,392384,14335451,9
13901,Uttar Pradesh,2022,Q4,Bareilly District,1025341,38525234,9
13902,Uttar Pradesh,2022,Q4,Sitapur District,538245,14354836,9
13903,Uttar Pradesh,2022,Q4,Sultanpur District,406332,14279533,9
13904,Uttar Pradesh,2022,Q4,Agra District,1497144,58125962,9
13905,Uttar Pradesh,2022,Q4,Fatehpur District,305820,9877022,9
13906,Uttar Pradesh,2022,Q4,Rae Bareli District,352816,12036471,9
13907,Uttar Pradesh,2022,Q4,Firozabad District,558101,20561220,9
13908,Uttar Pradesh,2022,Q4,Kheri District,604799,15896719,9
13909,Uttar Pradesh,2022,Q4,Gorakhpur District,1205580,41769201,9
13910,Uttar Pradesh,2022,Q4,Unnao District,393919,13070433,9
13911,Uttar Pradesh,2022,Q4,Prayagraj District,1763014,51367309,9
13912,Uttar Pradesh,2022,Q4,Sonbhadra District,365610,16739269,9
13913,Uttar Pradesh,2022,Q4,Ghazipur District,694386,24971104,9
13914,Uttar Pradesh,2022,Q4,Farrukhabad District,313379,12472311,9
13915,Uttar Pradesh,2022,Q4,Kannauj District,269252,11747502,9
13916,Uttar Pradesh,2022,Q4,Azamgarh District,781790,29451467,9
13917,Uttar Pradesh,2022,Q4,Ayodhya District,499779,17668034,9
13918,Uttar Pradesh,2022,Q4,Deoria District,663945,25778548,9
13919,Uttar Pradesh,2022,Q4,Ghaziabad District,2676888,76077511,9
13920,Uttarakhand,2018,Q1,Udham Singh Nagar District,100236,0,5
13921,Uttarakhand,2018,Q1,Haridwar District,104823,0,5
13922,Uttarakhand,2018,Q1,Almora District,11367,0,5
13923,Uttarakhand,2018,Q1,Pithoragarh District,8836,0,5
13924,Uttarakhand,2018,Q1,Rudraprayag District,4263,0,5
13925,Uttarakhand,2018,Q1,Pauri Garhwal District,20425,0,5
13926,Uttarakhand,2018,Q1,Bageshwar District,4231,0,5
13927,Uttarakhand,2018,Q1,Champawat District,5442,0,5
13928,Uttarakhand,2018,Q1,Nainital District,49083,0,5
13929,Uttarakhand,2018,Q1,Dehradun District,147998,0,5
13930,Uttarakhand,2018,Q1,Chamoli District,7493,0,5
13931,Uttarakhand,2018,Q1,Uttarkashi District,5816,0,5
13932,Uttarakhand,2018,Q1,Tehri Garhwal District,13030,0,5
13933,Uttarakhand,2018,Q2,Udham Singh Nagar District,132549,0,5
13934,Uttarakhand,2018,Q2,Haridwar District,140718,0,5
13935,Uttarakhand,2018,Q2,Almora District,15473,0,5
13936,Uttarakhand,2018,Q2,Pithoragarh District,12486,0,5
13937,Uttarakhand,2018,Q2,Rudraprayag District,6028,0,5
13938,Uttarakhand,2018,Q2,Pauri Garhwal District,28153,0,5
13939,Uttarakhand,2018,Q2,Bageshwar District,5915,0,5
13940,Uttarakhand,2018,Q2,Champawat District,7632,0,5
13941,Uttarakhand,2018,Q2,Nainital District,65142,0,5
13942,Uttarakhand,2018,Q2,Dehradun District,198296,0,5
13943,Uttarakhand,2018,Q2,Chamoli District,10502,0,5
13944,Uttarakhand,2018,Q2,Uttarkashi District,8227,0,5
13945,Uttarakhand,2018,Q2,Tehri Garhwal District,18021,0,5
13946,Uttarakhand,2018,Q3,Udham Singh Nagar District,162754,0,5
13947,Uttarakhand,2018,Q3,Haridwar District,174526,0,5
13948,Uttarakhand,2018,Q3,Almora District,20152,0,5
13949,Uttarakhand,2018,Q3,Pithoragarh District,16483,0,5
13950,Uttarakhand,2018,Q3,Rudraprayag District,7979,0,5
13951,Uttarakhand,2018,Q3,Pauri Garhwal District,36059,0,5
13952,Uttarakhand,2018,Q3,Bageshwar District,7784,0,5
13953,Uttarakhand,2018,Q3,Champawat District,9982,0,5
13954,Uttarakhand,2018,Q3,Nainital District,79936,0,5
13955,Uttarakhand,2018,Q3,Dehradun District,246477,0,5
13956,Uttarakhand,2018,Q3,Chamoli District,14112,0,5
13957,Uttarakhand,2018,Q3,Uttarkashi District,10793,0,5
13958,Uttarakhand,2018,Q3,Tehri Garhwal District,23575,0,5
13959,Uttarakhand,2018,Q4,Udham Singh Nagar District,200079,0,5
13960,Uttarakhand,2018,Q4,Haridwar District,217634,0,5
13961,Uttarakhand,2018,Q4,Almora District,26282,0,5
13962,Uttarakhand,2018,Q4,Pithoragarh District,21378,0,5
13963,Uttarakhand,2018,Q4,Rudraprayag District,10229,0,5
13964,Uttarakhand,2018,Q4,Pauri Garhwal District,45898,0,5
13965,Uttarakhand,2018,Q4,Bageshwar District,9800,0,5
13966,Uttarakhand,2018,Q4,Champawat District,12649,0,5
13967,Uttarakhand,2018,Q4,Nainital District,98591,0,5
13968,Uttarakhand,2018,Q4,Dehradun District,306969,0,5
13969,Uttarakhand,2018,Q4,Chamoli District,18391,0,5
13970,Uttarakhand,2018,Q4,Uttarkashi District,14114,0,5
13971,Uttarakhand,2018,Q4,Tehri Garhwal District,30089,0,5
13972,Uttarakhand,2019,Q1,Udham Singh Nagar District,238514,0,5
13973,Uttarakhand,2019,Q1,Haridwar District,262411,0,5
13974,Uttarakhand,2019,Q1,Almora District,33092,0,5
13975,Uttarakhand,2019,Q1,Pithoragarh District,26621,0,5
13976,Uttarakhand,2019,Q1,Rudraprayag District,12967,0,5
13977,Uttarakhand,2019,Q1,Pauri Garhwal District,56173,0,5
13978,Uttarakhand,2019,Q1,Bageshwar District,12260,0,5
13979,Uttarakhand,2019,Q1,Champawat District,15679,0,5
13980,Uttarakhand,2019,Q1,Nainital District,118824,0,5
13981,Uttarakhand,2019,Q1,Dehradun District,369578,0,5
13982,Uttarakhand,2019,Q1,Chamoli District,23274,0,5
13983,Uttarakhand,2019,Q1,Uttarkashi District,17873,0,5
13984,Uttarakhand,2019,Q1,Tehri Garhwal District,37689,0,5
13985,Uttarakhand,2019,Q2,Udham Singh Nagar District,266958,1445656,5
13986,Uttarakhand,2019,Q2,Haridwar District,299436,1709877,5
13987,Uttarakhand,2019,Q2,Almora District,39593,192173,5
13988,Uttarakhand,2019,Q2,Pithoragarh District,32308,148023,5
13989,Uttarakhand,2019,Q2,Rudraprayag District,15761,98011,5
13990,Uttarakhand,2019,Q2,Pauri Garhwal District,65607,322540,5
13991,Uttarakhand,2019,Q2,Bageshwar District,15082,57914,5
13992,Uttarakhand,2019,Q2,Champawat District,18443,75783,5
13993,Uttarakhand,2019,Q2,Nainital District,137114,606173,5
13994,Uttarakhand,2019,Q2,Dehradun District,428353,2311421,5
13995,Uttarakhand,2019,Q2,Chamoli District,28063,142260,5
13996,Uttarakhand,2019,Q2,Uttarkashi District,21969,107364,5
13997,Uttarakhand,2019,Q2,Tehri Garhwal District,45652,237084,5
13998,Uttarakhand,2019,Q3,Udham Singh Nagar District,292858,4445854,5
13999,Uttarakhand,2019,Q3,Haridwar District,334619,5961468,5
14000,Uttarakhand,2019,Q3,Almora District,44182,483290,5
14001,Uttarakhand,2019,Q3,Pithoragarh District,36353,424940,5
14002,Uttarakhand,2019,Q3,Rudraprayag District,18065,238590,5
14003,Uttarakhand,2019,Q3,Pauri Garhwal District,73363,882928,5
14004,Uttarakhand,2019,Q3,Bageshwar District,16943,159321,5
14005,Uttarakhand,2019,Q3,Champawat District,20481,236496,5
14006,Uttarakhand,2019,Q3,Nainital District,153561,1918096,5
14007,Uttarakhand,2019,Q3,Dehradun District,486157,8514501,5
14008,Uttarakhand,2019,Q3,Chamoli District,32036,404145,5
14009,Uttarakhand,2019,Q3,Uttarkashi District,25151,331612,5
14010,Uttarakhand,2019,Q3,Tehri Garhwal District,52090,659747,5
14011,Uttarakhand,2019,Q4,Udham Singh Nagar District,319839,5095900,5
14012,Uttarakhand,2019,Q4,Haridwar District,368737,6710304,5
14013,Uttarakhand,2019,Q4,Almora District,49664,617545,5
14014,Uttarakhand,2019,Q4,Pithoragarh District,40980,492315,5
14015,Uttarakhand,2019,Q4,Rudraprayag District,20470,266933,5
14016,Uttarakhand,2019,Q4,Pauri Garhwal District,81489,1047368,5
14017,Uttarakhand,2019,Q4,Bageshwar District,19160,187978,5
14018,Uttarakhand,2019,Q4,Champawat District,22957,268152,5
14019,Uttarakhand,2019,Q4,Nainital District,169212,2238913,5
14020,Uttarakhand,2019,Q4,Dehradun District,537026,10294347,5
14021,Uttarakhand,2019,Q4,Chamoli District,35948,451166,5
14022,Uttarakhand,2019,Q4,Uttarkashi District,28653,386533,5
14023,Uttarakhand,2019,Q4,Tehri Garhwal District,58542,796413,5
14024,Uttarakhand,2020,Q1,Udham Singh Nagar District,351112,5680060,5
14025,Uttarakhand,2020,Q1,Haridwar District,408768,7742684,5
14026,Uttarakhand,2020,Q1,Almora District,55964,654844,5
14027,Uttarakhand,2020,Q1,Pithoragarh District,46554,578620,5
14028,Uttarakhand,2020,Q1,Rudraprayag District,23316,313705,5
14029,Uttarakhand,2020,Q1,Pauri Garhwal District,90270,1126535,5
14030,Uttarakhand,2020,Q1,Bageshwar District,21756,240952,5
14031,Uttarakhand,2020,Q1,Champawat District,25824,318138,5
14032,Uttarakhand,2020,Q1,Nainital District,186948,2555070,5
14033,Uttarakhand,2020,Q1,Dehradun District,593420,11517755,5
14034,Uttarakhand,2020,Q1,Chamoli District,40668,535854,5
14035,Uttarakhand,2020,Q1,Uttarkashi District,32713,466273,5
14036,Uttarakhand,2020,Q1,Tehri Garhwal District,66293,900775,5
14037,Uttarakhand,2020,Q2,Udham Singh Nagar District,383547,5359520,5
14038,Uttarakhand,2020,Q2,Haridwar District,448939,7034053,5
14039,Uttarakhand,2020,Q2,Almora District,64523,1046539,5
14040,Uttarakhand,2020,Q2,Pithoragarh District,53375,800362,5
14041,Uttarakhand,2020,Q2,Rudraprayag District,26968,444634,5
14042,Uttarakhand,2020,Q2,Pauri Garhwal District,101276,1372488,5
14043,Uttarakhand,2020,Q2,Bageshwar District,25163,374922,5
14044,Uttarakhand,2020,Q2,Champawat District,29540,455707,5
14045,Uttarakhand,2020,Q2,Nainital District,206076,2619859,5
14046,Uttarakhand,2020,Q2,Dehradun District,649026,9008962,5
14047,Uttarakhand,2020,Q2,Chamoli District,46467,720942,5
14048,Uttarakhand,2020,Q2,Uttarkashi District,37671,652111,5
14049,Uttarakhand,2020,Q2,Tehri Garhwal District,75996,1184694,5
14050,Uttarakhand,2020,Q3,Udham Singh Nagar District,418390,6671041,5
14051,Uttarakhand,2020,Q3,Haridwar District,491252,8936480,5
14052,Uttarakhand,2020,Q3,Almora District,72829,1336245,5
14053,Uttarakhand,2020,Q3,Pithoragarh District,60279,1010673,5
14054,Uttarakhand,2020,Q3,Rudraprayag District,30389,547787,5
14055,Uttarakhand,2020,Q3,Pauri Garhwal District,112287,1825649,5
14056,Uttarakhand,2020,Q3,Bageshwar District,28329,461430,5
14057,Uttarakhand,2020,Q3,Champawat District,33279,555158,5
14058,Uttarakhand,2020,Q3,Nainital District,227497,3413516,5
14059,Uttarakhand,2020,Q3,Dehradun District,711303,12440947,5
14060,Uttarakhand,2020,Q3,Chamoli District,52184,906265,5
14061,Uttarakhand,2020,Q3,Uttarkashi District,42144,749397,5
14062,Uttarakhand,2020,Q3,Tehri Garhwal District,85276,1522760,5
14063,Uttarakhand,2020,Q4,Udham Singh Nagar District,456356,8491091,5
14064,Uttarakhand,2020,Q4,Haridwar District,537058,11230717,5
14065,Uttarakhand,2020,Q4,Almora District,81020,1556788,5
14066,Uttarakhand,2020,Q4,Pithoragarh District,67024,1215000,5
14067,Uttarakhand,2020,Q4,Rudraprayag District,33576,700549,5
14068,Uttarakhand,2020,Q4,Pauri Garhwal District,123892,2298463,5
14069,Uttarakhand,2020,Q4,Bageshwar District,31803,578048,5
14070,Uttarakhand,2020,Q4,Champawat District,36726,646822,5
14071,Uttarakhand,2020,Q4,Nainital District,249856,4658284,5
14072,Uttarakhand,2020,Q4,Dehradun District,779564,17251110,5
14073,Uttarakhand,2020,Q4,Chamoli District,58039,1139012,5
14074,Uttarakhand,2020,Q4,Uttarkashi District,46810,895893,5
14075,Uttarakhand,2020,Q4,Tehri Garhwal District,94520,1903111,5
14076,Uttarakhand,2021,Q1,Udham Singh Nagar District,492646,9428732,5
14077,Uttarakhand,2021,Q1,Haridwar District,580532,13357801,5
14078,Uttarakhand,2021,Q1,Almora District,87354,1315830,5
14079,Uttarakhand,2021,Q1,Pithoragarh District,72579,1110149,5
14080,Uttarakhand,2021,Q1,Rudraprayag District,36234,579475,5
14081,Uttarakhand,2021,Q1,Pauri Garhwal District,133484,2364521,5
14082,Uttarakhand,2021,Q1,Bageshwar District,34317,507210,5
14083,Uttarakhand,2021,Q1,Champawat District,39747,598839,5
14084,Uttarakhand,2021,Q1,Nainital District,269308,5003855,5
14085,Uttarakhand,2021,Q1,Dehradun District,840361,21152787,5
14086,Uttarakhand,2021,Q1,Chamoli District,62779,1060621,5
14087,Uttarakhand,2021,Q1,Uttarkashi District,50696,877255,5
14088,Uttarakhand,2021,Q1,Tehri Garhwal District,102085,1925185,5
