,State,Year,Entity_type,Quarter,District&pincode,Transaction_count,Total_amount,id
0,Andaman & Nicobar Island,2018,district,Q1,South Andaman,5688,12560249,35
1,Andaman & Nicobar Island,2018,district,Q1,Nicobars,528,1139848,35
2,Andaman & Nicobar Island,2018,district,Q1,North And Middle Andaman,442,931663,35
3,Andaman & Nicobar Island,2018,pincode,Q1,744101,1622,2769297,35
4,Andaman & Nicobar Island,2018,pincode,Q1,744103,1223,2238041,35
5,Andaman & Nicobar Island,2018,pincode,Q1,744102,969,3519059,35
6,Andaman & Nicobar Island,2018,pincode,Q1,744105,685,1298560,35
7,Andaman & Nicobar Island,2018,pincode,Q1,744104,340,1039715,35
8,Andaman & Nicobar Island,2018,pincode,Q1,744107,302,556059,35
9,Andaman & Nicobar Island,2018,pincode,Q1,744301,283,445739,35
10,Andaman & Nicobar Island,2018,pincode,Q1,744112,269,333709,35
11,Andaman & Nicobar Island,2018,pincode,Q1,744202,193,238914,35
12,Andaman & Nicobar Island,2018,pincode,Q1,744302,168,547469,35
13,Andaman & Nicobar Island,2018,district,Q2,South Andaman,9395,23948235,35
14,Andaman & Nicobar Island,2018,district,Q2,Nicobars,1120,3072436,35
15,Andaman & Nicobar Island,2018,district,Q2,North And Middle Andaman,825,1317863,35
16,Andaman & Nicobar Island,2018,pincode,Q2,744101,2701,6310089,35
17,Andaman & Nicobar Island,2018,pincode,Q2,744103,1965,4752146,35
18,Andaman & Nicobar Island,2018,pincode,Q2,744102,1525,5810267,35
19,Andaman & Nicobar Island,2018,pincode,Q2,744105,997,2200332,35
20,Andaman & Nicobar Island,2018,pincode,Q2,744301,767,1953749,35
21,Andaman & Nicobar Island,2018,pincode,Q2,744104,659,1650346,35
22,Andaman & Nicobar Island,2018,pincode,Q2,744107,594,1601569,35
23,Andaman & Nicobar Island,2018,pincode,Q2,744112,432,578829,35
24,Andaman & Nicobar Island,2018,pincode,Q2,744202,405,626523,35
25,Andaman & Nicobar Island,2018,pincode,Q2,744302,291,1026590,35
26,Andaman & Nicobar Island,2018,district,Q3,South Andaman,13511,44268112,35
27,Andaman & Nicobar Island,2018,district,Q3,Nicobars,1471,6387829,35
28,Andaman & Nicobar Island,2018,district,Q3,North And Middle Andaman,1283,4901529,35
29,Andaman & Nicobar Island,2018,pincode,Q3,744101,3462,10833893,35
30,Andaman & Nicobar Island,2018,pincode,Q3,744103,3182,10184154,35
31,Andaman & Nicobar Island,2018,pincode,Q3,744102,2224,10365275,35
32,Andaman & Nicobar Island,2018,pincode,Q3,744105,1613,5152534,35
33,Andaman & Nicobar Island,2018,pincode,Q3,744104,1029,2588077,35
34,Andaman & Nicobar Island,2018,pincode,Q3,744301,975,4256576,35
35,Andaman & Nicobar Island,2018,pincode,Q3,744112,579,1145815,35
36,Andaman & Nicobar Island,2018,pincode,Q3,744107,547,1492405,35
37,Andaman & Nicobar Island,2018,pincode,Q3,744302,417,1976781,35
38,Andaman & Nicobar Island,2018,pincode,Q3,744202,341,2099404,35
39,Andaman & Nicobar Island,2018,district,Q4,South Andaman,20136,75411840,35
40,Andaman & Nicobar Island,2018,district,Q4,North And Middle Andaman,2137,7955635,35
41,Andaman & Nicobar Island,2018,district,Q4,Nicobars,1485,7180859,35
42,Andaman & Nicobar Island,2018,pincode,Q4,744101,4674,16392855,35
43,Andaman & Nicobar Island,2018,pincode,Q4,744103,4576,17022520,35
44,Andaman & Nicobar Island,2018,pincode,Q4,744102,3306,17019977,35
45,Andaman & Nicobar Island,2018,pincode,Q4,744105,2513,9935282,35
46,Andaman & Nicobar Island,2018,pincode,Q4,744104,1432,6091757,35
47,Andaman & Nicobar Island,2018,pincode,Q4,744211,1225,3451359,35
48,Andaman & Nicobar Island,2018,pincode,Q4,744301,928,4606293,35
49,Andaman & Nicobar Island,2018,pincode,Q4,744112,759,2208675,35
50,Andaman & Nicobar Island,2018,pincode,Q4,744107,747,1825659,35
51,Andaman & Nicobar Island,2018,pincode,Q4,744202,702,3797054,35
52,Andaman & Nicobar Island,2019,district,Q1,South Andaman,25683,85501972,35
53,Andaman & Nicobar Island,2019,district,Q1,North And Middle Andaman,3264,9561708,35
54,Andaman & Nicobar Island,2019,district,Q1,Nicobars,1539,7236059,35
55,Andaman & Nicobar Island,2019,pincode,Q1,744103,5742,19401964,35
56,Andaman & Nicobar Island,2019,pincode,Q1,744101,5156,15501306,35
57,Andaman & Nicobar Island,2019,pincode,Q1,744102,3925,16683547,35
58,Andaman & Nicobar Island,2019,pincode,Q1,744105,3553,11588669,35
59,Andaman & Nicobar Island,2019,pincode,Q1,744104,2833,9141657,35
60,Andaman & Nicobar Island,2019,pincode,Q1,744211,1511,5794838,35
61,Andaman & Nicobar Island,2019,pincode,Q1,744202,1112,3613381,35
62,Andaman & Nicobar Island,2019,pincode,Q1,744107,1029,3592930,35
63,Andaman & Nicobar Island,2019,pincode,Q1,744301,920,4652963,35
64,Andaman & Nicobar Island,2019,pincode,Q1,744112,802,1893718,35
65,Andaman & Nicobar Island,2019,district,Q2,South Andaman,28490,102530955,35
66,Andaman & Nicobar Island,2019,district,Q2,North And Middle Andaman,3371,8612103,35
67,Andaman & Nicobar Island,2019,district,Q2,Nicobars,1828,9111650,35
68,Andaman & Nicobar Island,2019,pincode,Q2,744104,6142,15625676,35
69,Andaman & Nicobar Island,2019,pincode,Q2,744103,5847,23751450,35
70,Andaman & Nicobar Island,2019,pincode,Q2,744101,4863,19061125,35
71,Andaman & Nicobar Island,2019,pincode,Q2,744102,4120,18948733,35
72,Andaman & Nicobar Island,2019,pincode,Q2,744105,3500,13418692,35
73,Andaman & Nicobar Island,2019,pincode,Q2,744202,1153,3619993,35
74,Andaman & Nicobar Island,2019,pincode,Q2,744107,1124,2967445,35
75,Andaman & Nicobar Island,2019,pincode,Q2,744211,1047,3168331,35
76,Andaman & Nicobar Island,2019,pincode,Q2,744301,1007,4849284,35
77,Andaman & Nicobar Island,2019,pincode,Q2,744112,763,2928099,35
78,Andaman & Nicobar Island,2019,district,Q3,South Andaman,27421,91023888,35
79,Andaman & Nicobar Island,2019,district,Q3,North And Middle Andaman,4049,11481466,35
80,Andaman & Nicobar Island,2019,district,Q3,Nicobars,2300,11566421,35
81,Andaman & Nicobar Island,2019,pincode,Q3,744103,5680,19906337,35
82,Andaman & Nicobar Island,2019,pincode,Q3,744101,5606,18745152,35
83,Andaman & Nicobar Island,2019,pincode,Q3,744104,4786,15754793,35
84,Andaman & Nicobar Island,2019,pincode,Q3,744102,3643,14572605,35
85,Andaman & Nicobar Island,2019,pincode,Q3,744105,3512,11767223,35
86,Andaman & Nicobar Island,2019,pincode,Q3,744202,1417,3875602,35
87,Andaman & Nicobar Island,2019,pincode,Q3,744301,1402,6195496,35
88,Andaman & Nicobar Island,2019,pincode,Q3,744211,1118,2983697,35
89,Andaman & Nicobar Island,2019,pincode,Q3,744107,914,1988299,35
90,Andaman & Nicobar Island,2019,pincode,Q3,744112,833,2198831,35
91,Andaman & Nicobar Island,2019,district,Q4,South Andaman,27843,110930312,35
92,Andaman & Nicobar Island,2019,district,Q4,North And Middle Andaman,4716,13524056,35
93,Andaman & Nicobar Island,2019,district,Q4,Nicobars,2600,12384161,35
94,Andaman & Nicobar Island,2019,pincode,Q4,744104,6633,20626642,35
95,Andaman & Nicobar Island,2019,pincode,Q4,744101,5282,23247752,35
96,Andaman & Nicobar Island,2019,pincode,Q4,744103,4840,19792507,35
97,Andaman & Nicobar Island,2019,pincode,Q4,744105,3528,15302141,35
98,Andaman & Nicobar Island,2019,pincode,Q4,744102,3237,15350444,35
99,Andaman & Nicobar Island,2019,pincode,Q4,744202,1783,5800016,35
100,Andaman & Nicobar Island,2019,pincode,Q4,744211,1596,7908264,35
101,Andaman & Nicobar Island,2019,pincode,Q4,744301,1549,7056478,35
102,Andaman & Nicobar Island,2019,pincode,Q4,744201,886,946768,35
103,Andaman & Nicobar Island,2019,pincode,Q4,744107,777,3030368,35
104,Andaman & Nicobar Island,2020,district,Q1,South Andaman,32713,134679396,35
105,Andaman & Nicobar Island,2020,district,Q1,North And Middle Andaman,5674,14697371,35
106,Andaman & Nicobar Island,2020,district,Q1,Nicobars,2911,12099543,35
107,Andaman & Nicobar Island,2020,pincode,Q1,744101,11793,58229349,35
108,Andaman & Nicobar Island,2020,pincode,Q1,744103,5870,22009443,35
109,Andaman & Nicobar Island,2020,pincode,Q1,744105,4635,16774043,35
110,Andaman & Nicobar Island,2020,pincode,Q1,744102,3820,14517706,35
111,Andaman & Nicobar Island,2020,pincode,Q1,744211,1837,8425387,35
112,Andaman & Nicobar Island,2020,pincode,Q1,744301,1819,6901162,35
113,Andaman & Nicobar Island,2020,pincode,Q1,744202,1794,5037742,35
114,Andaman & Nicobar Island,2020,pincode,Q1,744104,1302,5293130,35
115,Andaman & Nicobar Island,2020,pincode,Q1,744201,1157,1242638,35
116,Andaman & Nicobar Island,2020,pincode,Q1,744107,1043,2990354,35
117,Andaman & Nicobar Island,2020,district,Q2,South Andaman,48088,132855778,35
118,Andaman & Nicobar Island,2020,district,Q2,North And Middle Andaman,10979,22447714,35
119,Andaman & Nicobar Island,2020,district,Q2,Nicobars,3895,14341508,35
120,Andaman & Nicobar Island,2020,pincode,Q2,744101,11868,48293323,35
121,Andaman & Nicobar Island,2020,pincode,Q2,744103,10035,26197535,35
122,Andaman & Nicobar Island,2020,pincode,Q2,744105,9341,23203019,35
123,Andaman & Nicobar Island,2020,pincode,Q2,744102,6012,17786750,35
124,Andaman & Nicobar Island,2020,pincode,Q2,744202,3722,8924121,35
125,Andaman & Nicobar Island,2020,pincode,Q2,744107,2555,3980470,35
126,Andaman & Nicobar Island,2020,pincode,Q2,744301,2275,9055232,35
127,Andaman & Nicobar Island,2020,pincode,Q2,744211,2045,3319717,35
128,Andaman & Nicobar Island,2020,pincode,Q2,744205,1847,4459064,35
129,Andaman & Nicobar Island,2020,pincode,Q2,744104,1840,3334591,35
130,Andaman & Nicobar Island,2020,district,Q3,South Andaman,95323,282366109,35
131,Andaman & Nicobar Island,2020,district,Q3,North And Middle Andaman,16747,33486883,35
132,Andaman & Nicobar Island,2020,district,Q3,Nicobars,5413,22166453,35
133,Andaman & Nicobar Island,2020,pincode,Q3,744101,24386,100439119,35
134,Andaman & Nicobar Island,2020,pincode,Q3,744103,21272,60332278,35
135,Andaman & Nicobar Island,2020,pincode,Q3,744105,17166,44061506,35
136,Andaman & Nicobar Island,2020,pincode,Q3,744102,13934,43077189,35
137,Andaman & Nicobar Island,2020,pincode,Q3,744202,5779,11975748,35
138,Andaman & Nicobar Island,2020,pincode,Q3,744107,4753,7628018,35
139,Andaman & Nicobar Island,2020,pincode,Q3,744104,3468,7353834,35
140,Andaman & Nicobar Island,2020,pincode,Q3,744112,3422,6067986,35
141,Andaman & Nicobar Island,2020,pincode,Q3,744301,3071,13352610,35
142,Andaman & Nicobar Island,2020,pincode,Q3,744205,2991,7535645,35
143,Andaman & Nicobar Island,2020,district,Q4,South Andaman,186494,523122462,35
144,Andaman & Nicobar Island,2020,district,Q4,North And Middle Andaman,29349,68941322,35
145,Andaman & Nicobar Island,2020,district,Q4,Nicobars,8688,35218871,35
146,Andaman & Nicobar Island,2020,pincode,Q4,744103,46884,138264791,35
147,Andaman & Nicobar Island,2020,pincode,Q4,744101,40392,136401368,35
148,Andaman & Nicobar Island,2020,pincode,Q4,744105,34410,87838226,35
149,Andaman & Nicobar Island,2020,pincode,Q4,744102,26694,76348598,35
150,Andaman & Nicobar Island,2020,pincode,Q4,744202,10949,25543799,35
151,Andaman & Nicobar Island,2020,pincode,Q4,744107,9743,18083250,35
152,Andaman & Nicobar Island,2020,pincode,Q4,744104,7654,19126095,35
153,Andaman & Nicobar Island,2020,pincode,Q4,744112,7016,15890275,35
154,Andaman & Nicobar Island,2020,pincode,Q4,744205,5118,12002695,35
155,Andaman & Nicobar Island,2020,pincode,Q4,744201,5011,6777275,35
156,Andaman & Nicobar Island,2021,district,Q1,South Andaman,207092,669604045,35
157,Andaman & Nicobar Island,2021,district,Q1,North And Middle Andaman,27358,75027255,35
158,Andaman & Nicobar Island,2021,district,Q1,Nicobars,10302,39075266,35
159,Andaman & Nicobar Island,2021,pincode,Q1,744101,55726,190830957,35
160,Andaman & Nicobar Island,2021,pincode,Q1,744103,47328,158404100,35
161,Andaman & Nicobar Island,2021,pincode,Q1,744105,35467,111571687,35
162,Andaman & Nicobar Island,2021,pincode,Q1,744102,23957,80750048,35
163,Andaman & Nicobar Island,2021,pincode,Q1,744211,10648,34956327,35
164,Andaman & Nicobar Island,2021,pincode,Q1,744202,10597,28127629,35
165,Andaman & Nicobar Island,2021,pincode,Q1,744107,8848,19627951,35
166,Andaman & Nicobar Island,2021,pincode,Q1,744104,8799,27854306,35
167,Andaman & Nicobar Island,2021,pincode,Q1,744112,7113,21084790,35
168,Andaman & Nicobar Island,2021,pincode,Q1,744301,5630,22671937,35
169,Andaman & Nicobar Island,2021,district,Q2,South Andaman,286907,760893020,35
170,Andaman & Nicobar Island,2021,district,Q2,North And Middle Andaman,39200,90233388,35
171,Andaman & Nicobar Island,2021,district,Q2,Nicobars,15307,48020606,35
172,Andaman & Nicobar Island,2021,pincode,Q2,744101,73334,227585492,35
173,Andaman & Nicobar Island,2021,pincode,Q2,744103,66321,174752815,35
174,Andaman & Nicobar Island,2021,pincode,Q2,744105,52645,134835744,35
175,Andaman & Nicobar Island,2021,pincode,Q2,744102,34289,100890426,35
176,Andaman & Nicobar Island,2021,pincode,Q2,744202,16476,40647907,35
177,Andaman & Nicobar Island,2021,pincode,Q2,744107,14524,24690581,35
178,Andaman & Nicobar Island,2021,pincode,Q2,744104,11278,28333852,35
179,Andaman & Nicobar Island,2021,pincode,Q2,744211,10182,20377949,35
180,Andaman & Nicobar Island,2021,pincode,Q2,744112,9635,21637658,35
181,Andaman & Nicobar Island,2021,pincode,Q2,744301,8463,27666837,35
182,Andaman & Nicobar Island,2021,district,Q3,South Andaman,382418,1116789010,35
183,Andaman & Nicobar Island,2021,district,Q3,North And Middle Andaman,46592,118254865,35
184,Andaman & Nicobar Island,2021,district,Q3,Nicobars,20754,74980519,35
185,Andaman & Nicobar Island,2021,pincode,Q3,744101,116324,388328168,35
186,Andaman & Nicobar Island,2021,pincode,Q3,744103,84790,246433385,35
187,Andaman & Nicobar Island,2021,pincode,Q3,744105,67257,185238368,35
188,Andaman & Nicobar Island,2021,pincode,Q3,744102,43850,131239564,35
189,Andaman & Nicobar Island,2021,pincode,Q3,744202,19088,48475163,35
190,Andaman & Nicobar Island,2021,pincode,Q3,744107,16203,37962312,35
191,Andaman & Nicobar Island,2021,pincode,Q3,744104,14657,35301326,35
192,Andaman & Nicobar Island,2021,pincode,Q3,744112,11565,28491553,35
193,Andaman & Nicobar Island,2021,pincode,Q3,744301,11553,43464511,35
194,Andaman & Nicobar Island,2021,pincode,Q3,744211,9655,19497765,35
195,Andaman & Nicobar Island,2021,district,Q4,South Andaman,558571,1694794708,35
196,Andaman & Nicobar Island,2021,district,Q4,North And Middle Andaman,53115,156486112,35
197,Andaman & Nicobar Island,2021,district,Q4,Nicobars,24437,81329281,35
198,Andaman & Nicobar Island,2021,pincode,Q4,744101,165719,533026207,35
199,Andaman & Nicobar Island,2021,pincode,Q4,744103,121613,372243734,35
200,Andaman & Nicobar Island,2021,pincode,Q4,744105,95028,281223411,35
201,Andaman & Nicobar Island,2021,pincode,Q4,744102,58258,174623253,35
202,Andaman & Nicobar Island,2021,pincode,Q4,744211,27938,94222862,35
203,Andaman & Nicobar Island,2021,pincode,Q4,744104,25662,69245386,35
204,Andaman & Nicobar Island,2021,pincode,Q4,744202,21913,67790798,35
205,Andaman & Nicobar Island,2021,pincode,Q4,744107,21397,52036029,35
206,Andaman & Nicobar Island,2021,pincode,Q4,744112,18915,55448543,35
207,Andaman & Nicobar Island,2021,pincode,Q4,744301,14553,47792330,35
208,Andaman & Nicobar Island,2022,district,Q1,South Andaman,705512,1872991195,35
209,Andaman & Nicobar Island,2022,district,Q1,North And Middle Andaman,60059,161624878,35
210,Andaman & Nicobar Island,2022,district,Q1,Nicobars,29177,94414127,35
211,Andaman & Nicobar Island,2022,pincode,Q1,744101,209941,615978080,35
212,Andaman & Nicobar Island,2022,pincode,Q1,744103,157230,399715980,35
213,Andaman & Nicobar Island,2022,pincode,Q1,744105,122716,321850608,35
214,Andaman & Nicobar Island,2022,pincode,Q1,744102,74883,193336549,35
215,Andaman & Nicobar Island,2022,pincode,Q1,744104,32471,72915521,35
216,Andaman & Nicobar Island,2022,pincode,Q1,744211,30272,86955570,35
217,Andaman & Nicobar Island,2022,pincode,Q1,744107,25379,58776727,35
218,Andaman & Nicobar Island,2022,pincode,Q1,744202,24022,68519268,35
219,Andaman & Nicobar Island,2022,pincode,Q1,744112,23471,55469783,35
220,Andaman & Nicobar Island,2022,pincode,Q1,744301,17630,56879992,35
221,Andaman & Nicobar Island,2022,district,Q2,South Andaman,954875,2357326563,35
222,Andaman & Nicobar Island,2022,district,Q2,North And Middle Andaman,72573,195693167,35
223,Andaman & Nicobar Island,2022,district,Q2,Nicobars,43769,132900618,35
224,Andaman & Nicobar Island,2022,pincode,Q2,744101,252722,702122365,35
225,Andaman & Nicobar Island,2022,pincode,Q2,744103,230746,561168775,35
226,Andaman & Nicobar Island,2022,pincode,Q2,744105,176252,415796516,35
227,Andaman & Nicobar Island,2022,pincode,Q2,744102,101551,240451609,35
228,Andaman & Nicobar Island,2022,pincode,Q2,744104,47069,94335358,35
229,Andaman & Nicobar Island,2022,pincode,Q2,744211,40245,108788594,35
230,Andaman & Nicobar Island,2022,pincode,Q2,744107,36402,82851064,35
231,Andaman & Nicobar Island,2022,pincode,Q2,744112,32548,70178309,35
232,Andaman & Nicobar Island,2022,pincode,Q2,744202,27750,84587978,35
233,Andaman & Nicobar Island,2022,pincode,Q2,744301,26170,74485462,35
234,Andaman & Nicobar Island,2022,district,Q3,South Andaman,1455255,2967719400,35
235,Andaman & Nicobar Island,2022,district,Q3,North And Middle Andaman,79574,211581970,35
236,Andaman & Nicobar Island,2022,district,Q3,Nicobars,49550,131330400,35
237,Andaman & Nicobar Island,2022,pincode,Q3,744104,497273,951370315,35
238,Andaman & Nicobar Island,2022,pincode,Q3,744103,259994,545653686,35
239,Andaman & Nicobar Island,2022,pincode,Q3,744101,213864,444967255,35
240,Andaman & Nicobar Island,2022,pincode,Q3,744105,208055,438754611,35
241,Andaman & Nicobar Island,2022,pincode,Q3,744102,114416,239581586,35
242,Andaman & Nicobar Island,2022,pincode,Q3,744107,40466,85492008,35
243,Andaman & Nicobar Island,2022,pincode,Q3,744112,38350,74030563,35
244,Andaman & Nicobar Island,2022,pincode,Q3,744211,37918,89671382,35
245,Andaman & Nicobar Island,2022,pincode,Q3,744202,29918,85509005,35
246,Andaman & Nicobar Island,2022,pincode,Q3,744301,27668,70002553,35
247,Andaman & Nicobar Island,2022,district,Q4,South Andaman,1835592,3600887266,35
248,Andaman & Nicobar Island,2022,district,Q4,North And Middle Andaman,93297,241431284,35
249,Andaman & Nicobar Island,2022,district,Q4,Nicobars,58646,142355853,35
250,Andaman & Nicobar Island,2022,pincode,Q4,744104,684366,1309407988,35
251,Andaman & Nicobar Island,2022,pincode,Q4,744103,304600,612929267,35
252,Andaman & Nicobar Island,2022,pincode,Q4,744105,258097,505662756,35
253,Andaman & Nicobar Island,2022,pincode,Q4,744101,243494,467192496,35
254,Andaman & Nicobar Island,2022,pincode,Q4,744102,134923,264371699,35
255,Andaman & Nicobar Island,2022,pincode,Q4,744211,56491,137253267,35
256,Andaman & Nicobar Island,2022,pincode,Q4,744107,54192,104539818,35
257,Andaman & Nicobar Island,2022,pincode,Q4,744112,46364,82461782,35
258,Andaman & Nicobar Island,2022,pincode,Q4,744202,34689,94217164,35
259,Andaman & Nicobar Island,2022,pincode,Q4,744301,33669,82466591,35
260,Andhra Pradesh,2018,district,Q1,Visakhapatnam,1256469,1749966196,28
261,Andhra Pradesh,2018,district,Q1,East Godavari,943935,1235785515,28
262,Andhra Pradesh,2018,district,Q1,Krishna,863935,1284255179,28
263,Andhra Pradesh,2018,district,Q1,Chittoor,830324,1009621878,28
264,Andhra Pradesh,2018,district,Q1,Guntur,815932,1108686589,28
265,Andhra Pradesh,2018,district,Q1,Kurnool,679623,764905298,28
266,Andhra Pradesh,2018,district,Q1,Anantapur,638664,788830646,28
267,Andhra Pradesh,2018,district,Q1,West Godavari,577090,853547668,28
268,Andhra Pradesh,2018,district,Q1,Prakasam,534757,748990775,28
269,Andhra Pradesh,2018,district,Q1,Spsr Nellore,531612,676643237,28
270,Andhra Pradesh,2018,pincode,Q1,517501,110496,163487278,28
271,Andhra Pradesh,2018,pincode,Q1,520001,96883,170605900,28
272,Andhra Pradesh,2018,pincode,Q1,515001,92754,133522310,28
273,Andhra Pradesh,2018,pincode,Q1,517507,88132,127450018,28
274,Andhra Pradesh,2018,pincode,Q1,516001,84644,131194265,28
275,Andhra Pradesh,2018,pincode,Q1,518502,82421,68040306,28
276,Andhra Pradesh,2018,pincode,Q1,530016,81891,140880970,28
277,Andhra Pradesh,2018,pincode,Q1,520010,69581,119009921,28
278,Andhra Pradesh,2018,pincode,Q1,516360,68340,101612118,28
279,Andhra Pradesh,2018,pincode,Q1,518501,68193,81006512,28
280,Andhra Pradesh,2018,district,Q2,Visakhapatnam,1641192,2987853607,28
281,Andhra Pradesh,2018,district,Q2,Krishna,1224987,2448141593,28
282,Andhra Pradesh,2018,district,Q2,East Godavari,1221677,2168914928,28
283,Andhra Pradesh,2018,district,Q2,Chittoor,1185723,1990419125,28
284,Andhra Pradesh,2018,district,Q2,Guntur,1088101,2108475811,28
285,Andhra Pradesh,2018,district,Q2,Kurnool,968439,1531888665,28
286,Andhra Pradesh,2018,district,Q2,Anantapur,937023,1690366079,28
287,Andhra Pradesh,2018,district,Q2,West Godavari,786033,1688025212,28
288,Andhra Pradesh,2018,district,Q2,Spsr Nellore,780454,1542057934,28
289,Andhra Pradesh,2018,district,Q2,Prakasam,739991,1571167562,28
290,Andhra Pradesh,2018,pincode,Q2,517501,165506,305629373,28
291,Andhra Pradesh,2018,pincode,Q2,518502,140893,127814123,28
292,Andhra Pradesh,2018,pincode,Q2,515001,129798,285924993,28
293,Andhra Pradesh,2018,pincode,Q2,517507,127731,243405277,28
294,Andhra Pradesh,2018,pincode,Q2,520001,123176,271911611,28
295,Andhra Pradesh,2018,pincode,Q2,516001,114806,242175477,28
296,Andhra Pradesh,2018,pincode,Q2,530016,111874,235770318,28
297,Andhra Pradesh,2018,pincode,Q2,520010,100630,220730389,28
298,Andhra Pradesh,2018,pincode,Q2,516360,96619,197068813,28
299,Andhra Pradesh,2018,pincode,Q2,518501,93442,163942778,28
300,Andhra Pradesh,2018,district,Q3,Visakhapatnam,3394576,4821892253,28
301,Andhra Pradesh,2018,district,Q3,East Godavari,3226907,3551247095,28
302,Andhra Pradesh,2018,district,Q3,Kurnool,2921189,2908389261,28
303,Andhra Pradesh,2018,district,Q3,Krishna,2396934,3754202654,28
304,Andhra Pradesh,2018,district,Q3,Chittoor,2297429,3283517630,28
305,Andhra Pradesh,2018,district,Q3,Guntur,1912529,3127764663,28
306,Andhra Pradesh,2018,district,Q3,Anantapur,1815215,2681787750,28
307,Andhra Pradesh,2018,district,Q3,Ysr,1557444,2235904512,28
308,Andhra Pradesh,2018,district,Q3,West Godavari,1431282,2309078492,28
309,Andhra Pradesh,2018,district,Q3,Prakasam,1319651,2346453445,28
310,Andhra Pradesh,2018,pincode,Q3,518502,1300146,709765829,28
311,Andhra Pradesh,2018,pincode,Q3,533437,421968,240766495,28
312,Andhra Pradesh,2018,pincode,Q3,518501,296154,291247918,28
313,Andhra Pradesh,2018,pincode,Q3,517501,295403,466133618,28
314,Andhra Pradesh,2018,pincode,Q3,515001,276595,438158383,28
315,Andhra Pradesh,2018,pincode,Q3,530016,234494,380410223,28
316,Andhra Pradesh,2018,pincode,Q3,517507,233347,386563858,28
317,Andhra Pradesh,2018,pincode,Q3,516259,220165,109844218,28
318,Andhra Pradesh,2018,pincode,Q3,520011,213275,291805923,28
319,Andhra Pradesh,2018,pincode,Q3,520001,206435,371140000,28
320,Andhra Pradesh,2018,district,Q4,Visakhapatnam,4791421,7366635864,28
321,Andhra Pradesh,2018,district,Q4,Chittoor,3166201,4979093890,28
322,Andhra Pradesh,2018,district,Q4,East Godavari,3052762,4652624623,28
323,Andhra Pradesh,2018,district,Q4,Krishna,2839161,5416251838,28
324,Andhra Pradesh,2018,district,Q4,Guntur,2546620,4730251217,28
325,Andhra Pradesh,2018,district,Q4,Kurnool,2508530,3626544852,28
326,Andhra Pradesh,2018,district,Q4,Anantapur,2286391,3975878156,28
327,Andhra Pradesh,2018,district,Q4,Spsr Nellore,1814997,3293448556,28
328,Andhra Pradesh,2018,district,Q4,Ysr,1732527,3252340063,28
329,Andhra Pradesh,2018,district,Q4,Prakasam,1692862,3255254226,28
330,Andhra Pradesh,2018,pincode,Q4,518502,441662,332201263,28
331,Andhra Pradesh,2018,pincode,Q4,517501,423357,714887920,28
332,Andhra Pradesh,2018,pincode,Q4,530016,367619,575982481,28
333,Andhra Pradesh,2018,pincode,Q4,515001,355695,651952970,28
334,Andhra Pradesh,2018,pincode,Q4,517507,318300,594747982,28
335,Andhra Pradesh,2018,pincode,Q4,530003,277131,356075793,28
336,Andhra Pradesh,2018,pincode,Q4,516001,269798,572252390,28
337,Andhra Pradesh,2018,pincode,Q4,520010,250261,492229977,28
338,Andhra Pradesh,2018,pincode,Q4,530017,248725,326891428,28
339,Andhra Pradesh,2018,pincode,Q4,518501,248520,357423401,28
340,Andhra Pradesh,2019,district,Q1,Visakhapatnam,9690866,13459857440,28
341,Andhra Pradesh,2019,district,Q1,Chittoor,6486813,8223371732,28
342,Andhra Pradesh,2019,district,Q1,Krishna,5443981,9061346433,28
343,Andhra Pradesh,2019,district,Q1,East Godavari,5440146,7382264724,28
344,Andhra Pradesh,2019,district,Q1,Guntur,4846553,7765934169,28
345,Andhra Pradesh,2019,district,Q1,Kurnool,4193432,5541564892,28
346,Andhra Pradesh,2019,district,Q1,Anantapur,3891336,6044730653,28
347,Andhra Pradesh,2019,district,Q1,Spsr Nellore,3333584,5161932216,28
348,Andhra Pradesh,2019,district,Q1,Prakasam,2931081,4807527779,28
349,Andhra Pradesh,2019,district,Q1,Ysr,2852197,4915811593,28
350,Andhra Pradesh,2019,pincode,Q1,530001,950821,1529039457,28
351,Andhra Pradesh,2019,pincode,Q1,517501,922416,1244725311,28
352,Andhra Pradesh,2019,pincode,Q1,520001,814616,1462807205,28
353,Andhra Pradesh,2019,pincode,Q1,530016,684611,960022481,28
354,Andhra Pradesh,2019,pincode,Q1,517507,671661,1009128524,28
355,Andhra Pradesh,2019,pincode,Q1,515001,609682,1009938283,28
356,Andhra Pradesh,2019,pincode,Q1,518502,545426,389782596,28
357,Andhra Pradesh,2019,pincode,Q1,530003,527667,590799502,28
358,Andhra Pradesh,2019,pincode,Q1,530017,472914,531596255,28
359,Andhra Pradesh,2019,pincode,Q1,520010,460133,774931063,28
360,Andhra Pradesh,2019,district,Q2,Visakhapatnam,11705738,20797479804,28
361,Andhra Pradesh,2019,district,Q2,Krishna,6428472,13437029115,28
362,Andhra Pradesh,2019,district,Q2,Chittoor,5983308,10982727976,28
363,Andhra Pradesh,2019,district,Q2,Guntur,5005275,10405246943,28
364,Andhra Pradesh,2019,district,Q2,East Godavari,4699261,9116404622,28
365,Andhra Pradesh,2019,district,Q2,Kurnool,3895824,7358285187,28
366,Andhra Pradesh,2019,district,Q2,Anantapur,3578836,7830782361,28
367,Andhra Pradesh,2019,district,Q2,Spsr Nellore,3141891,6880873007,28
