,State,Year,Quater,Transacion_type,Transacion_count,Transacion_amount,id
1659,Kerala,2020,Q4,Others,115082,65791020.57617174,32
1660,Kerala,2021,Q1,Peer To Peer Payments,16209203,55336812492.74641,32
1661,Kerala,2021,Q1,Merchant Payments,16105923,10058436408.18426,32
1662,Kerala,2021,Q1,Recharge & Bill Payments,9837385,3732534739.0436296,32
1663,Kerala,2021,Q1,Financial Services,68012,69655547.76092248,32
1664,Kerala,2021,Q1,Others,95819,63530974.15939384,32
1665,Kerala,2021,Q2,Peer To Peer Payments,17026648,58152644526.04467,32
1666,Kerala,2021,Q2,Merchant Payments,16135060,11263178335.980885,32
1667,Kerala,2021,Q2,Recharge & Bill Payments,13809151,4645548909.798975,32
1668,Kerala,2021,Q2,Financial Services,88830,88370679.95309764,32
1669,Kerala,2021,Q2,Others,131344,77063984.37888283,32
1670,Kerala,2021,Q3,Merchant Payments,25402350,17877677018.10737,32
1671,Kerala,2021,Q3,Peer To Peer Payments,23378091,78598482305.73877,32
1672,Kerala,2021,Q3,Recharge & Bill Payments,13979407,5008396079.412957,32
1673,Kerala,2021,Q3,Financial Services,85730,101460242.2623948,32
1674,Kerala,2021,Q3,Others,182688,100146127.60812962,32
1675,Kerala,2021,Q4,Merchant Payments,38574904,24589454633.018272,32
1676,Kerala,2021,Q4,Peer To Peer Payments,29075528,92774490034.55844,32
1677,Kerala,2021,Q4,Recharge & Bill Payments,13781815,5689390023.204552,32
1678,Kerala,2021,Q4,Financial Services,108232,128238698.74055986,32
1679,Kerala,2021,Q4,Others,283262,160563553.84187678,32
1680,Kerala,2022,Q1,Merchant Payments,47778743,28685388646.415367,32
1681,Kerala,2022,Q1,Peer To Peer Payments,33089518,104623270223.31714,32
1682,Kerala,2022,Q1,Recharge & Bill Payments,14042317,6373570715.969071,32
1683,Kerala,2022,Q1,Financial Services,134370,158926455.91425735,32
1684,Kerala,2022,Q1,Others,236017,147786423.0782508,32
1685,Kerala,2022,Q2,Merchant Payments,55730158,34395023155.77253,32
1686,Kerala,2022,Q2,Peer To Peer Payments,35630060,112813716119.4625,32
1687,Kerala,2022,Q2,Recharge & Bill Payments,14701207,7230489227.091859,32
1688,Kerala,2022,Q2,Financial Services,110336,133436809.9132271,32
1689,Kerala,2022,Q2,Others,193561,123664236.88435228,32
1690,Kerala,2022,Q3,Merchant Payments,64984061,37852759989.759125,32
1691,Kerala,2022,Q3,Peer To Peer Payments,38774832,116414003145.11606,32
1692,Kerala,2022,Q3,Recharge & Bill Payments,15289755,7709237374.351864,32
1693,Kerala,2022,Q3,Financial Services,146673,162861560.07391134,32
1694,Kerala,2022,Q3,Others,167583,121557246.12854593,32
1695,Kerala,2022,Q4,Merchant Payments,74647115,40607857085.646095,32
1696,Kerala,2022,Q4,Peer To Peer Payments,42471676,124564727703.6056,32
1697,Kerala,2022,Q4,Recharge & Bill Payments,15520670,8075692517.275558,32
1698,Kerala,2022,Q4,Financial Services,164334,191307058.1462068,32
1699,Kerala,2022,Q4,Others,156673,120224235.03622033,32
1700,Jammu & Kashmir,2018,Q1,Recharge & Bill Payments,3550,927250.7143707818,1
1701,Jammu & Kashmir,2018,Q1,Peer To Peer Payments,1752,10767803.999610368,1
1702,Jammu & Kashmir,2018,Q1,Merchant Payments,320,369327.6255524192,1
1703,Jammu & Kashmir,2018,Q1,Financial Services,132,274283.17576680594,1
1704,Jammu & Kashmir,2018,Q1,Others,335,194192.25581440225,1
1705,Jammu & Kashmir,2018,Q2,Recharge & Bill Payments,8075,2417434.2729015187,1
1706,Jammu & Kashmir,2018,Q2,Peer To Peer Payments,5667,42638443.11997231,1
1707,Jammu & Kashmir,2018,Q2,Merchant Payments,724,1761366.2964342083,1
1708,Jammu & Kashmir,2018,Q2,Financial Services,151,127324.6279709443,1
1709,Jammu & Kashmir,2018,Q2,Others,393,390334.220462498,1
1710,Jammu & Kashmir,2018,Q3,Recharge & Bill Payments,13136,4676712.344045115,1
1711,Jammu & Kashmir,2018,Q3,Peer To Peer Payments,10133,77085890.57395566,1
1712,Jammu & Kashmir,2018,Q3,Merchant Payments,1168,2016579.2506718007,1
1713,Jammu & Kashmir,2018,Q3,Financial Services,84,69317.12287872119,1
1714,Jammu & Kashmir,2018,Q3,Others,343,242477.8532947429,1
1715,Jammu & Kashmir,2018,Q4,Recharge & Bill Payments,16650,5701932.895454288,1
1716,Jammu & Kashmir,2018,Q4,Peer To Peer Payments,15939,123611779.5893042,1
1717,Jammu & Kashmir,2018,Q4,Merchant Payments,1881,5082666.820758243,1
1718,Jammu & Kashmir,2018,Q4,Financial Services,142,94604.73391846984,1
1719,Jammu & Kashmir,2018,Q4,Others,599,1031858.4532022324,1
1720,Jammu & Kashmir,2019,Q1,Peer To Peer Payments,22076,139715922.1887053,1
1721,Jammu & Kashmir,2019,Q1,Recharge & Bill Payments,20014,7186109.182288248,1
1722,Jammu & Kashmir,2019,Q1,Merchant Payments,3238,4967122.499940028,1
1723,Jammu & Kashmir,2019,Q1,Financial Services,114,111851.02856430916,1
1724,Jammu & Kashmir,2019,Q1,Others,703,878916.0496292994,1
1725,Jammu & Kashmir,2019,Q2,Peer To Peer Payments,34202,240305709.92824295,1
1726,Jammu & Kashmir,2019,Q2,Recharge & Bill Payments,25357,10116773.366134496,1
1727,Jammu & Kashmir,2019,Q2,Merchant Payments,8220,7726519.367758205,1
1728,Jammu & Kashmir,2019,Q2,Financial Services,86,113767.09768193656,1
1729,Jammu & Kashmir,2019,Q2,Others,907,992737.2376073576,1
1730,Jammu & Kashmir,2019,Q3,Peer To Peer Payments,43198,303596367.67958534,1
1731,Jammu & Kashmir,2019,Q3,Recharge & Bill Payments,41491,18054746.12144833,1
1732,Jammu & Kashmir,2019,Q3,Merchant Payments,6963,8096082.971229901,1
1733,Jammu & Kashmir,2019,Q3,Financial Services,48,148633.29469977494,1
1734,Jammu & Kashmir,2019,Q3,Others,696,1233697.1268589406,1
1735,Jammu & Kashmir,2019,Q4,Peer To Peer Payments,42095,298044908.5075786,1
1736,Jammu & Kashmir,2019,Q4,Recharge & Bill Payments,35467,16510212.100753112,1
1737,Jammu & Kashmir,2019,Q4,Merchant Payments,6522,8717893.899929387,1
1738,Jammu & Kashmir,2019,Q4,Financial Services,46,162760.63254625077,1
1739,Jammu & Kashmir,2019,Q4,Others,576,1253584.887304229,1
1740,Jammu & Kashmir,2020,Q1,Peer To Peer Payments,51560,339551900.3873952,1
1741,Jammu & Kashmir,2020,Q1,Recharge & Bill Payments,49801,23010664.72023286,1
1742,Jammu & Kashmir,2020,Q1,Merchant Payments,14264,13338124.27189282,1
1743,Jammu & Kashmir,2020,Q1,Financial Services,204,583108.9455483773,1
1744,Jammu & Kashmir,2020,Q1,Others,590,1155879.120674257,1
1745,Jammu & Kashmir,2020,Q2,Recharge & Bill Payments,70601,32087339.266190995,1
1746,Jammu & Kashmir,2020,Q2,Peer To Peer Payments,68450,470749365.0981605,1
1747,Jammu & Kashmir,2020,Q2,Merchant Payments,15132,19679330.186414924,1
1748,Jammu & Kashmir,2020,Q2,Financial Services,337,786069.1630768818,1
1749,Jammu & Kashmir,2020,Q2,Others,490,490894.93818109273,1
1750,Jammu & Kashmir,2020,Q3,Peer To Peer Payments,108345,751333715.2896031,1
1751,Jammu & Kashmir,2020,Q3,Recharge & Bill Payments,81623,40380074.55014179,1
1752,Jammu & Kashmir,2020,Q3,Merchant Payments,36861,40538778.75651745,1
1753,Jammu & Kashmir,2020,Q3,Financial Services,621,2334917.7832646337,1
1754,Jammu & Kashmir,2020,Q3,Others,772,900013.678666259,1
1755,Jammu & Kashmir,2020,Q4,Peer To Peer Payments,151582,985814864.3429124,1
1756,Jammu & Kashmir,2020,Q4,Recharge & Bill Payments,94133,44185250.8636451,1
1757,Jammu & Kashmir,2020,Q4,Merchant Payments,83868,77511378.30739444,1
1758,Jammu & Kashmir,2020,Q4,Financial Services,729,1965054.5898611392,1
1759,Jammu & Kashmir,2020,Q4,Others,1822,2486922.4041473325,1
1760,Jammu & Kashmir,2021,Q1,Peer To Peer Payments,141894,869999786.1513934,1
1761,Jammu & Kashmir,2021,Q1,Recharge & Bill Payments,72719,35459532.4121063,1
1762,Jammu & Kashmir,2021,Q1,Merchant Payments,58875,74977913.47237433,1
1763,Jammu & Kashmir,2021,Q1,Financial Services,629,1455016.148284281,1
1764,Jammu & Kashmir,2021,Q1,Others,1298,1527565.0627209258,1
1765,Jammu & Kashmir,2021,Q2,Peer To Peer Payments,209818,1259044412.4358735,1
1766,Jammu & Kashmir,2021,Q2,Recharge & Bill Payments,95458,44754721.82815341,1
1767,Jammu & Kashmir,2021,Q2,Merchant Payments,92078,119608470.0411553,1
1768,Jammu & Kashmir,2021,Q2,Financial Services,755,1756762.1471181023,1
1769,Jammu & Kashmir,2021,Q2,Others,1607,2094729.0180191216,1
1770,Jammu & Kashmir,2021,Q3,Peer To Peer Payments,330919,1917311078.1287265,1
1771,Jammu & Kashmir,2021,Q3,Merchant Payments,135108,233260756.5088715,1
1772,Jammu & Kashmir,2021,Q3,Recharge & Bill Payments,121856,58750081.8151172,1
1773,Jammu & Kashmir,2021,Q3,Financial Services,900,1911625.5446910744,1
1774,Jammu & Kashmir,2021,Q3,Others,2204,2751201.9371823343,1
1775,Jammu & Kashmir,2021,Q4,Peer To Peer Payments,337120,1804428550.1884875,1
1776,Jammu & Kashmir,2021,Q4,Merchant Payments,169110,284786365.9296017,1
1777,Jammu & Kashmir,2021,Q4,Recharge & Bill Payments,120607,58403893.47253243,1
1778,Jammu & Kashmir,2021,Q4,Financial Services,912,3068708.947120995,1
1779,Jammu & Kashmir,2021,Q4,Others,2438,2847620.2425241945,1
1780,Jammu & Kashmir,2022,Q1,Peer To Peer Payments,343041,1685241980.664183,1
1781,Jammu & Kashmir,2022,Q1,Merchant Payments,167100,279354508.988595,1
1782,Jammu & Kashmir,2022,Q1,Recharge & Bill Payments,116486,56203999.28920926,1
1783,Jammu & Kashmir,2022,Q1,Financial Services,1247,2023327.6779848372,1
1784,Jammu & Kashmir,2022,Q1,Others,2141,2217102.222236882,1
1785,Jammu & Kashmir,2022,Q2,Peer To Peer Payments,608870,2941624382.277109,1
1786,Jammu & Kashmir,2022,Q2,Merchant Payments,346146,508439376.68091977,1
1787,Jammu & Kashmir,2022,Q2,Recharge & Bill Payments,158996,88531677.99442025,1
1788,Jammu & Kashmir,2022,Q2,Financial Services,1585,2487560.1853386,1
1789,Jammu & Kashmir,2022,Q2,Others,2476,2235180.858482568,1
1790,Jammu & Kashmir,2022,Q3,Peer To Peer Payments,659896,2955729492.4985514,1
1791,Jammu & Kashmir,2022,Q3,Merchant Payments,367022,551472983.879604,1
1792,Jammu & Kashmir,2022,Q3,Recharge & Bill Payments,160269,94288872.34747364,1
1793,Jammu & Kashmir,2022,Q3,Financial Services,1555,1815866.8961950848,1
1794,Jammu & Kashmir,2022,Q3,Others,2116,1892134.752080473,1
1795,Jammu & Kashmir,2022,Q4,Peer To Peer Payments,559259,2350047971.603546,1
1796,Jammu & Kashmir,2022,Q4,Merchant Payments,382456,462189599.28430265,1
1797,Jammu & Kashmir,2022,Q4,Recharge & Bill Payments,138793,79767790.98577228,1
1798,Jammu & Kashmir,2022,Q4,Financial Services,1248,1198715.2123450316,1
1799,Jammu & Kashmir,2022,Q4,Others,1616,1273495.592982805,1
1800,Lakshadweep,2018,Q1,Peer To Peer Payments,423,1860278.2784597145,31
1801,Lakshadweep,2018,Q1,Recharge & Bill Payments,342,61432.04938505074,31
1802,Lakshadweep,2018,Q1,Merchant Payments,5,590.7505138175776,31
1803,Lakshadweep,2018,Q1,Others,8,6310.102519157715,31
1804,Lakshadweep,2018,Q2,Peer To Peer Payments,1315,5757123.079919379,31
1805,Lakshadweep,2018,Q2,Recharge & Bill Payments,750,353202.7988510042,31
1806,Lakshadweep,2018,Q2,Merchant Payments,42,64568.47789279556,31
1807,Lakshadweep,2018,Q2,Financial Services,6,9134.413223158994,31
1808,Lakshadweep,2018,Q2,Others,19,3780.7695141997474,31
1809,Lakshadweep,2018,Q3,Peer To Peer Payments,841,3926048.74488305,31
1810,Lakshadweep,2018,Q3,Recharge & Bill Payments,760,300978.32420203416,31
1811,Lakshadweep,2018,Q3,Merchant Payments,87,94046.43333034206,31
1812,Lakshadweep,2018,Q3,Others,15,17958.809570422687,31
1813,Lakshadweep,2018,Q4,Recharge & Bill Payments,792,351201.0879000404,31
1814,Lakshadweep,2018,Q4,Peer To Peer Payments,689,3841230.430870924,31
1815,Lakshadweep,2018,Q4,Merchant Payments,144,262079.85573632165,31
1816,Lakshadweep,2018,Q4,Financial Services,6,389.8932323919954,31
1817,Lakshadweep,2018,Q4,Others,11,8312.430483153179,31
1818,Lakshadweep,2019,Q1,Peer To Peer Payments,1183,8221402.368536929,31
1819,Lakshadweep,2019,Q1,Recharge & Bill Payments,1173,353870.52398354514,31
1820,Lakshadweep,2019,Q1,Merchant Payments,113,183062.1455975621,31
1821,Lakshadweep,2019,Q1,Others,12,27795.441220958,31
1822,Lakshadweep,2019,Q2,Recharge & Bill Payments,1448,436735.1684614296,31
1823,Lakshadweep,2019,Q2,Peer To Peer Payments,1318,8602732.117788196,31
1824,Lakshadweep,2019,Q2,Merchant Payments,137,190716.5411561734,31
1825,Lakshadweep,2019,Q2,Others,23,12340.30958308919,31
1826,Lakshadweep,2019,Q3,Recharge & Bill Payments,1528,503049.2411913635,31
1827,Lakshadweep,2019,Q3,Peer To Peer Payments,1455,8923273.862948446,31
1828,Lakshadweep,2019,Q3,Merchant Payments,111,215159.68119447332,31
1829,Lakshadweep,2019,Q3,Others,10,10278.678434187355,31
1830,Lakshadweep,2019,Q4,Recharge & Bill Payments,1801,618155.9004644766,31
1831,Lakshadweep,2019,Q4,Peer To Peer Payments,1753,10383413.246670496,31
1832,Lakshadweep,2019,Q4,Merchant Payments,188,211413.62244321496,31
1833,Lakshadweep,2019,Q4,Financial Services,2,34.39721181625656,31
1834,Lakshadweep,2019,Q4,Others,21,56896.23813384895,31
1835,Lakshadweep,2020,Q1,Recharge & Bill Payments,2684,789255.2646123999,31
1836,Lakshadweep,2020,Q1,Peer To Peer Payments,2068,12463327.261836832,31
1837,Lakshadweep,2020,Q1,Merchant Payments,387,216594.03077193064,31
1838,Lakshadweep,2020,Q1,Others,12,33192.017283045374,31
1839,Lakshadweep,2020,Q2,Recharge & Bill Payments,4497,1061694.138574572,31
1840,Lakshadweep,2020,Q2,Peer To Peer Payments,2176,14718605.188911092,31
1841,Lakshadweep,2020,Q2,Merchant Payments,472,971609.4583537824,31
1842,Lakshadweep,2020,Q2,Financial Services,60,158593.59701229632,31
1843,Lakshadweep,2020,Q2,Others,15,32419.70309265505,31
1844,Lakshadweep,2020,Q3,Recharge & Bill Payments,4696,1186947.553816269,31
1845,Lakshadweep,2020,Q3,Peer To Peer Payments,2946,19189391.618742835,31
1846,Lakshadweep,2020,Q3,Merchant Payments,903,842981.169451366,31
1847,Lakshadweep,2020,Q3,Financial Services,27,45457.50970027798,31
1848,Lakshadweep,2020,Q3,Others,17,42055.45694608544,31
1849,Lakshadweep,2020,Q4,Recharge & Bill Payments,5187,1499298.1127799237,31
1850,Lakshadweep,2020,Q4,Peer To Peer Payments,4741,27284123.245665,31
1851,Lakshadweep,2020,Q4,Merchant Payments,1668,1227101.6378793938,31
1852,Lakshadweep,2020,Q4,Financial Services,22,13968.7539965527,31
1853,Lakshadweep,2020,Q4,Others,32,86826.16675951776,31
1854,Lakshadweep,2021,Q1,Peer To Peer Payments,3942,24823715.017422147,31
1855,Lakshadweep,2021,Q1,Recharge & Bill Payments,3541,1070209.4218526704,31
1856,Lakshadweep,2021,Q1,Merchant Payments,1537,1040213.7953898906,31
1857,Lakshadweep,2021,Q1,Financial Services,19,15929.095105497145,31
1858,Lakshadweep,2021,Q1,Others,46,92715.5843109472,31
1859,Lakshadweep,2021,Q2,Recharge & Bill Payments,5499,1745295.828077295,31
1860,Lakshadweep,2021,Q2,Peer To Peer Payments,4069,23996417.49366483,31
1861,Lakshadweep,2021,Q2,Merchant Payments,1743,1525331.91465294,31
1862,Lakshadweep,2021,Q2,Financial Services,29,15052.01849600818,31
1863,Lakshadweep,2021,Q2,Others,44,101366.40306045808,31
1864,Lakshadweep,2021,Q3,Peer To Peer Payments,5687,34142107.520169854,31
1865,Lakshadweep,2021,Q3,Recharge & Bill Payments,5153,1700287.4734963956,31
1866,Lakshadweep,2021,Q3,Merchant Payments,2450,2750367.063028222,31
1867,Lakshadweep,2021,Q3,Financial Services,48,137227.35390598277,31
1868,Lakshadweep,2021,Q3,Others,32,73174.28816768769,31
1869,Lakshadweep,2021,Q4,Peer To Peer Payments,7154,44696668.86120765,31
1870,Lakshadweep,2021,Q4,Recharge & Bill Payments,5355,2093901.291802684,31
1871,Lakshadweep,2021,Q4,Merchant Payments,2872,4071239.087436496,31
1872,Lakshadweep,2021,Q4,Financial Services,27,19994.54194636028,31
1873,Lakshadweep,2021,Q4,Others,62,116381.74598782149,31
1874,Lakshadweep,2022,Q1,Peer To Peer Payments,7913,48590864.56835763,31
1875,Lakshadweep,2022,Q1,Recharge & Bill Payments,5334,2322580.1695599537,31
1876,Lakshadweep,2022,Q1,Merchant Payments,3048,3838358.358629393,31
1877,Lakshadweep,2022,Q1,Financial Services,39,38274.22628876488,31
1878,Lakshadweep,2022,Q1,Others,63,149355.3310943247,31
1879,Lakshadweep,2022,Q2,Peer To Peer Payments,8491,48451728.04746901,31
1880,Lakshadweep,2022,Q2,Recharge & Bill Payments,5366,2386144.714677198,31
1881,Lakshadweep,2022,Q2,Merchant Payments,3602,4895657.060086848,31
1882,Lakshadweep,2022,Q2,Financial Services,59,87127.8249489804,31
1883,Lakshadweep,2022,Q2,Others,51,108944.34272364664,31
1884,Lakshadweep,2022,Q3,Peer To Peer Payments,7533,40029003.82575238,31
1885,Lakshadweep,2022,Q3,Recharge & Bill Payments,4441,1936538.3067545425,31
1886,Lakshadweep,2022,Q3,Merchant Payments,3142,5469200.646094429,31
1887,Lakshadweep,2022,Q3,Financial Services,64,63629.88416689246,31
1888,Lakshadweep,2022,Q3,Others,61,81636.9547320153,31
1889,Lakshadweep,2022,Q4,Peer To Peer Payments,8686,47450386.0033243,31
1890,Lakshadweep,2022,Q4,Recharge & Bill Payments,4557,2024739.154202395,31
1891,Lakshadweep,2022,Q4,Merchant Payments,3819,5250991.002376802,31
1892,Lakshadweep,2022,Q4,Financial Services,35,26453.0247779254,31
1893,Lakshadweep,2022,Q4,Others,50,61304.43025482374,31
1894,Madhya Pradesh,2018,Q1,Recharge & Bill Payments,4404190,667057311.4560372,23
1895,Madhya Pradesh,2018,Q1,Peer To Peer Payments,2848290,7590790588.551903,23
1896,Madhya Pradesh,2018,Q1,Financial Services,230519,43374288.98373023,23
1897,Madhya Pradesh,2018,Q1,Merchant Payments,196394,170119673.71275404,23
1898,Madhya Pradesh,2018,Q1,Others,346002,210261540.7414958,23
1899,Madhya Pradesh,2018,Q2,Recharge & Bill Payments,5324535,1132090445.8903365,23
1900,Madhya Pradesh,2018,Q2,Peer To Peer Payments,4269392,14155603482.492638,23
1901,Madhya Pradesh,2018,Q2,Merchant Payments,397135,339308203.1707404,23
1902,Madhya Pradesh,2018,Q2,Financial Services,305553,53860331.80574276,23
1903,Madhya Pradesh,2018,Q2,Others,264797,243218603.31985623,23
1904,Madhya Pradesh,2018,Q3,Peer To Peer Payments,9988509,22057686208.544346,23
1905,Madhya Pradesh,2018,Q3,Recharge & Bill Payments,5733261,1367773856.6756551,23
1906,Madhya Pradesh,2018,Q3,Merchant Payments,784995,465390819.5901336,23
1907,Madhya Pradesh,2018,Q3,Financial Services,359440,46120458.63885434,23
1908,Madhya Pradesh,2018,Q3,Others,260780,212770861.22341692,23
1909,Madhya Pradesh,2018,Q4,Peer To Peer Payments,11456555,30897348664.90544,23
1910,Madhya Pradesh,2018,Q4,Recharge & Bill Payments,7273502,1669345516.941368,23
1911,Madhya Pradesh,2018,Q4,Merchant Payments,2056426,1036249753.9278036,23
1912,Madhya Pradesh,2018,Q4,Financial Services,313540,43367243.154430926,23
1913,Madhya Pradesh,2018,Q4,Others,297532,259296894.0382776,23
1914,Madhya Pradesh,2019,Q1,Peer To Peer Payments,23708825,44114206183.09186,23
1915,Madhya Pradesh,2019,Q1,Recharge & Bill Payments,9966905,2423593841.716142,23
1916,Madhya Pradesh,2019,Q1,Merchant Payments,3018928,1263699222.350108,23
1917,Madhya Pradesh,2019,Q1,Financial Services,290838,28901169.292499043,23
1918,Madhya Pradesh,2019,Q1,Others,315553,239879105.5972368,23
1919,Madhya Pradesh,2019,Q2,Peer To Peer Payments,20868744,61758841793.87666,23
1920,Madhya Pradesh,2019,Q2,Recharge & Bill Payments,12044969,3571897178.303101,23
1921,Madhya Pradesh,2019,Q2,Merchant Payments,7331352,2671155681.449155,23
1922,Madhya Pradesh,2019,Q2,Financial Services,149197,18869661.513485767,23
1923,Madhya Pradesh,2019,Q2,Others,451751,313802065.4154737,23
1924,Madhya Pradesh,2019,Q3,Peer To Peer Payments,22631038,67648107703.0357,23
1925,Madhya Pradesh,2019,Q3,Merchant Payments,17163551,5147459307.101742,23
1926,Madhya Pradesh,2019,Q3,Recharge & Bill Payments,13156616,4576521609.460834,23
1927,Madhya Pradesh,2019,Q3,Financial Services,192821,25654168.60092132,23
1928,Madhya Pradesh,2019,Q3,Others,466385,278578703.0441117,23
1929,Madhya Pradesh,2019,Q4,Peer To Peer Payments,32083162,92064471161.9892,23
1930,Madhya Pradesh,2019,Q4,Merchant Payments,19447707,7304157801.612935,23
1931,Madhya Pradesh,2019,Q4,Recharge & Bill Payments,16081734,5104821720.999016,23
1932,Madhya Pradesh,2019,Q4,Financial Services,127116,24020060.9321332,23
1933,Madhya Pradesh,2019,Q4,Others,392270,190456045.32494444,23
1934,Madhya Pradesh,2020,Q1,Peer To Peer Payments,34540722,110325991607.38477,23
1935,Madhya Pradesh,2020,Q1,Merchant Payments,24618074,9898242848.25793,23
1936,Madhya Pradesh,2020,Q1,Recharge & Bill Payments,19788516,6311610609.846225,23
1937,Madhya Pradesh,2020,Q1,Financial Services,68055,30645714.401902918,23
1938,Madhya Pradesh,2020,Q1,Others,351379,170790656.30339786,23
1939,Madhya Pradesh,2020,Q2,Peer To Peer Payments,34860958,128184693854.7977,23
1940,Madhya Pradesh,2020,Q2,Recharge & Bill Payments,27497528,8904067957.01212,23
1941,Madhya Pradesh,2020,Q2,Merchant Payments,13685723,10666223053.634727,23
1942,Madhya Pradesh,2020,Q2,Financial Services,80988,62073621.44351514,23
1943,Madhya Pradesh,2020,Q2,Others,215376,104956802.17437972,23
1944,Madhya Pradesh,2020,Q3,Peer To Peer Payments,50871564,174978985034.2865,23
1945,Madhya Pradesh,2020,Q3,Merchant Payments,31879804,20621273981.65966,23
1946,Madhya Pradesh,2020,Q3,Recharge & Bill Payments,25380467,9834190567.205517,23
1947,Madhya Pradesh,2020,Q3,Financial Services,131725,122971108.07060198,23
1948,Madhya Pradesh,2020,Q3,Others,316321,144259293.31583393,23
1949,Madhya Pradesh,2020,Q4,Peer To Peer Payments,67972167,235584201864.22345,23
1950,Madhya Pradesh,2020,Q4,Merchant Payments,57707471,37315576877.14569,23
1951,Madhya Pradesh,2020,Q4,Recharge & Bill Payments,27335834,10977774483.325563,23
1952,Madhya Pradesh,2020,Q4,Financial Services,149532,132590450.07074244,23
1953,Madhya Pradesh,2020,Q4,Others,487537,264996097.6059612,23
1954,Madhya Pradesh,2021,Q1,Merchant Payments,84812245,50098244499.50662,23
1955,Madhya Pradesh,2021,Q1,Peer To Peer Payments,84070625,279938170703.8171,23
1956,Madhya Pradesh,2021,Q1,Recharge & Bill Payments,32500681,13060914041.039404,23
1957,Madhya Pradesh,2021,Q1,Financial Services,169378,161838389.7954778,23
1958,Madhya Pradesh,2021,Q1,Others,445569,274786748.1299523,23
1959,Madhya Pradesh,2021,Q2,Peer To Peer Payments,99367521,348935762191.10486,23
1960,Madhya Pradesh,2021,Q2,Merchant Payments,77113464,58839392449.9937,23
1961,Madhya Pradesh,2021,Q2,Recharge & Bill Payments,46118636,17230546398.848663,23
1962,Madhya Pradesh,2021,Q2,Financial Services,188726,177313389.66602695,23
1963,Madhya Pradesh,2021,Q2,Others,526333,317753606.0115696,23
1964,Madhya Pradesh,2021,Q3,Merchant Payments,138433772,85885669792.43228,23
1965,Madhya Pradesh,2021,Q3,Peer To Peer Payments,127654821,398912712886.4574,23
1966,Madhya Pradesh,2021,Q3,Recharge & Bill Payments,44437315,19025346050.627724,23
1967,Madhya Pradesh,2021,Q3,Financial Services,174454,180366422.58245987,23
1968,Madhya Pradesh,2021,Q3,Others,742972,408508699.4365407,23
1969,Madhya Pradesh,2021,Q4,Merchant Payments,197193842,126461098235.02324,23
1970,Madhya Pradesh,2021,Q4,Peer To Peer Payments,159649020,507118521843.3588,23
1971,Madhya Pradesh,2021,Q4,Recharge & Bill Payments,46220966,22492766779.156635,23
1972,Madhya Pradesh,2021,Q4,Financial Services,247925,246488171.37792647,23
1973,Madhya Pradesh,2021,Q4,Others,996331,568617375.5894115,23
1974,Madhya Pradesh,2022,Q1,Merchant Payments,237691924,143310226696.7226,23
1975,Madhya Pradesh,2022,Q1,Peer To Peer Payments,185008444,578201697703.7521,23
1976,Madhya Pradesh,2022,Q1,Recharge & Bill Payments,48870314,25437774564.26215,23
1977,Madhya Pradesh,2022,Q1,Financial Services,222923,219927120.15944037,23
1978,Madhya Pradesh,2022,Q1,Others,909453,495513514.75128734,23
1979,Madhya Pradesh,2022,Q2,Merchant Payments,287616385,174183397721.35938,23
1980,Madhya Pradesh,2022,Q2,Peer To Peer Payments,202093283,663180522499.3412,23
1981,Madhya Pradesh,2022,Q2,Recharge & Bill Payments,54318983,29125694281.81933,23
1982,Madhya Pradesh,2022,Q2,Financial Services,157672,153944499.74490312,23
1983,Madhya Pradesh,2022,Q2,Others,713506,381178326.32090586,23
1984,Madhya Pradesh,2022,Q3,Merchant Payments,391105651,212445928287.3991,23
1985,Madhya Pradesh,2022,Q3,Peer To Peer Payments,267013695,780650402034.3962,23
1986,Madhya Pradesh,2022,Q3,Recharge & Bill Payments,72148870,39132574047.51802,23
1987,Madhya Pradesh,2022,Q3,Financial Services,240678,236981163.6316285,23
1988,Madhya Pradesh,2022,Q3,Others,750665,442608716.718932,23
1989,Madhya Pradesh,2022,Q4,Merchant Payments,492999084,272801597092.4764,23
1990,Madhya Pradesh,2022,Q4,Peer To Peer Payments,325467851,984255199293.6544,23
1991,Madhya Pradesh,2022,Q4,Recharge & Bill Payments,79289399,45143248068.81734,23
1992,Madhya Pradesh,2022,Q4,Financial Services,286931,278304972.64702964,23
1993,Madhya Pradesh,2022,Q4,Others,785003,521508120.7286146,23
1994,Maharashtra,2018,Q1,Recharge & Bill Payments,9670237,2283567431.223535,27
1995,Maharashtra,2018,Q1,Peer To Peer Payments,5227770,18283896464.750908,27
1996,Maharashtra,2018,Q1,Merchant Payments,616779,576964070.7366859,27
1997,Maharashtra,2018,Q1,Financial Services,235051,60997258.060299724,27
1998,Maharashtra,2018,Q1,Others,637197,506188032.9539564,27
1999,Maharashtra,2018,Q2,Recharge & Bill Payments,12384216,3725800358.681482,27
2000,Maharashtra,2018,Q2,Peer To Peer Payments,7772336,30782831245.6586,27
2001,Maharashtra,2018,Q2,Merchant Payments,1306326,1226121649.4989598,27
2002,Maharashtra,2018,Q2,Financial Services,262875,85545909.43528841,27
2003,Maharashtra,2018,Q2,Others,559987,536758077.8463879,27
2004,Maharashtra,2018,Q3,Recharge & Bill Payments,14371791,4547486090.186737,27
2005,Maharashtra,2018,Q3,Peer To Peer Payments,13470065,45466534003.98048,27
