,State,Year,Quater,Transacion_type,Transacion_count,Transacion_amount,id
875,NCT of Delhi,2021,Q4,Merchant Payments,149204611,88990516304.07437,7
876,NCT of Delhi,2021,Q4,Peer To Peer Payments,112380292,376556972334.1598,7
877,NCT of Delhi,2021,Q4,Recharge & Bill Payments,30127352,22290161823.24864,7
878,NCT of Delhi,2021,Q4,Financial Services,199280,287950130.24921745,7
879,NCT of Delhi,2021,Q4,Others,771824,569713470.6592032,7
880,NCT of Delhi,2022,Q1,Merchant Payments,174454937,98212381475.5724,7
881,NCT of Delhi,2022,Q1,Peer To Peer Payments,125111881,415305045689.3095,7
882,NCT of Delhi,2022,Q1,Recharge & Bill Payments,29435981,22482865572.904938,7
883,NCT of Delhi,2022,Q1,Financial Services,195184,271039329.10874933,7
884,NCT of Delhi,2022,Q1,Others,1801878,693588769.393249,7
885,NCT of Delhi,2022,Q2,Merchant Payments,233412802,121657706565.01256,7
886,NCT of Delhi,2022,Q2,Peer To Peer Payments,143447534,480685895058.7076,7
887,NCT of Delhi,2022,Q2,Recharge & Bill Payments,32971294,26876059610.02212,7
888,NCT of Delhi,2022,Q2,Financial Services,160827,209425798.8201317,7
889,NCT of Delhi,2022,Q2,Others,641727,426563425.6544647,7
890,NCT of Delhi,2022,Q3,Merchant Payments,276635347,134292748569.06271,7
891,NCT of Delhi,2022,Q3,Peer To Peer Payments,160580425,509428627035.3385,7
892,NCT of Delhi,2022,Q3,Recharge & Bill Payments,37572389,33177115465.46472,7
893,NCT of Delhi,2022,Q3,Financial Services,195218,265479580.4156591,7
894,NCT of Delhi,2022,Q3,Others,608782,448676465.8346823,7
895,NCT of Delhi,2022,Q4,Merchant Payments,305621913,153114813286.24423,7
896,NCT of Delhi,2022,Q4,Peer To Peer Payments,171970100,559069397370.8649,7
897,NCT of Delhi,2022,Q4,Recharge & Bill Payments,36775874,31954251758.09231,7
898,NCT of Delhi,2022,Q4,Financial Services,228639,299454652.77800566,7
899,NCT of Delhi,2022,Q4,Others,606931,477098950.5964618,7
900,Goa,2018,Q1,Recharge & Bill Payments,85991,18273814.16270872,30
901,Goa,2018,Q1,Peer To Peer Payments,59651,268175048.06992975,30
902,Goa,2018,Q1,Merchant Payments,7880,11036031.735657964,30
903,Goa,2018,Q1,Financial Services,1191,520105.642400422,30
904,Goa,2018,Q1,Others,6184,5851742.732386975,30
905,Goa,2018,Q2,Recharge & Bill Payments,120943,30994284.17044104,30
906,Goa,2018,Q2,Peer To Peer Payments,87878,419492232.52410376,30
907,Goa,2018,Q2,Merchant Payments,12456,20162855.70611957,30
908,Goa,2018,Q2,Financial Services,1903,733429.427283199,30
909,Goa,2018,Q2,Others,6395,7221023.530667527,30
910,Goa,2018,Q3,Recharge & Bill Payments,158797,40314972.94208837,30
911,Goa,2018,Q3,Peer To Peer Payments,150297,639468418.1317002,30
912,Goa,2018,Q3,Merchant Payments,21587,26634198.17885101,30
913,Goa,2018,Q3,Financial Services,1867,468171.3648398488,30
914,Goa,2018,Q3,Others,6963,6281208.620754639,30
915,Goa,2018,Q4,Peer To Peer Payments,246426,1021902315.4426756,30
916,Goa,2018,Q4,Recharge & Bill Payments,212122,54832855.89468471,30
917,Goa,2018,Q4,Merchant Payments,45586,66666113.92145965,30
918,Goa,2018,Q4,Financial Services,2523,723599.2328183289,30
919,Goa,2018,Q4,Others,8098,8880194.430766659,30
920,Goa,2019,Q1,Peer To Peer Payments,378848,1310759847.8146646,30
921,Goa,2019,Q1,Recharge & Bill Payments,275277,78212835.0406034,30
922,Goa,2019,Q1,Merchant Payments,74527,75946974.41483101,30
923,Goa,2019,Q1,Financial Services,2013,499592.0966860995,30
924,Goa,2019,Q1,Others,8147,9904147.90979165,30
925,Goa,2019,Q2,Peer To Peer Payments,373759,1391933790.7547765,30
926,Goa,2019,Q2,Recharge & Bill Payments,278060,93218689.41694948,30
927,Goa,2019,Q2,Merchant Payments,104592,92873008.6474504,30
928,Goa,2019,Q2,Financial Services,1211,515859.8076807977,30
929,Goa,2019,Q2,Others,10819,13325754.760758923,30
930,Goa,2019,Q3,Peer To Peer Payments,475178,1704668027.0159788,30
931,Goa,2019,Q3,Recharge & Bill Payments,453806,157952854.9501171,30
932,Goa,2019,Q3,Merchant Payments,150578,123948570.56857497,30
933,Goa,2019,Q3,Financial Services,1510,1282344.8444824044,30
934,Goa,2019,Q3,Others,11344,12515394.117688328,30
935,Goa,2019,Q4,Peer To Peer Payments,698728,2484453030.31845,30
936,Goa,2019,Q4,Recharge & Bill Payments,552421,205602115.14625147,30
937,Goa,2019,Q4,Merchant Payments,250893,218404664.8638511,30
938,Goa,2019,Q4,Financial Services,1497,649712.8451498008,30
939,Goa,2019,Q4,Others,11733,14350825.325765315,30
940,Goa,2020,Q1,Peer To Peer Payments,817198,2851686768.653684,30
941,Goa,2020,Q1,Recharge & Bill Payments,678079,244739382.20701855,30
942,Goa,2020,Q1,Merchant Payments,373110,298421548.1046571,30
943,Goa,2020,Q1,Financial Services,1762,1816477.569247236,30
944,Goa,2020,Q1,Others,11088,13707055.389155574,30
945,Goa,2020,Q2,Recharge & Bill Payments,758617,241196540.9379891,30
946,Goa,2020,Q2,Peer To Peer Payments,493326,1766723888.2025127,30
947,Goa,2020,Q2,Merchant Payments,221358,168591711.94693565,30
948,Goa,2020,Q2,Financial Services,3081,3328361.317987765,30
949,Goa,2020,Q2,Others,5710,3775927.611346662,30
950,Goa,2020,Q3,Peer To Peer Payments,759351,2723430713.3444066,30
951,Goa,2020,Q3,Recharge & Bill Payments,696770,280187505.0339355,30
952,Goa,2020,Q3,Merchant Payments,446880,353193881.4783259,30
953,Goa,2020,Q3,Financial Services,4985,6418950.466847964,30
954,Goa,2020,Q3,Others,7545,5112530.621144422,30
955,Goa,2020,Q4,Peer To Peer Payments,1550251,5407626413.043346,30
956,Goa,2020,Q4,Merchant Payments,1389834,1123844212.517182,30
957,Goa,2020,Q4,Recharge & Bill Payments,839199,345088772.3784919,30
958,Goa,2020,Q4,Financial Services,7287,10386560.386677971,30
959,Goa,2020,Q4,Others,14810,12846789.254236266,30
960,Goa,2021,Q1,Peer To Peer Payments,2235456,7553384653.1682,30
961,Goa,2021,Q1,Merchant Payments,2195509,1768358976.7158575,30
962,Goa,2021,Q1,Recharge & Bill Payments,880682,410604192.7268899,30
963,Goa,2021,Q1,Financial Services,8138,12207778.148638733,30
964,Goa,2021,Q1,Others,11764,12687278.26183929,30
965,Goa,2021,Q2,Merchant Payments,1869384,1411529033.6650195,30
966,Goa,2021,Q2,Peer To Peer Payments,1866837,6195032351.177256,30
967,Goa,2021,Q2,Recharge & Bill Payments,953219,383804809.3560881,30
968,Goa,2021,Q2,Financial Services,8303,12371843.844825167,30
969,Goa,2021,Q2,Others,12392,10115549.032816991,30
970,Goa,2021,Q3,Merchant Payments,2865625,2143135314.897931,30
971,Goa,2021,Q3,Peer To Peer Payments,2560305,7871092673.137299,30
972,Goa,2021,Q3,Recharge & Bill Payments,1017351,438838003.2298237,30
973,Goa,2021,Q3,Financial Services,8337,12943224.07382146,30
974,Goa,2021,Q3,Others,16145,12416377.597493527,30
975,Goa,2021,Q4,Merchant Payments,5474662,4384250602.937038,30
976,Goa,2021,Q4,Peer To Peer Payments,4408822,13618351952.666094,30
977,Goa,2021,Q4,Recharge & Bill Payments,1170180,585734312.4063727,30
978,Goa,2021,Q4,Financial Services,11320,17101084.66037453,30
979,Goa,2021,Q4,Others,23775,21819163.1997744,30
980,Goa,2022,Q1,Merchant Payments,6364271,4682000388.389215,30
981,Goa,2022,Q1,Peer To Peer Payments,4640380,14449830641.555716,30
982,Goa,2022,Q1,Recharge & Bill Payments,1177071,646403472.1135541,30
983,Goa,2022,Q1,Financial Services,11677,17490493.19245399,30
984,Goa,2022,Q1,Others,20699,20720407.595174044,30
985,Goa,2022,Q2,Merchant Payments,7812998,5736211013.6866455,30
986,Goa,2022,Q2,Peer To Peer Payments,5097942,16372343177.228306,30
987,Goa,2022,Q2,Recharge & Bill Payments,1279377,738765635.2807853,30
988,Goa,2022,Q2,Financial Services,10666,13192736.02810038,30
989,Goa,2022,Q2,Others,15071,12525197.296362752,30
990,Goa,2022,Q3,Merchant Payments,7595135,5112175255.359402,30
991,Goa,2022,Q3,Peer To Peer Payments,4449008,13780955270.352726,30
992,Goa,2022,Q3,Recharge & Bill Payments,1122869,657115143.5357426,30
993,Goa,2022,Q3,Financial Services,9992,12650738.420843877,30
994,Goa,2022,Q3,Others,11683,11368868.03761505,30
995,Goa,2022,Q4,Merchant Payments,10319138,6739205748.43176,30
996,Goa,2022,Q4,Peer To Peer Payments,5652373,17421974714.962345,30
997,Goa,2022,Q4,Recharge & Bill Payments,1195865,734121700.6400625,30
998,Goa,2022,Q4,Financial Services,12147,15705663.126967767,30
999,Goa,2022,Q4,Others,13151,13978544.178016864,30
1000,Gujarat,2018,Q1,Recharge & Bill Payments,3691952,878929080.9916563,24
1001,Gujarat,2018,Q1,Peer To Peer Payments,1738974,6318864759.888066,24
1002,Gujarat,2018,Q1,Merchant Payments,145436,166036667.57089135,24
1003,Gujarat,2018,Q1,Financial Services,122117,27986679.009713165,24
1004,Gujarat,2018,Q1,Others,250296,186165067.5737218,24
1005,Gujarat,2018,Q2,Recharge & Bill Payments,4643367,1571880396.377953,24
1006,Gujarat,2018,Q2,Peer To Peer Payments,2483231,10009680530.386889,24
1007,Gujarat,2018,Q2,Merchant Payments,275503,356984574.1205573,24
1008,Gujarat,2018,Q2,Financial Services,140704,38598263.22838031,24
1009,Gujarat,2018,Q2,Others,202928,185541007.527258,24
1010,Gujarat,2018,Q3,Peer To Peer Payments,5287200,15272745137.759302,24
1011,Gujarat,2018,Q3,Recharge & Bill Payments,5117168,1938041688.9678533,24
1012,Gujarat,2018,Q3,Merchant Payments,573440,466209496.8015112,24
1013,Gujarat,2018,Q3,Financial Services,136468,24930605.607339725,24
1014,Gujarat,2018,Q3,Others,219873,164477497.1394802,24
1015,Gujarat,2018,Q4,Peer To Peer Payments,6488202,21207285184.780197,24
1016,Gujarat,2018,Q4,Recharge & Bill Payments,6138404,2297332323.081528,24
1017,Gujarat,2018,Q4,Merchant Payments,1656377,1088373316.0580251,24
1018,Gujarat,2018,Q4,Financial Services,133915,30699273.16507,24
1019,Gujarat,2018,Q4,Others,316405,207297005.69778407,24
1020,Gujarat,2019,Q1,Peer To Peer Payments,13465044,31231285551.30865,24
1021,Gujarat,2019,Q1,Recharge & Bill Payments,8595256,3104251732.6516943,24
1022,Gujarat,2019,Q1,Merchant Payments,2493340,1296376125.175279,24
1023,Gujarat,2019,Q1,Financial Services,114539,19581520.569400217,24
1024,Gujarat,2019,Q1,Others,323272,204585378.77191535,24
1025,Gujarat,2019,Q2,Peer To Peer Payments,12547493,41853661230.46585,24
1026,Gujarat,2019,Q2,Recharge & Bill Payments,10434449,4651874823.428602,24
1027,Gujarat,2019,Q2,Merchant Payments,5486791,2526448415.3585706,24
1028,Gujarat,2019,Q2,Financial Services,70502,17349813.389733132,24
1029,Gujarat,2019,Q2,Others,442607,271280936.6247084,24
1030,Gujarat,2019,Q3,Peer To Peer Payments,14529353,49206585462.018684,24
1031,Gujarat,2019,Q3,Merchant Payments,11788077,4211116461.2911887,24
1032,Gujarat,2019,Q3,Recharge & Bill Payments,11349625,5768100024.478059,24
1033,Gujarat,2019,Q3,Financial Services,78609,20507001.233050577,24
1034,Gujarat,2019,Q3,Others,482985,256386015.2468172,24
1035,Gujarat,2019,Q4,Peer To Peer Payments,19107911,64477452638.7778,24
1036,Gujarat,2019,Q4,Recharge & Bill Payments,12967713,6517891166.722656,24
1037,Gujarat,2019,Q4,Merchant Payments,9964076,5480269119.720948,24
1038,Gujarat,2019,Q4,Financial Services,63498,20202767.26414788,24
1039,Gujarat,2019,Q4,Others,444434,194846362.42851496,24
1040,Gujarat,2020,Q1,Peer To Peer Payments,19068093,72393727235.07784,24
1041,Gujarat,2020,Q1,Recharge & Bill Payments,15648472,7197595156.690899,24
1042,Gujarat,2020,Q1,Merchant Payments,12191478,7210758662.281933,24
1043,Gujarat,2020,Q1,Financial Services,50753,27460255.45966168,24
1044,Gujarat,2020,Q1,Others,367621,165535312.39278784,24
1045,Gujarat,2020,Q2,Recharge & Bill Payments,19971660,8322688556.990006,24
1046,Gujarat,2020,Q2,Peer To Peer Payments,17569398,64723140394.22913,24
1047,Gujarat,2020,Q2,Merchant Payments,9645967,7196610931.561442,24
1048,Gujarat,2020,Q2,Financial Services,59617,53132341.3050082,24
1049,Gujarat,2020,Q2,Others,173543,92274135.40504412,24
1050,Gujarat,2020,Q3,Peer To Peer Payments,23130724,89142122337.25531,24
1051,Gujarat,2020,Q3,Merchant Payments,18338969,12749796641.785404,24
1052,Gujarat,2020,Q3,Recharge & Bill Payments,17481357,9820654243.80882,24
1053,Gujarat,2020,Q3,Financial Services,92278,84723188.62104335,24
1054,Gujarat,2020,Q3,Others,246851,124456073.24163358,24
1055,Gujarat,2020,Q4,Peer To Peer Payments,29967258,116743230330.36208,24
1056,Gujarat,2020,Q4,Merchant Payments,28430460,20844321156.65293,24
1057,Gujarat,2020,Q4,Recharge & Bill Payments,18943669,10441981826.080866,24
1058,Gujarat,2020,Q4,Financial Services,113371,120056733.8865249,24
1059,Gujarat,2020,Q4,Others,373789,243470065.45681775,24
1060,Gujarat,2021,Q1,Peer To Peer Payments,36427493,144818968373.02933,24
1061,Gujarat,2021,Q1,Merchant Payments,35815382,26512643894.003174,24
1062,Gujarat,2021,Q1,Recharge & Bill Payments,22088838,11996115292.377842,24
1063,Gujarat,2021,Q1,Financial Services,126380,137612317.73580322,24
1064,Gujarat,2021,Q1,Others,316472,235440836.3042438,24
1065,Gujarat,2021,Q2,Merchant Payments,42593432,33542305033.829502,24
1066,Gujarat,2021,Q2,Peer To Peer Payments,41642387,162483567902.30194,24
1067,Gujarat,2021,Q2,Recharge & Bill Payments,27127405,13750783181.94422,24
1068,Gujarat,2021,Q2,Financial Services,128647,136119996.7022825,24
1069,Gujarat,2021,Q2,Others,349525,249278437.33914095,24
1070,Gujarat,2021,Q3,Merchant Payments,62934471,48197579736.51646,24
1071,Gujarat,2021,Q3,Peer To Peer Payments,56134212,208013326600.624,24
1072,Gujarat,2021,Q3,Recharge & Bill Payments,29580901,15945997372.058683,24
1073,Gujarat,2021,Q3,Financial Services,125167,163304131.1436523,24
1074,Gujarat,2021,Q3,Others,473656,304418273.24545926,24
1075,Gujarat,2021,Q4,Merchant Payments,84846502,68717933161.8696,24
1076,Gujarat,2021,Q4,Peer To Peer Payments,67301686,254338740726.63605,24
1077,Gujarat,2021,Q4,Recharge & Bill Payments,30072479,18739034341.66239,24
1078,Gujarat,2021,Q4,Financial Services,175393,209214620.7057898,24
1079,Gujarat,2021,Q4,Others,591265,377657202.7539646,24
1080,Gujarat,2022,Q1,Merchant Payments,101648378,79563412221.78397,24
1081,Gujarat,2022,Q1,Peer To Peer Payments,77768758,292439274688.30835,24
1082,Gujarat,2022,Q1,Recharge & Bill Payments,30473298,20042066374.66357,24
1083,Gujarat,2022,Q1,Financial Services,160423,187077879.3846649,24
1084,Gujarat,2022,Q1,Others,496289,316261089.4073821,24
1085,Gujarat,2022,Q2,Merchant Payments,131610193,95585623258.23604,24
1086,Gujarat,2022,Q2,Peer To Peer Payments,86423696,326945780476.59766,24
1087,Gujarat,2022,Q2,Recharge & Bill Payments,33424931,23844933238.40894,24
1088,Gujarat,2022,Q2,Financial Services,125180,142685436.4192669,24
1089,Gujarat,2022,Q2,Others,468796,278978567.1836352,24
1090,Gujarat,2022,Q3,Merchant Payments,161264265,109018764232.99393,24
1091,Gujarat,2022,Q3,Peer To Peer Payments,103034790,359338045092.0105,24
1092,Gujarat,2022,Q3,Recharge & Bill Payments,38383683,28649040040.502144,24
1093,Gujarat,2022,Q3,Financial Services,152053,162173602.84596294,24
1094,Gujarat,2022,Q3,Others,404941,269479241.0969004,24
1095,Gujarat,2022,Q4,Merchant Payments,186533503,125585214989.03008,24
1096,Gujarat,2022,Q4,Peer To Peer Payments,114868478,411053364214.2685,24
1097,Gujarat,2022,Q4,Recharge & Bill Payments,39167297,30789927498.953297,24
1098,Gujarat,2022,Q4,Financial Services,179101,194314203.00804448,24
1099,Gujarat,2022,Q4,Others,407639,295484431.2780074,24
1100,Haryana,2018,Q1,Recharge & Bill Payments,2368002,535578755.0794512,6
1101,Haryana,2018,Q1,Peer To Peer Payments,1607193,5814807510.68666,6
1102,Haryana,2018,Q1,Merchant Payments,167816,173513595.3537558,6
1103,Haryana,2018,Q1,Financial Services,128636,27501068.01412632,6
1104,Haryana,2018,Q1,Others,209123,242110585.52640373,6
1105,Haryana,2018,Q2,Recharge & Bill Payments,3054284,984897276.651981,6
1106,Haryana,2018,Q2,Peer To Peer Payments,2388953,9745924809.851494,6
1107,Haryana,2018,Q2,Merchant Payments,369916,334118261.45344114,6
1108,Haryana,2018,Q2,Financial Services,167570,38145882.44180386,6
1109,Haryana,2018,Q2,Others,170208,217328211.71769944,6
1110,Haryana,2018,Q3,Peer To Peer Payments,3753981,14429454356.345787,6
1111,Haryana,2018,Q3,Recharge & Bill Payments,3203386,1310467515.0605886,6
1112,Haryana,2018,Q3,Merchant Payments,1003057,427387637.9335371,6
1113,Haryana,2018,Q3,Financial Services,100452,17323790.814170156,6
1114,Haryana,2018,Q3,Others,201148,190505707.4736181,6
1115,Haryana,2018,Q4,Peer To Peer Payments,5905032,22416919746.93868,6
1116,Haryana,2018,Q4,Recharge & Bill Payments,4116262,1671040703.7317612,6
1117,Haryana,2018,Q4,Merchant Payments,2413446,1013407379.8963096,6
1118,Haryana,2018,Q4,Financial Services,120711,22252543.62175617,6
1119,Haryana,2018,Q4,Others,394732,267255642.26742023,6
1120,Haryana,2019,Q1,Peer To Peer Payments,12622225,30283578836.61907,6
1121,Haryana,2019,Q1,Recharge & Bill Payments,5576577,2202061874.536176,6
1122,Haryana,2019,Q1,Merchant Payments,3361995,1292375556.3150868,6
1123,Haryana,2019,Q1,Financial Services,101786,15201736.002431491,6
1124,Haryana,2019,Q1,Others,473192,258437718.15887585,6
1125,Haryana,2019,Q2,Peer To Peer Payments,10387562,37056084813.57578,6
1126,Haryana,2019,Q2,Recharge & Bill Payments,5902923,2838724048.0896106,6
1127,Haryana,2019,Q2,Merchant Payments,5738283,2292901816.1432047,6
1128,Haryana,2019,Q2,Financial Services,57488,12080285.227121718,6
1129,Haryana,2019,Q2,Others,655560,301748850.1804938,6
1130,Haryana,2019,Q3,Peer To Peer Payments,11775288,43738290119.9285,6
1131,Haryana,2019,Q3,Merchant Payments,9386779,3615636827.8118167,6
1132,Haryana,2019,Q3,Recharge & Bill Payments,8289987,4817098564.823641,6
1133,Haryana,2019,Q3,Financial Services,61503,16715100.880217994,6
1134,Haryana,2019,Q3,Others,829974,301378585.9978597,6
1135,Haryana,2019,Q4,Peer To Peer Payments,15729819,58242027266.14443,6
1136,Haryana,2019,Q4,Merchant Payments,11615667,5253780278.236426,6
1137,Haryana,2019,Q4,Recharge & Bill Payments,9648003,5637358525.756194,6
1138,Haryana,2019,Q4,Financial Services,41688,13756049.144287623,6
1139,Haryana,2019,Q4,Others,790808,212797749.81994924,6
1140,Haryana,2020,Q1,Peer To Peer Payments,17728235,68367245528.07149,6
1141,Haryana,2020,Q1,Merchant Payments,14327020,7075196609.224878,6
1142,Haryana,2020,Q1,Recharge & Bill Payments,11346112,6331682016.516322,6
1143,Haryana,2020,Q1,Financial Services,34488,25266730.1883267,6
1144,Haryana,2020,Q1,Others,600232,176823674.24305555,6
1145,Haryana,2020,Q2,Peer To Peer Payments,17334369,66645492690.67839,6
1146,Haryana,2020,Q2,Recharge & Bill Payments,12740328,6547618491.532405,6
1147,Haryana,2020,Q2,Merchant Payments,11527654,7393393677.758501,6
1148,Haryana,2020,Q2,Financial Services,48759,49209527.29146181,6
1149,Haryana,2020,Q2,Others,129940,75550536.67993587,6
1150,Haryana,2020,Q3,Peer To Peer Payments,24123449,88796356487.11024,6
1151,Haryana,2020,Q3,Merchant Payments,20845136,12141560866.982178,6
1152,Haryana,2020,Q3,Recharge & Bill Payments,12716319,8452802892.504496,6
1153,Haryana,2020,Q3,Financial Services,66457,80854296.9304013,6
1154,Haryana,2020,Q3,Others,186818,96375902.20346308,6
1155,Haryana,2020,Q4,Merchant Payments,34063692,21382305452.06797,6
1156,Haryana,2020,Q4,Peer To Peer Payments,33920789,128613933346.85509,6
1157,Haryana,2020,Q4,Recharge & Bill Payments,14682896,9675471300.731651,6
1158,Haryana,2020,Q4,Financial Services,84881,103265693.75364488,6
1159,Haryana,2020,Q4,Others,419181,223528573.1334415,6
1160,Haryana,2021,Q1,Merchant Payments,39363588,23389100227.155342,6
1161,Haryana,2021,Q1,Peer To Peer Payments,36764622,135970636784.61836,6
1162,Haryana,2021,Q1,Recharge & Bill Payments,13680353,9260346909.440674,6
1163,Haryana,2021,Q1,Financial Services,79784,99672809.99228218,6
1164,Haryana,2021,Q1,Others,364437,218544351.22172093,6
1165,Haryana,2021,Q2,Merchant Payments,45335533,29119078263.957985,6
1166,Haryana,2021,Q2,Peer To Peer Payments,44086559,161073685336.6668,6
1167,Haryana,2021,Q2,Recharge & Bill Payments,15861047,9839496894.971409,6
1168,Haryana,2021,Q2,Financial Services,85821,97238136.09517692,6
1169,Haryana,2021,Q2,Others,311896,227855606.99266592,6
1170,Haryana,2021,Q3,Merchant Payments,66885213,40190922826.60629,6
1171,Haryana,2021,Q3,Peer To Peer Payments,55929958,188548678300.5247,6
1172,Haryana,2021,Q3,Recharge & Bill Payments,17087955,11681457468.964512,6
1173,Haryana,2021,Q3,Financial Services,77496,116592181.4699728,6
1174,Haryana,2021,Q3,Others,479071,289441481.64370304,6
1175,Haryana,2021,Q4,Merchant Payments,84993587,56325102920.50671,6
1176,Haryana,2021,Q4,Peer To Peer Payments,66548306,238638993818.09595,6
1177,Haryana,2021,Q4,Recharge & Bill Payments,17632752,13817258646.066364,6
1178,Haryana,2021,Q4,Financial Services,105050,151421306.61683068,6
1179,Haryana,2021,Q4,Others,407280,307822609.17479354,6
1180,Haryana,2022,Q1,Merchant Payments,98346418,62565728158.2885,6
1181,Haryana,2022,Q1,Peer To Peer Payments,74499889,263547240999.68335,6
1182,Haryana,2022,Q1,Recharge & Bill Payments,18494827,14765350795.96568,6
1183,Haryana,2022,Q1,Financial Services,107240,146586164.62792295,6
1184,Haryana,2022,Q1,Others,540235,279136534.21161634,6
1185,Haryana,2022,Q2,Merchant Payments,130033573,76926347115.76375,6
1186,Haryana,2022,Q2,Peer To Peer Payments,84219451,300504797205.2718,6
1187,Haryana,2022,Q2,Recharge & Bill Payments,20011709,17457331653.445232,6
1188,Haryana,2022,Q2,Financial Services,89805,120610061.5284536,6
1189,Haryana,2022,Q2,Others,345424,224949213.49711916,6
1190,Haryana,2022,Q3,Merchant Payments,151278013,87063736519.87311,6
1191,Haryana,2022,Q3,Peer To Peer Payments,95071203,319374569105.9015,6
1192,Haryana,2022,Q3,Recharge & Bill Payments,22592966,21247984018.68209,6
1193,Haryana,2022,Q3,Financial Services,111032,144937203.2864578,6
1194,Haryana,2022,Q3,Others,308596,223267730.28330007,6
1195,Haryana,2022,Q4,Merchant Payments,169685872,102918159834.12416,6
1196,Haryana,2022,Q4,Peer To Peer Payments,102993798,364514204185.1917,6
1197,Haryana,2022,Q4,Recharge & Bill Payments,23545059,22666085169.84729,6
1198,Haryana,2022,Q4,Financial Services,118488,152488074.9943577,6
1199,Haryana,2022,Q4,Others,305148,239722615.94605047,6
1200,Himachal Pradesh,2018,Q1,Recharge & Bill Payments,284371,49871175.82607427,2
1201,Himachal Pradesh,2018,Q1,Peer To Peer Payments,154572,546222027.4835303,2
1202,Himachal Pradesh,2018,Q1,Merchant Payments,13241,13851230.83495245,2
1203,Himachal Pradesh,2018,Q1,Financial Services,8955,2040522.724771278,2
1204,Himachal Pradesh,2018,Q1,Others,20779,16752849.503009535,2
1205,Himachal Pradesh,2018,Q2,Recharge & Bill Payments,385642,83714322.414042,2
1206,Himachal Pradesh,2018,Q2,Peer To Peer Payments,243436,1043702964.1513072,2
1207,Himachal Pradesh,2018,Q2,Merchant Payments,27851,31961300.882765952,2
1208,Himachal Pradesh,2018,Q2,Financial Services,11330,4108919.3075577794,2
1209,Himachal Pradesh,2018,Q2,Others,19436,19681794.59544668,2
1210,Himachal Pradesh,2018,Q3,Recharge & Bill Payments,457449,108456077.51862916,2
1211,Himachal Pradesh,2018,Q3,Peer To Peer Payments,362755,1596570994.985427,2
1212,Himachal Pradesh,2018,Q3,Merchant Payments,40675,31168155.22193054,2
1213,Himachal Pradesh,2018,Q3,Financial Services,8182,1552275.053774729,2
1214,Himachal Pradesh,2018,Q3,Others,17693,16293930.078267336,2
1215,Himachal Pradesh,2018,Q4,Recharge & Bill Payments,598325,143031082.4432017,2
1216,Himachal Pradesh,2018,Q4,Peer To Peer Payments,590518,2367228879.4462624,2
1217,Himachal Pradesh,2018,Q4,Merchant Payments,86963,87575811.80014335,2
1218,Himachal Pradesh,2018,Q4,Financial Services,11834,2283052.790977265,2
1219,Himachal Pradesh,2018,Q4,Others,20243,21180141.658664487,2
1220,Himachal Pradesh,2019,Q1,Peer To Peer Payments,1178280,3066233587.9236507,2
1221,Himachal Pradesh,2019,Q1,Recharge & Bill Payments,844570,209521987.03977025,2
1222,Himachal Pradesh,2019,Q1,Merchant Payments,115553,86624660.3112043,2
1223,Himachal Pradesh,2019,Q1,Financial Services,9585,1424229.9989233727,2
1224,Himachal Pradesh,2019,Q1,Others,20730,17676977.717503674,2
1225,Himachal Pradesh,2019,Q2,Peer To Peer Payments,1141873,4428007670.958708,2
1226,Himachal Pradesh,2019,Q2,Recharge & Bill Payments,1076793,279864579.97562265,2
1227,Himachal Pradesh,2019,Q2,Merchant Payments,248517,141088575.8726466,2
1228,Himachal Pradesh,2019,Q2,Financial Services,5013,1453651.5352588107,2
1229,Himachal Pradesh,2019,Q2,Others,30110,25469495.268363245,2
1230,Himachal Pradesh,2019,Q3,Recharge & Bill Payments,1212659,327570066.9967147,2
1231,Himachal Pradesh,2019,Q3,Peer To Peer Payments,1181680,5039276845.295213,2
1232,Himachal Pradesh,2019,Q3,Merchant Payments,312575,182746198.16430056,2
1233,Himachal Pradesh,2019,Q3,Financial Services,3096,1775673.9713265826,2
1234,Himachal Pradesh,2019,Q3,Others,25170,20649996.69578039,2
1235,Himachal Pradesh,2019,Q4,Peer To Peer Payments,1579582,6533855301.069828,2
1236,Himachal Pradesh,2019,Q4,Recharge & Bill Payments,1442940,402619114.9942856,2
1237,Himachal Pradesh,2019,Q4,Merchant Payments,467309,314965060.6352696,2
1238,Himachal Pradesh,2019,Q4,Financial Services,4576,1769641.9665086274,2
1239,Himachal Pradesh,2019,Q4,Others,22239,17954418.582290154,2
1240,Himachal Pradesh,2020,Q1,Recharge & Bill Payments,1815157,542356756.9678606,2
1241,Himachal Pradesh,2020,Q1,Peer To Peer Payments,1594806,6431826925.118802,2
1242,Himachal Pradesh,2020,Q1,Merchant Payments,711018,427497010.1043983,2
1243,Himachal Pradesh,2020,Q1,Financial Services,4711,3172303.6900622216,2
1244,Himachal Pradesh,2020,Q1,Others,18788,14613755.241563875,2
1245,Himachal Pradesh,2020,Q2,Recharge & Bill Payments,2558935,802231470.1628922,2
1246,Himachal Pradesh,2020,Q2,Peer To Peer Payments,1544488,6738488218.640328,2
1247,Himachal Pradesh,2020,Q2,Merchant Payments,570031,479165630.6102103,2
1248,Himachal Pradesh,2020,Q2,Financial Services,7634,7359757.737539303,2
1249,Himachal Pradesh,2020,Q2,Others,14642,9659685.392965626,2
1250,Himachal Pradesh,2020,Q3,Recharge & Bill Payments,2416395,834567922.2742614,2
